source,external_id,lat,lon,species
legacy_api,698,-33.4079617,-70.556669,
legacy_api,699,-33.4085487,-70.5561645,
legacy_api,700,-33.4083048,-70.556109,
legacy_api,701,-33.4085228,-70.5560392,
legacy_api,703,-33.408761,-70.5558015,
legacy_api,704,-33.4086167,-70.5559113,
legacy_api,705,-33.4087076,-70.5557732,
legacy_api,706,-33.4087873,-70.5555725,
legacy_api,707,-33.4088583,-70.5552434,
legacy_api,708,-33.4088441,-70.555009,
legacy_api,709,-33.4088167,-70.5554767,
legacy_api,710,-33.4089543,-70.5550562,
legacy_api,711,-33.4088292,-70.5552275,
legacy_api,712,-33.4089664,-70.5551305,
legacy_api,713,-33.408996,-70.5549849,
legacy_api,714,-33.409077,-70.5546441,
legacy_api,715,-33.4090244,-70.5548457,
legacy_api,716,-33.409137,-70.5546377,
legacy_api,717,-33.4091445,-70.5546051,
legacy_api,718,-33.4091736,-70.5545665,
legacy_api,719,-33.4091079,-70.5545276,
legacy_api,720,-33.4091727,-70.5540675,
legacy_api,721,-33.4091443,-70.5536746,
legacy_api,722,-33.4092369,-70.5536316,
legacy_api,723,-33.4092916,-70.5534515,
legacy_api,724,-33.4093569,-70.5534206,
legacy_api,725,-33.4096556,-70.5526992,
legacy_api,726,-33.4096483,-70.5526804,
legacy_api,727,-33.409699,-70.55248,
legacy_api,800,-33.4081941,-70.5559849,
legacy_api,801,-33.4080604,-70.5560263,
legacy_api,806,-33.4080466,-70.5560742,
legacy_api,841,-33.4137591,-70.5583688,
legacy_api,879,-33.410929,-70.5565719,
legacy_api,884,-33.4106406,-70.5551287,
legacy_api,974,-33.4080654,-70.55605,
legacy_api,975,-33.408626,-70.5562786,
legacy_api,976,-33.4079966,-70.5563696,
legacy_api,997,-33.4104045,-70.5561969,
legacy_api,999,-33.4111356,-70.5565378,
