source,external_id,lat,lon,species
legacy_api,853,-33.425102456868906,-70.56416616753422,
legacy_api,855,-33.42503624355063,-70.56418245824712,
legacy_api,856,-33.42460004966564,-70.56391894212055,
legacy_api,857,-33.424581629928504,-70.56397104974135,
legacy_api,858,-33.424428019041514,-70.56417081023007,
legacy_api,859,-33.424491,-70.5643648,
legacy_api,860,-33.4242984,-70.5641934,
legacy_api,861,-33.4243915,-70.564103,
legacy_api,862,-33.424273179139156,-70.56406648245427,
legacy_api,863,-33.424393084428,-70.56396788675679,
legacy_api,864,-33.4243113,-70.5642633,
legacy_api,865,-33.42447477007568,-70.56400746998662,
legacy_api,942,-33.419076,-70.5628454,
legacy_api,943,-33.4193953,-70.5615575,
legacy_api,944,-33.4191494,-70.5627749,
legacy_api,983,-33.42509486410172,-70.56403715128323,
legacy_api,984,-33.42497396093689,-70.56417953873077,
legacy_api,986,-33.4248759,-70.5643427,
legacy_api,987,-33.4244616,-70.5643166,
legacy_api,988,-33.424427840773916,-70.56390888693295,
legacy_api,1017,-33.4190217,-70.5628521,
legacy_api,1018,-33.4191481,-70.5623277,
