source,external_id,lat,lon,species
legacy_api,799,-33.42930215536856,-70.55467181629103,
legacy_api,845,-33.427003509781265,-70.5638494386158,
legacy_api,846,-33.42688304853937,-70.56382371256524,
legacy_api,847,-33.4269099,-70.5638276,
legacy_api,848,-33.42573350253448,-70.56380927944824,
legacy_api,849,-33.425812392063044,-70.56384769307346,
legacy_api,850,-33.4257938887738,-70.56383822209732,
legacy_api,851,-33.4258815,-70.5636437,
legacy_api,852,-33.4258479,-70.5636319,
legacy_api,854,-33.42559698012502,-70.56387057210284,
legacy_api,970,-33.4294141366926,-70.55441181542892,
legacy_api,982,-33.42577350569646,-70.56379746933513,
legacy_api,985,-33.4254549,-70.5633458,
