source,external_id,lat,lon,species
legacy_api,681,-33.407228127956195,-70.55466962666185,
legacy_api,682,-33.407228127956195,-70.55466962666185,
legacy_api,683,-33.40758,-70.5552939,
legacy_api,684,-33.4076102,-70.5553951,
legacy_api,685,-33.4078105,-70.5555817,
legacy_api,686,-33.407629,-70.555419,
legacy_api,687,-33.4075729,-70.5553984,
legacy_api,688,-33.4075026,-70.5553793,
legacy_api,689,-33.4074471,-70.555333,
legacy_api,690,-33.4072573,-70.5551313,
legacy_api,691,-33.4070577,-70.5549707,
legacy_api,692,-33.4064598,-70.5548853,
legacy_api,693,-33.4062997,-70.5547893,
legacy_api,694,-33.4061722,-70.5547201,
legacy_api,695,-33.4059665,-70.554735,
legacy_api,696,-33.4060093,-70.5546435,
legacy_api,697,-33.4060762,-70.554516,
legacy_api,702,-33.407498,-70.5567527,
legacy_api,728,-33.4040421,-70.5550266,
legacy_api,729,-33.4040232,-70.5549498,
legacy_api,730,-33.4037544,-70.5550868,
legacy_api,731,-33.4037516,-70.5549286,
legacy_api,732,-33.4037306,-70.555249,
legacy_api,733,-33.4037097,-70.5551275,
legacy_api,734,-33.4037139,-70.5552284,
legacy_api,735,-33.4036809,-70.5552818,
legacy_api,736,-33.4036233,-70.5547242,
legacy_api,737,-33.4035182,-70.5544793,
legacy_api,738,-33.4037412,-70.5533863,
legacy_api,739,-33.4033683,-70.5530581,
legacy_api,740,-33.4031059,-70.5529101,
legacy_api,741,-33.4025814,-70.5523351,
legacy_api,742,-33.4073273,-70.5451293,
legacy_api,744,-33.4072183,-70.5450949,
legacy_api,745,-33.4073334,-70.5450853,
legacy_api,802,-33.4078647,-70.556035,
legacy_api,803,-33.4080074,-70.5559587,
legacy_api,804,-33.4080127,-70.5559968,
legacy_api,805,-33.4077585,-70.5564093,
legacy_api,870,-33.4058229,-70.5521796,
legacy_api,873,-33.4058728,-70.5519942,
legacy_api,875,-33.4058245,-70.5520273,
legacy_api,876,-33.4042845,-70.5511573,
legacy_api,877,-33.4055063,-70.5501056,
legacy_api,907,-33.4063455,-70.5548385,
legacy_api,908,-33.4063699,-70.5547169,
legacy_api,945,-33.4037171,-70.5536326,
legacy_api,948,-33.407269,-70.5450971,
legacy_api,949,-33.406912,-70.5448841,
legacy_api,950,-33.406665,-70.5446349,
legacy_api,971,-33.4071483,-70.554751,
legacy_api,972,-33.4078024,-70.556465,
legacy_api,973,-33.4078236,-70.5560781,
legacy_api,990,-33.4054394,-70.5530205,
legacy_api,992,-33.4058015,-70.5521108,
legacy_api,996,-33.4062093,-70.5510765,
