#,schema_name,table_name,column_name,data_type
49,pg_catalog,pg_amop,amopfamily,oid
50,pg_catalog,pg_amop,amoplefttype,oid
51,pg_catalog,pg_amop,amoprighttype,oid
52,pg_catalog,pg_amop,amopstrategy,smallint
53,pg_catalog,pg_amop,amoppurpose,"""char"""
54,pg_catalog,pg_amop,amopopr,oid
55,pg_catalog,pg_amop,amopmethod,oid
56,pg_catalog,pg_amop,amopsortfamily,oid
57,pg_catalog,pg_amproc,oid,oid
58,pg_catalog,pg_amproc,amprocfamily,oid
59,pg_catalog,pg_amproc,amproclefttype,oid
60,pg_catalog,pg_amproc,amprocrighttype,oid
61,pg_catalog,pg_amproc,amprocnum,smallint
62,pg_catalog,pg_amproc,amproc,regproc
63,pg_catalog,pg_attrdef,oid,oid
64,pg_catalog,pg_attrdef,adrelid,oid
65,pg_catalog,pg_attrdef,adnum,smallint
66,pg_catalog,pg_attrdef,adbin,pg_node_tree
67,pg_catalog,pg_attribute,attrelid,oid
68,pg_catalog,pg_attribute,attname,name
69,pg_catalog,pg_attribute,atttypid,oid
70,pg_catalog,pg_attribute,attstattarget,integer
71,pg_catalog,pg_attribute,attlen,smallint
72,pg_catalog,pg_attribute,attnum,smallint
73,pg_catalog,pg_attribute,attndims,integer
74,pg_catalog,pg_attribute,attcacheoff,integer
75,pg_catalog,pg_attribute,atttypmod,integer
76,pg_catalog,pg_attribute,attbyval,boolean
77,pg_catalog,pg_attribute,attalign,"""char"""
78,pg_catalog,pg_attribute,attstorage,"""char"""
79,pg_catalog,pg_attribute,attcompression,"""char"""
80,pg_catalog,pg_attribute,attnotnull,boolean
81,pg_catalog,pg_attribute,atthasdef,boolean
82,pg_catalog,pg_attribute,atthasmissing,boolean
83,pg_catalog,pg_attribute,attidentity,"""char"""
84,pg_catalog,pg_attribute,attgenerated,"""char"""
85,pg_catalog,pg_attribute,attisdropped,boolean
86,pg_catalog,pg_attribute,attislocal,boolean
87,pg_catalog,pg_attribute,attinhcount,integer
88,pg_catalog,pg_attribute,attcollation,oid
89,pg_catalog,pg_attribute,attacl,aclitem[]
90,pg_catalog,pg_attribute,attoptions,text[]
91,pg_catalog,pg_attribute,attfdwoptions,text[]
92,pg_catalog,pg_attribute,attmissingval,anyarray
93,pg_catalog,pg_auth_members,roleid,oid
94,pg_catalog,pg_auth_members,member,oid
95,pg_catalog,pg_auth_members,grantor,oid
96,pg_catalog,pg_auth_members,admin_option,boolean
97,pg_catalog,pg_authid,oid,oid
98,pg_catalog,pg_authid,rolname,name
99,pg_catalog,pg_authid,rolsuper,boolean
100,pg_catalog,pg_authid,rolinherit,boolean
101,pg_catalog,pg_authid,rolcreaterole,boolean
102,pg_catalog,pg_authid,rolcreatedb,boolean
103,pg_catalog,pg_authid,rolcanlogin,boolean
104,pg_catalog,pg_authid,rolreplication,boolean
105,pg_catalog,pg_authid,rolbypassrls,boolean
106,pg_catalog,pg_authid,rolconnlimit,integer
107,pg_catalog,pg_authid,rolpassword,text
108,pg_catalog,pg_authid,rolvaliduntil,timestamp with time zone
109,pg_catalog,pg_cast,oid,oid
110,pg_catalog,pg_cast,castsource,oid
111,pg_catalog,pg_cast,casttarget,oid
112,pg_catalog,pg_cast,castfunc,oid
113,pg_catalog,pg_cast,castcontext,"""char"""
114,pg_catalog,pg_cast,castmethod,"""char"""
115,pg_catalog,pg_class,oid,oid
116,pg_catalog,pg_class,relname,name
117,pg_catalog,pg_class,relnamespace,oid
118,pg_catalog,pg_class,reltype,oid
119,pg_catalog,pg_class,reloftype,oid
120,pg_catalog,pg_class,relowner,oid
121,pg_catalog,pg_class,relam,oid
122,pg_catalog,pg_class,relfilenode,oid
123,pg_catalog,pg_class,reltablespace,oid
124,pg_catalog,pg_class,relpages,integer
125,pg_catalog,pg_class,reltuples,real
126,pg_catalog,pg_class,relallvisible,integer
127,pg_catalog,pg_class,reltoastrelid,oid
128,pg_catalog,pg_class,relhasindex,boolean
129,pg_catalog,pg_class,relisshared,boolean
130,pg_catalog,pg_class,relpersistence,"""char"""
131,pg_catalog,pg_class,relkind,"""char"""
132,pg_catalog,pg_class,relnatts,smallint
133,pg_catalog,pg_class,relchecks,smallint
134,pg_catalog,pg_class,relhasrules,boolean
135,pg_catalog,pg_class,relhastriggers,boolean
136,pg_catalog,pg_class,relhassubclass,boolean
137,pg_catalog,pg_class,relrowsecurity,boolean
138,pg_catalog,pg_class,relforcerowsecurity,boolean
139,pg_catalog,pg_class,relispopulated,boolean
140,pg_catalog,pg_class,relreplident,"""char"""
141,pg_catalog,pg_class,relispartition,boolean
142,pg_catalog,pg_class,relrewrite,oid
143,pg_catalog,pg_class,relfrozenxid,xid
144,pg_catalog,pg_class,relminmxid,xid
145,pg_catalog,pg_class,relacl,aclitem[]
146,pg_catalog,pg_class,reloptions,text[]
147,pg_catalog,pg_class,relpartbound,pg_node_tree
148,pg_catalog,pg_collation,oid,oid
149,pg_catalog,pg_collation,collname,name
150,pg_catalog,pg_collation,collnamespace,oid
151,pg_catalog,pg_collation,collowner,oid
152,pg_catalog,pg_collation,collprovider,"""char"""
153,pg_catalog,pg_collation,collisdeterministic,boolean
154,pg_catalog,pg_collation,collencoding,integer
155,pg_catalog,pg_collation,collcollate,name
156,pg_catalog,pg_collation,collctype,name
157,pg_catalog,pg_collation,collversion,text
158,pg_catalog,pg_constraint,oid,oid
159,pg_catalog,pg_constraint,conname,name
160,pg_catalog,pg_constraint,connamespace,oid
161,pg_catalog,pg_constraint,contype,"""char"""
162,pg_catalog,pg_constraint,condeferrable,boolean
163,pg_catalog,pg_constraint,condeferred,boolean
164,pg_catalog,pg_constraint,convalidated,boolean
165,pg_catalog,pg_constraint,conrelid,oid
166,pg_catalog,pg_constraint,contypid,oid
167,pg_catalog,pg_constraint,conindid,oid
168,pg_catalog,pg_constraint,conparentid,oid
169,pg_catalog,pg_constraint,confrelid,oid
170,pg_catalog,pg_constraint,confupdtype,"""char"""
171,pg_catalog,pg_constraint,confdeltype,"""char"""
172,pg_catalog,pg_constraint,confmatchtype,"""char"""
173,pg_catalog,pg_constraint,conislocal,boolean
174,pg_catalog,pg_constraint,coninhcount,integer
175,pg_catalog,pg_constraint,connoinherit,boolean
176,pg_catalog,pg_constraint,conkey,smallint[]
177,pg_catalog,pg_constraint,confkey,smallint[]
178,pg_catalog,pg_constraint,conpfeqop,oid[]
179,pg_catalog,pg_constraint,conppeqop,oid[]
180,pg_catalog,pg_constraint,conffeqop,oid[]
181,pg_catalog,pg_constraint,conexclop,oid[]
182,pg_catalog,pg_constraint,conbin,pg_node_tree
183,pg_catalog,pg_conversion,oid,oid
184,pg_catalog,pg_conversion,conname,name
185,pg_catalog,pg_conversion,connamespace,oid
186,pg_catalog,pg_conversion,conowner,oid
187,pg_catalog,pg_conversion,conforencoding,integer
188,pg_catalog,pg_conversion,contoencoding,integer
189,pg_catalog,pg_conversion,conproc,regproc
190,pg_catalog,pg_conversion,condefault,boolean
191,pg_catalog,pg_database,oid,oid
192,pg_catalog,pg_database,datname,name
193,pg_catalog,pg_database,datdba,oid
194,pg_catalog,pg_database,encoding,integer
195,pg_catalog,pg_database,datcollate,name
196,pg_catalog,pg_database,datctype,name
197,pg_catalog,pg_database,datistemplate,boolean
198,pg_catalog,pg_database,datallowconn,boolean
199,pg_catalog,pg_database,datconnlimit,integer
200,pg_catalog,pg_database,datlastsysoid,oid
201,pg_catalog,pg_database,datfrozenxid,xid
202,pg_catalog,pg_database,datminmxid,xid
203,pg_catalog,pg_database,dattablespace,oid
204,pg_catalog,pg_database,datacl,aclitem[]
205,pg_catalog,pg_db_role_setting,setdatabase,oid
206,pg_catalog,pg_db_role_setting,setrole,oid
207,pg_catalog,pg_db_role_setting,setconfig,text[]
208,pg_catalog,pg_default_acl,oid,oid
209,pg_catalog,pg_default_acl,defaclrole,oid
210,pg_catalog,pg_default_acl,defaclnamespace,oid
211,pg_catalog,pg_default_acl,defaclobjtype,"""char"""
212,pg_catalog,pg_default_acl,defaclacl,aclitem[]
213,pg_catalog,pg_depend,classid,oid
214,pg_catalog,pg_depend,objid,oid
215,pg_catalog,pg_depend,objsubid,integer
216,pg_catalog,pg_depend,refclassid,oid
217,pg_catalog,pg_depend,refobjid,oid
218,pg_catalog,pg_depend,refobjsubid,integer
219,pg_catalog,pg_depend,deptype,"""char"""
220,pg_catalog,pg_description,objoid,oid
221,pg_catalog,pg_description,classoid,oid
222,pg_catalog,pg_description,objsubid,integer
223,pg_catalog,pg_description,description,text
224,pg_catalog,pg_enum,oid,oid
225,pg_catalog,pg_enum,enumtypid,oid
226,pg_catalog,pg_enum,enumsortorder,real
227,pg_catalog,pg_enum,enumlabel,name
228,pg_catalog,pg_event_trigger,oid,oid
229,pg_catalog,pg_event_trigger,evtname,name
230,pg_catalog,pg_event_trigger,evtevent,name
231,pg_catalog,pg_event_trigger,evtowner,oid
232,pg_catalog,pg_event_trigger,evtfoid,oid
233,pg_catalog,pg_event_trigger,evtenabled,"""char"""
234,pg_catalog,pg_event_trigger,evttags,text[]
235,pg_catalog,pg_extension,oid,oid
236,pg_catalog,pg_extension,extname,name
237,pg_catalog,pg_extension,extowner,oid
238,pg_catalog,pg_extension,extnamespace,oid
239,pg_catalog,pg_extension,extrelocatable,boolean
240,pg_catalog,pg_extension,extversion,text
241,pg_catalog,pg_extension,extconfig,oid[]
242,pg_catalog,pg_extension,extcondition,text[]
243,pg_catalog,pg_foreign_data_wrapper,oid,oid
244,pg_catalog,pg_foreign_data_wrapper,fdwname,name
245,pg_catalog,pg_foreign_data_wrapper,fdwowner,oid
246,pg_catalog,pg_foreign_data_wrapper,fdwhandler,oid
247,pg_catalog,pg_foreign_data_wrapper,fdwvalidator,oid
248,pg_catalog,pg_foreign_data_wrapper,fdwacl,aclitem[]
249,pg_catalog,pg_foreign_data_wrapper,fdwoptions,text[]
250,pg_catalog,pg_foreign_server,oid,oid
251,pg_catalog,pg_foreign_server,srvname,name
252,pg_catalog,pg_foreign_server,srvowner,oid
253,pg_catalog,pg_foreign_server,srvfdw,oid
254,pg_catalog,pg_foreign_server,srvtype,text
255,pg_catalog,pg_foreign_server,srvversion,text
256,pg_catalog,pg_foreign_server,srvacl,aclitem[]
257,pg_catalog,pg_foreign_server,srvoptions,text[]
258,pg_catalog,pg_foreign_table,ftrelid,oid
259,pg_catalog,pg_foreign_table,ftserver,oid
260,pg_catalog,pg_foreign_table,ftoptions,text[]
261,pg_catalog,pg_index,indexrelid,oid
262,pg_catalog,pg_index,indrelid,oid
263,pg_catalog,pg_index,indnatts,smallint
264,pg_catalog,pg_index,indnkeyatts,smallint
265,pg_catalog,pg_index,indisunique,boolean
266,pg_catalog,pg_index,indisprimary,boolean
267,pg_catalog,pg_index,indisexclusion,boolean
268,pg_catalog,pg_index,indimmediate,boolean
269,pg_catalog,pg_index,indisclustered,boolean
270,pg_catalog,pg_index,indisvalid,boolean
271,pg_catalog,pg_index,indcheckxmin,boolean
272,pg_catalog,pg_index,indisready,boolean
273,pg_catalog,pg_index,indislive,boolean
274,pg_catalog,pg_index,indisreplident,boolean
275,pg_catalog,pg_index,indkey,int2vector
276,pg_catalog,pg_index,indcollation,oidvector
277,pg_catalog,pg_index,indclass,oidvector
278,pg_catalog,pg_index,indoption,int2vector
279,pg_catalog,pg_index,indexprs,pg_node_tree
280,pg_catalog,pg_index,indpred,pg_node_tree
281,pg_catalog,pg_inherits,inhrelid,oid
282,pg_catalog,pg_inherits,inhparent,oid
283,pg_catalog,pg_inherits,inhseqno,integer
284,pg_catalog,pg_inherits,inhdetachpending,boolean
285,pg_catalog,pg_init_privs,objoid,oid
286,pg_catalog,pg_init_privs,classoid,oid
287,pg_catalog,pg_init_privs,objsubid,integer
288,pg_catalog,pg_init_privs,privtype,"""char"""
289,pg_catalog,pg_init_privs,initprivs,aclitem[]
290,pg_catalog,pg_language,oid,oid
291,pg_catalog,pg_language,lanname,name
292,pg_catalog,pg_language,lanowner,oid
293,pg_catalog,pg_language,lanispl,boolean
294,pg_catalog,pg_language,lanpltrusted,boolean
295,pg_catalog,pg_language,lanplcallfoid,oid
296,pg_catalog,pg_language,laninline,oid
297,pg_catalog,pg_language,lanvalidator,oid
298,pg_catalog,pg_language,lanacl,aclitem[]
299,pg_catalog,pg_largeobject,loid,oid
300,pg_catalog,pg_largeobject,pageno,integer
301,pg_catalog,pg_largeobject,data,bytea
302,pg_catalog,pg_largeobject_metadata,oid,oid
303,pg_catalog,pg_largeobject_metadata,lomowner,oid
304,pg_catalog,pg_largeobject_metadata,lomacl,aclitem[]
305,pg_catalog,pg_namespace,oid,oid
306,pg_catalog,pg_namespace,nspname,name
307,pg_catalog,pg_namespace,nspowner,oid
308,pg_catalog,pg_namespace,nspacl,aclitem[]
309,pg_catalog,pg_opclass,oid,oid
310,pg_catalog,pg_opclass,opcmethod,oid
311,pg_catalog,pg_opclass,opcname,name
312,pg_catalog,pg_opclass,opcnamespace,oid
313,pg_catalog,pg_opclass,opcowner,oid
314,pg_catalog,pg_opclass,opcfamily,oid
315,pg_catalog,pg_opclass,opcintype,oid
316,pg_catalog,pg_opclass,opcdefault,boolean
317,pg_catalog,pg_opclass,opckeytype,oid
318,pg_catalog,pg_operator,oid,oid
319,pg_catalog,pg_operator,oprname,name
320,pg_catalog,pg_operator,oprnamespace,oid
321,pg_catalog,pg_operator,oprowner,oid
322,pg_catalog,pg_operator,oprkind,"""char"""
323,pg_catalog,pg_operator,oprcanmerge,boolean
324,pg_catalog,pg_operator,oprcanhash,boolean
325,pg_catalog,pg_operator,oprleft,oid
326,pg_catalog,pg_operator,oprright,oid
327,pg_catalog,pg_operator,oprresult,oid
328,pg_catalog,pg_operator,oprcom,oid
329,pg_catalog,pg_operator,oprnegate,oid
330,pg_catalog,pg_operator,oprcode,regproc
331,pg_catalog,pg_operator,oprrest,regproc
332,pg_catalog,pg_operator,oprjoin,regproc
333,pg_catalog,pg_opfamily,oid,oid
334,pg_catalog,pg_opfamily,opfmethod,oid
335,pg_catalog,pg_opfamily,opfname,name
336,pg_catalog,pg_opfamily,opfnamespace,oid
337,pg_catalog,pg_opfamily,opfowner,oid
338,pg_catalog,pg_partitioned_table,partrelid,oid
339,pg_catalog,pg_partitioned_table,partstrat,"""char"""
340,pg_catalog,pg_partitioned_table,partnatts,smallint
341,pg_catalog,pg_partitioned_table,partdefid,oid
342,pg_catalog,pg_partitioned_table,partattrs,int2vector
343,pg_catalog,pg_partitioned_table,partclass,oidvector
344,pg_catalog,pg_partitioned_table,partcollation,oidvector
345,pg_catalog,pg_partitioned_table,partexprs,pg_node_tree
346,pg_catalog,pg_policy,oid,oid
347,pg_catalog,pg_policy,polname,name
348,pg_catalog,pg_policy,polrelid,oid
349,pg_catalog,pg_policy,polcmd,"""char"""
350,pg_catalog,pg_policy,polpermissive,boolean
351,pg_catalog,pg_policy,polroles,oid[]
352,pg_catalog,pg_policy,polqual,pg_node_tree
353,pg_catalog,pg_policy,polwithcheck,pg_node_tree
354,pg_catalog,pg_proc,oid,oid
355,pg_catalog,pg_proc,proname,name
356,pg_catalog,pg_proc,pronamespace,oid
357,pg_catalog,pg_proc,proowner,oid
358,pg_catalog,pg_proc,prolang,oid
359,pg_catalog,pg_proc,procost,real
360,pg_catalog,pg_proc,prorows,real
361,pg_catalog,pg_proc,provariadic,oid
362,pg_catalog,pg_proc,prosupport,regproc
363,pg_catalog,pg_proc,prokind,"""char"""
364,pg_catalog,pg_proc,prosecdef,boolean
365,pg_catalog,pg_proc,proleakproof,boolean
366,pg_catalog,pg_proc,proisstrict,boolean
367,pg_catalog,pg_proc,proretset,boolean
368,pg_catalog,pg_proc,provolatile,"""char"""
369,pg_catalog,pg_proc,proparallel,"""char"""
370,pg_catalog,pg_proc,pronargs,smallint
371,pg_catalog,pg_proc,pronargdefaults,smallint
372,pg_catalog,pg_proc,prorettype,oid
373,pg_catalog,pg_proc,proargtypes,oidvector
374,pg_catalog,pg_proc,proallargtypes,oid[]
375,pg_catalog,pg_proc,proargmodes,"""char""[]"
376,pg_catalog,pg_proc,proargnames,text[]
377,pg_catalog,pg_proc,proargdefaults,pg_node_tree
378,pg_catalog,pg_proc,protrftypes,oid[]
379,pg_catalog,pg_proc,prosrc,text
380,pg_catalog,pg_proc,probin,text
381,pg_catalog,pg_proc,prosqlbody,pg_node_tree
382,pg_catalog,pg_proc,proconfig,text[]
383,pg_catalog,pg_proc,proacl,aclitem[]
384,pg_catalog,pg_publication,oid,oid
385,pg_catalog,pg_publication,pubname,name
386,pg_catalog,pg_publication,pubowner,oid
387,pg_catalog,pg_publication,puballtables,boolean
388,pg_catalog,pg_publication,pubinsert,boolean
389,pg_catalog,pg_publication,pubupdate,boolean
390,pg_catalog,pg_publication,pubdelete,boolean
391,pg_catalog,pg_publication,pubtruncate,boolean
392,pg_catalog,pg_publication,pubviaroot,boolean
393,pg_catalog,pg_publication_rel,oid,oid
394,pg_catalog,pg_publication_rel,prpubid,oid
395,pg_catalog,pg_publication_rel,prrelid,oid
396,pg_catalog,pg_range,rngtypid,oid
397,pg_catalog,pg_range,rngsubtype,oid
398,pg_catalog,pg_range,rngmultitypid,oid
399,pg_catalog,pg_range,rngcollation,oid
400,pg_catalog,pg_range,rngsubopc,oid
401,pg_catalog,pg_range,rngcanonical,regproc
402,pg_catalog,pg_range,rngsubdiff,regproc
403,pg_catalog,pg_replication_origin,roident,oid
404,pg_catalog,pg_replication_origin,roname,text
405,pg_catalog,pg_rewrite,oid,oid
406,pg_catalog,pg_rewrite,rulename,name
407,pg_catalog,pg_rewrite,ev_class,oid
408,pg_catalog,pg_rewrite,ev_type,"""char"""
409,pg_catalog,pg_rewrite,ev_enabled,"""char"""
410,pg_catalog,pg_rewrite,is_instead,boolean
411,pg_catalog,pg_rewrite,ev_qual,pg_node_tree
412,pg_catalog,pg_rewrite,ev_action,pg_node_tree
413,pg_catalog,pg_seclabel,objoid,oid
414,pg_catalog,pg_seclabel,classoid,oid
415,pg_catalog,pg_seclabel,objsubid,integer
416,pg_catalog,pg_seclabel,provider,text
417,pg_catalog,pg_seclabel,label,text
418,pg_catalog,pg_sequence,seqrelid,oid
419,pg_catalog,pg_sequence,seqtypid,oid
420,pg_catalog,pg_sequence,seqstart,bigint
421,pg_catalog,pg_sequence,seqincrement,bigint
422,pg_catalog,pg_sequence,seqmax,bigint
423,pg_catalog,pg_sequence,seqmin,bigint
424,pg_catalog,pg_sequence,seqcache,bigint
425,pg_catalog,pg_sequence,seqcycle,boolean
426,pg_catalog,pg_shdepend,dbid,oid
427,pg_catalog,pg_shdepend,classid,oid
428,pg_catalog,pg_shdepend,objid,oid
429,pg_catalog,pg_shdepend,objsubid,integer
430,pg_catalog,pg_shdepend,refclassid,oid
431,pg_catalog,pg_shdepend,refobjid,oid
432,pg_catalog,pg_shdepend,deptype,"""char"""
433,pg_catalog,pg_shdescription,objoid,oid
434,pg_catalog,pg_shdescription,classoid,oid
435,pg_catalog,pg_shdescription,description,text
436,pg_catalog,pg_shseclabel,objoid,oid
437,pg_catalog,pg_shseclabel,classoid,oid
438,pg_catalog,pg_shseclabel,provider,text
439,pg_catalog,pg_shseclabel,label,text
440,pg_catalog,pg_statistic,starelid,oid
441,pg_catalog,pg_statistic,staattnum,smallint
442,pg_catalog,pg_statistic,stainherit,boolean
443,pg_catalog,pg_statistic,stanullfrac,real
444,pg_catalog,pg_statistic,stawidth,integer
445,pg_catalog,pg_statistic,stadistinct,real
446,pg_catalog,pg_statistic,stakind1,smallint
447,pg_catalog,pg_statistic,stakind2,smallint
448,pg_catalog,pg_statistic,stakind3,smallint
449,pg_catalog,pg_statistic,stakind4,smallint
450,pg_catalog,pg_statistic,stakind5,smallint
451,pg_catalog,pg_statistic,staop1,oid
452,pg_catalog,pg_statistic,staop2,oid
453,pg_catalog,pg_statistic,staop3,oid
454,pg_catalog,pg_statistic,staop4,oid
455,pg_catalog,pg_statistic,staop5,oid
456,pg_catalog,pg_statistic,stacoll1,oid
457,pg_catalog,pg_statistic,stacoll2,oid
458,pg_catalog,pg_statistic,stacoll3,oid
459,pg_catalog,pg_statistic,stacoll4,oid
460,pg_catalog,pg_statistic,stacoll5,oid
461,pg_catalog,pg_statistic,stanumbers1,real[]
462,pg_catalog,pg_statistic,stanumbers2,real[]
463,pg_catalog,pg_statistic,stanumbers3,real[]
464,pg_catalog,pg_statistic,stanumbers4,real[]
465,pg_catalog,pg_statistic,stanumbers5,real[]
466,pg_catalog,pg_statistic,stavalues1,anyarray
467,pg_catalog,pg_statistic,stavalues2,anyarray
468,pg_catalog,pg_statistic,stavalues3,anyarray
469,pg_catalog,pg_statistic,stavalues4,anyarray
470,pg_catalog,pg_statistic,stavalues5,anyarray
471,pg_catalog,pg_statistic_ext,oid,oid
472,pg_catalog,pg_statistic_ext,stxrelid,oid
473,pg_catalog,pg_statistic_ext,stxname,name
474,pg_catalog,pg_statistic_ext,stxnamespace,oid
475,pg_catalog,pg_statistic_ext,stxowner,oid
476,pg_catalog,pg_statistic_ext,stxstattarget,integer
477,pg_catalog,pg_statistic_ext,stxkeys,int2vector
478,pg_catalog,pg_statistic_ext,stxkind,"""char""[]"
479,pg_catalog,pg_statistic_ext,stxexprs,pg_node_tree
480,pg_catalog,pg_statistic_ext_data,stxoid,oid
481,pg_catalog,pg_statistic_ext_data,stxdndistinct,pg_ndistinct
482,pg_catalog,pg_statistic_ext_data,stxddependencies,pg_dependencies
483,pg_catalog,pg_statistic_ext_data,stxdmcv,pg_mcv_list
484,pg_catalog,pg_statistic_ext_data,stxdexpr,pg_statistic[]
485,pg_catalog,pg_subscription,oid,oid
486,pg_catalog,pg_subscription,subdbid,oid
487,pg_catalog,pg_subscription,subname,name
488,pg_catalog,pg_subscription,subowner,oid
489,pg_catalog,pg_subscription,subenabled,boolean
490,pg_catalog,pg_subscription,subbinary,boolean
491,pg_catalog,pg_subscription,substream,boolean
492,pg_catalog,pg_subscription,subconninfo,text
493,pg_catalog,pg_subscription,subslotname,name
494,pg_catalog,pg_subscription,subsynccommit,text
495,pg_catalog,pg_subscription,subpublications,text[]
496,pg_catalog,pg_subscription_rel,srsubid,oid
497,pg_catalog,pg_subscription_rel,srrelid,oid
498,pg_catalog,pg_subscription_rel,srsubstate,"""char"""
499,pg_catalog,pg_subscription_rel,srsublsn,pg_lsn
500,pg_catalog,pg_tablespace,oid,oid
501,pg_catalog,pg_tablespace,spcname,name
502,pg_catalog,pg_tablespace,spcowner,oid
503,pg_catalog,pg_tablespace,spcacl,aclitem[]
504,pg_catalog,pg_tablespace,spcoptions,text[]
505,pg_catalog,pg_transform,oid,oid
506,pg_catalog,pg_transform,trftype,oid
507,pg_catalog,pg_transform,trflang,oid
508,pg_catalog,pg_transform,trffromsql,regproc
509,pg_catalog,pg_transform,trftosql,regproc
510,pg_catalog,pg_trigger,oid,oid
511,pg_catalog,pg_trigger,tgrelid,oid
512,pg_catalog,pg_trigger,tgparentid,oid
513,pg_catalog,pg_trigger,tgname,name
514,pg_catalog,pg_trigger,tgfoid,oid
515,pg_catalog,pg_trigger,tgtype,smallint
516,pg_catalog,pg_trigger,tgenabled,"""char"""
517,pg_catalog,pg_trigger,tgisinternal,boolean
518,pg_catalog,pg_trigger,tgconstrrelid,oid
519,pg_catalog,pg_trigger,tgconstrindid,oid
520,pg_catalog,pg_trigger,tgconstraint,oid
521,pg_catalog,pg_trigger,tgdeferrable,boolean
522,pg_catalog,pg_trigger,tginitdeferred,boolean
523,pg_catalog,pg_trigger,tgnargs,smallint
524,pg_catalog,pg_trigger,tgattr,int2vector
525,pg_catalog,pg_trigger,tgargs,bytea
526,pg_catalog,pg_trigger,tgqual,pg_node_tree
527,pg_catalog,pg_trigger,tgoldtable,name
528,pg_catalog,pg_trigger,tgnewtable,name
529,pg_catalog,pg_ts_config,oid,oid
530,pg_catalog,pg_ts_config,cfgname,name
531,pg_catalog,pg_ts_config,cfgnamespace,oid
532,pg_catalog,pg_ts_config,cfgowner,oid
533,pg_catalog,pg_ts_config,cfgparser,oid
534,pg_catalog,pg_ts_config_map,mapcfg,oid
535,pg_catalog,pg_ts_config_map,maptokentype,integer
536,pg_catalog,pg_ts_config_map,mapseqno,integer
537,pg_catalog,pg_ts_config_map,mapdict,oid
538,pg_catalog,pg_ts_dict,oid,oid
539,pg_catalog,pg_ts_dict,dictname,name
540,pg_catalog,pg_ts_dict,dictnamespace,oid
541,pg_catalog,pg_ts_dict,dictowner,oid
542,pg_catalog,pg_ts_dict,dicttemplate,oid
543,pg_catalog,pg_ts_dict,dictinitoption,text
544,pg_catalog,pg_ts_parser,oid,oid
545,pg_catalog,pg_ts_parser,prsname,name
546,pg_catalog,pg_ts_parser,prsnamespace,oid
547,pg_catalog,pg_ts_parser,prsstart,regproc
548,pg_catalog,pg_ts_parser,prstoken,regproc
549,pg_catalog,pg_ts_parser,prsend,regproc
550,pg_catalog,pg_ts_parser,prsheadline,regproc
551,pg_catalog,pg_ts_parser,prslextype,regproc
552,pg_catalog,pg_ts_template,oid,oid
553,pg_catalog,pg_ts_template,tmplname,name
