instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n400,400,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,46.7,2,6,3,,3,1,per-start,120,8,0,0,16622,0.798,888,7184,8066,9005,11,0.618,41.25,0.257,0.748,0.556,11119,7178,9444,10440,120.27,0.047,0.121,0.237,119.764,0.002
battery-n400,400,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,46.7,2,6,3,,4,1,per-start,120,7,0,0,13328,0.952,139,8506,8769,8937,3,0.329,80.71,0.217,0.811,0.635,7810,7314,6014,3120,120.28,0.046,0.126,0.228,119.772,0.002
battery-n400,400,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,46.7,2,6,3,,5,1,per-start,120,7,0,0,13616,0.942,154,8447,8848,8965,4,0.279,41.29,0.221,0.815,0.635,8098,7314,6302,2640,120.28,0.042,0.118,0.233,119.77,0.002
battery-n800,800,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,35.4,2,12,2,,1,1,per-start,120,14,0,0,24326,0.696,943,7183,8898,10327,32,0.56,74.43,0.202,0.796,0.635,15386,12208,12118,8280,120.91,0.17,0.516,0.838,119.168,0.004
battery-n800,800,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,35.4,2,12,2,,2,1,per-start,120,13,0,0,22204,0.871,355,8612,8990,9882,35,0.684,74.54,0.188,0.842,0.684,13253,12300,9904,2400,120.97,0.179,0.55,0.869,119.142,0.004
battery-n800,800,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,35.4,2,12,2,,3,1,per-start,120,13,0,0,21298,0.728,768,7404,8976,10165,25,0.358,56.0,0.182,0.836,0.684,12347,12300,8998,4440,120.92,0.163,0.525,0.882,119.13,0.004
battery-n800,800,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,35.4,2,12,2,,4,1,per-start,120,13,0,0,22517,0.867,352,8590,9000,9913,24,0.558,65.85,0.19,0.844,0.684,13566,12300,10217,3120,120.92,0.175,0.512,0.854,119.149,0.004
battery-n800,800,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,35.4,2,12,2,,5,1,per-start,120,13,0,0,22173,0.83,511,8620,8970,10391,16,0.631,49.69,0.188,0.842,0.684,13222,12300,9873,1441,120.89,0.166,0.514,0.892,119.11,0.003
battery-n1000,1000,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,34.7,2,15,2,,1,1,per-start,120,18,0,0,32032,0.796,650,7182,8870,9018,58,0.826,65.67,0.211,0.782,0.617,21114,15179,16853,11280,121.32,0.251,0.807,1.299,118.704,0.004
battery-n1000,1000,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,34.7,2,15,2,,2,1,per-start,120,17,0,0,29878,0.74,663,7184,8962,9703,72,0.857,77.06,0.199,0.816,0.654,18949,15262,14616,7200,121.41,0.266,0.852,1.408,118.599,0.004
battery-n1000,1000,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,34.7,2,15,2,,3,1,per-start,120,17,0,0,30613,0.838,358,7881,8977,9404,56,0.517,69.12,0.203,0.82,0.654,19684,15262,15351,5880,121.35,0.259,0.805,1.297,118.705,0.005
battery-n1000,1000,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,34.7,2,15,2,,4,1,per-start,120,17,0,0,32463,0.672,913,7182,9037,10686,71,0.514,77.65,0.213,0.83,0.654,21534,15262,17201,9720,121.36,0.273,0.796,1.376,118.627,0.004
battery-n1000,1000,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,34.7,2,15,2,,5,1,per-start,120,18,0,0,33956,0.805,526,7225,8812,8978,50,0.535,65.28,0.221,0.792,0.617,23038,15179,18777,10680,121.37,0.27,0.802,1.307,118.696,0.005
battery-sparse-n250,250,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,2,4,3,,1,1,per-start,120,6,0,0,16690,0.868,392,7505,7626,8649,0,0.342,34.5,0.357,0.721,0.463,8314,10927,5763,13201,120.14,0.024,0.053,0.106,119.893,0.001
battery-sparse-n250,250,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,2,4,3,,2,1,per-start,120,6,0,0,15704,0.899,255,7193,7588,8000,0,0.272,12.0,0.344,0.705,0.463,7328,10927,4777,13200,120.15,0.016,0.05,0.099,119.916,0.001
battery-sparse-n250,250,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,2,4,3,,3,1,per-start,120,6,0,0,16669,0.854,435,7347,7631,8605,0,0.172,19.17,0.357,0.72,0.463,8293,10927,5742,13200,120.14,0.017,0.052,0.107,119.894,0.001
battery-sparse-n250,250,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,2,4,3,,4,1,per-start,120,6,0,0,16598,0.85,496,7267,7642,8552,0,0.354,35.17,0.356,0.719,0.463,8222,10927,5671,13200,120.13,0.016,0.049,0.096,119.905,0.001
battery-sparse-n250,250,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,2,4,3,,5,1,per-start,120,6,0,0,17068,0.801,611,7188,7715,8971,2,0.41,18.33,0.363,0.727,0.463,8692,10927,6141,13200,120.16,0.017,0.054,0.101,119.901,0.001
battery-sparse-n500,500,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,2,8,2,,1,1,per-start,120,10,0,0,24085,0.753,946,7187,8981,9544,12,0.397,34.9,0.286,0.779,0.556,14662,13285,10800,12601,120.39,0.061,0.192,0.389,119.613,0.002
battery-sparse-n500,500,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,2,8,2,,2,1,per-start,120,10,0,0,21312,0.833,522,7412,8168,8903,4,0.232,34.7,0.262,0.753,0.556,11889,13285,8027,12001,120.39,0.07,0.191,0.359,119.642,0.002
battery-sparse-n500,500,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,2,8,2,,3,1,per-start,120,10,0,0,22990,0.802,761,7189,8826,8969,9,0.53,46.9,0.277,0.768,0.556,13567,13285,9705,12000,120.43,0.068,0.196,0.34,119.669,0.002
battery-sparse-n500,500,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,2,8,2,,4,1,per-start,120,9,0,0,20820,0.89,252,8521,8972,9570,10,0.484,37.67,0.258,0.832,0.617,11378,13401,7419,5160,120.41,0.067,0.194,0.346,119.659,0.002
battery-sparse-n500,500,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,2,8,2,,5,1,per-start,120,10,0,0,21431,0.805,698,7214,8272,8966,4,0.377,27.8,0.263,0.754,0.556,12008,13285,8146,12000,120.33,0.066,0.212,0.38,119.546,0.002
area-26-n157,157,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,2,2,4,,1,1,per-start,120,3,0,0,5193,0.913,307,7594,8117,8322,0,0.228,13.67,0.216,0.742,0.581,2810,3618,1575,2760,120.07,0.007,0.019,0.049,119.95,0.001
area-26-n157,157,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,2,2,4,,2,1,per-start,120,3,0,0,4768,0.803,767,7175,7494,8939,0,0.114,5.67,0.202,0.729,0.581,2385,3618,1150,2760,120.07,0.007,0.019,0.05,119.947,0.001
area-26-n157,157,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,2,2,4,,3,1,per-start,120,3,0,0,5214,0.875,441,7426,8143,8485,1,0.044,6.67,0.217,0.743,0.581,2831,3618,1596,2760,120.09,0.008,0.019,0.048,119.951,0.001
area-26-n157,157,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,2,2,4,,4,1,per-start,120,3,0,0,4723,0.873,479,7177,8166,8220,0,0.311,19.0,0.2,0.727,0.581,2340,3618,1105,2760,120.07,0.008,0.019,0.046,119.953,0.001
area-26-n157,157,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,2,2,4,,5,1,per-start,120,3,0,0,4879,0.822,646,7204,7752,8763,3,0.404,21.67,0.206,0.732,0.581,2496,3618,1261,2760,120.08,0.007,0.025,0.053,119.948,0.001
area-27-n72,72,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,2,1,7,,1,1,per-start,120,2,0,0,5732,1.0,1,7185,7186,7187,18,0.36,13.0,0.399,0.665,0.4,5201,914,4818,5760,120.03,0.002,0.005,0.021,119.977,0.0
area-27-n72,72,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,2,1,7,,2,1,per-start,120,2,0,0,5735,1.0,2,7186,7188,7189,5,0.54,22.0,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.003,0.005,0.016,119.984,0.0
area-27-n72,72,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,2,1,7,,3,1,per-start,120,2,0,0,5735,0.999,4,7184,7188,7191,11,0.407,15.5,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.005,0.017,119.977,0.0
area-27-n72,72,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,2,1,7,,4,1,per-start,120,2,0,0,5736,0.999,2,7186,7188,7190,9,0.573,21.5,0.399,0.665,0.4,5205,914,4822,5760,120.04,0.002,0.01,0.016,119.983,0.0
area-27-n72,72,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,2,1,7,,5,1,per-start,120,2,0,0,5735,1.0,0,7187,7188,7188,10,0.644,26.5,0.399,0.665,0.4,5204,914,4821,5760,120.04,0.002,0.005,0.016,119.985,0.001
area-29-n43,43,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,2,1,6,,1,1,per-start,94,1,0,0,2024,1.0,0,7184,7184,7184,10,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,94.03,0.002,0.002,0.008,93.991,0.001
area-29-n43,43,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,2,1,6,,2,1,per-start,94,1,0,0,2027,1.0,0,7187,7187,7187,4,0.0,0.0,0.282,0.665,0.478,1639,789,1238,2040,94.03,0.002,0.003,0.009,93.99,0.0
area-29-n43,43,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,2,1,6,,3,1,per-start,94,1,0,0,2042,1.0,0,7202,7202,7202,4,0.0,0.0,0.284,0.667,0.478,1654,789,1253,2040,94.02,0.001,0.002,0.008,93.992,0.0
area-29-n43,43,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,2,1,6,,4,1,per-start,94,1,0,0,2023,1.0,0,7183,7183,7183,7,0.0,0.0,0.282,0.665,0.478,1635,789,1234,2040,94.02,0.001,0.002,0.008,93.991,0.0
area-29-n43,43,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,2,1,6,,5,1,per-start,94,1,0,0,2025,1.0,0,7185,7185,7185,5,0.0,0.0,0.282,0.665,0.478,1637,789,1236,2040,94.03,0.001,0.005,0.008,93.991,0.0
reference-n1607,1607,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,2,24,2,,1,1,per-start,120,28,23,1,63849,0.668,939,7184,9033,10750,162,0.444,52.61,0.251,0.84,0.629,36844,30516,,23520,123.58,0.704,2.33,3.429,116.575,0.008
reference-n1607,1607,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,2,24,2,,2,1,per-start,120,30,0,1,72147,0.685,777,7182,8980,10478,132,0.647,66.9,0.272,0.818,0.595,45176,30318,41829,27600,123.84,0.737,2.624,3.579,116.396,0.007
reference-n1607,1607,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,2,24,2,,3,1,per-start,120,30,2,0,78353,0.675,873,7190,8977,10646,170,0.637,64.57,0.289,0.836,0.594,51382,30318,,30240,123.68,0.726,2.308,3.572,116.436,0.013
reference-n1607,1607,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,2,24,2,,4,1,per-start,120,28,3,0,66760,0.668,737,7179,9031,10751,90,0.743,61.68,0.258,0.857,0.637,39755,30516,,20761,123.91,0.897,2.425,3.537,116.467,0.01
reference-n1607,1607,config,cluster-r2,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,2,24,2,,5,1,per-start,120,27,13,1,60954,0.669,890,7203,9147,10768,89,0.632,56.26,0.242,0.865,0.656,33932,30616,,15600,123.58,0.77,2.191,3.476,116.527,0.007
