instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,max_vehicles,exempt_lower_vehicle,exempt_upper_vehicle,exempt_vehicles_inactive,time_global_span_coef,post_resequence,arc_lambda,arc_tau,arc_coef,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,short_routes,travel_sec,balance,balance_excl_min,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
battery-sparse-n250,250,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,11,1,,0,0,False,0.0,85.8,1,,,,,1,1,per-start,120,6,0,0,0,15777,0.401,0.89,1869,3547,8343,8839,13,3,0.369,24.67,0.345,0.706,0.463,7401,10927,4850,13201,120.1,0.014,0.039,0.084,119.899,0.001,0.0
battery-sparse-n250,250,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,11,1,,0,0,False,0.0,85.8,1,,,,,2,1,per-start,120,6,0,0,0,15270,0.8,0.802,613,7056,7290,8819,9,4,0.201,15.17,0.337,0.699,0.463,6894,10927,4343,13200,120.11,0.014,0.039,0.083,119.916,0.001,0.0
battery-sparse-n250,250,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,11,1,,0,0,False,0.0,85.8,1,,,,,3,1,per-start,120,6,0,0,0,15085,0.456,0.948,1626,3892,8176,8527,7,3,0.306,15.33,0.335,0.696,0.463,6709,10927,4158,13200,120.13,0.014,0.039,0.088,119.911,0.001,0.0
battery-sparse-n500,500,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,15,1,,0,0,False,0.0,56.9,1,,,,,1,1,per-start,120,9,0,0,0,19567,0.833,0.919,435,7757,8964,9310,15,7,0.522,45.44,0.246,0.819,0.617,10125,13401,6166,5280,120.34,0.057,0.168,0.302,119.7,0.002,0.0
battery-sparse-n500,500,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,15,1,,0,0,False,0.0,56.9,1,,,,,2,1,per-start,120,9,0,0,0,21707,0.896,0.903,298,8878,8979,9908,14,2,0.574,74.89,0.266,0.84,0.617,12265,13401,8306,5640,120.33,0.056,0.159,0.296,119.704,0.002,0.0
battery-sparse-n500,500,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,15,1,,1,0,False,0.0,56.9,1,,,,,3,1,per-start,120,9,0,0,0,21479,0.97,0.98,68,8934,9038,9206,15,6,0.706,95.67,0.264,0.838,0.617,12037,13401,8078,4920,120.36,0.062,0.162,0.301,119.699,0.002,0.0
area-26-n157,157,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,8,1,,1,0,False,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,0,4999,0.904,0.974,336,7488,8068,8283,2,4,0.228,13.67,0.21,0.736,0.581,2616,3618,1381,2760,120.06,0.006,0.019,0.041,119.957,0.001,0.0
area-26-n157,157,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,8,1,,1,0,False,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,0,4461,0.784,0.836,819,6974,7432,8895,2,5,0.114,5.67,0.191,0.719,0.581,2078,3618,843,2760,120.05,0.006,0.018,0.04,119.947,0.001,0.0
area-26-n157,157,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,8,1,,1,0,False,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,0,5092,0.877,0.964,436,7387,8119,8426,4,5,0.044,6.67,0.213,0.739,0.581,2709,3618,1474,2760,120.05,0.006,0.016,0.043,119.945,0.001,0.0
area-27-n72,72,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,7,1,,0,0,False,0.0,29.8,1,,,,,1,1,per-start,120,2,0,0,0,1318,0.376,1.0,2256,2723,4979,7235,0,0,0.001,1.0,0.132,0.461,0.4,787,914,404,5760,120.03,0.002,0.004,0.014,119.984,0.0,0.0
area-27-n72,72,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,7,1,,0,0,False,0.0,29.8,1,,,,,2,1,per-start,120,2,0,0,0,1333,0.376,1.0,2264,2723,4986,7250,0,0,0.001,1.0,0.134,0.462,0.4,802,914,419,5760,120.03,0.002,0.004,0.014,119.983,0.0,0.0
area-27-n72,72,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,7,1,,0,0,False,0.0,29.8,1,,,,,3,1,per-start,120,2,0,0,0,1318,0.376,1.0,2256,2723,4979,7235,0,0,0.001,1.0,0.132,0.461,0.4,787,914,404,5760,120.03,0.002,0.004,0.014,119.984,0.0,0.0
area-29-n43,43,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,6,1,,0,0,False,0.0,27.6,1,,,,,1,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.002,0.007,93.992,0.0,0.0
area-29-n43,43,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,6,1,,0,0,False,0.0,27.6,1,,,,,2,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.002,0.007,93.992,0.0,0.0
area-29-n43,43,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,6,1,,0,0,False,0.0,27.6,1,,,,,3,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.002,0.007,93.992,0.0,0.0
reference-n1607,1607,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,36,1,,1,0,False,0.0,44.1,1,,,,,1,1,per-start,120,25,0,0,0,58552,0.83,0.847,528,8938,10166,10766,37,31,0.395,115.24,0.233,0.931,0.714,31496,30823,27729,11160,122.73,0.605,1.683,2.715,117.29,0.006,0.0
reference-n1607,1607,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,36,1,,1,0,False,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,0,60688,0.845,0.846,595,9083,10353,10748,77,42,0.414,92.84,0.239,0.939,0.714,33632,30823,29865,9241,122.81,0.608,1.746,2.671,117.409,0.006,0.0
reference-n1607,1607,exemptions,exempt-lower,spatial_term,exempt-lower,10000,midpoint,0,3,10000,,36,1,,1,0,False,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,1,57364,0.838,0.844,528,9028,10034,10773,44,30,0.49,109.16,0.229,0.927,0.714,30308,30823,26541,9240,122.7,0.602,1.7,2.7,117.309,0.006,0.0
battery-n50,50,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,7,,0,0,0,False,0.0,112.6,1,,,,,1,1,per-start,105,1,0,0,0,3333,1.0,1.0,0,9333,9333,9333,3,1,0.0,0.0,0.357,0.864,0.556,1266,2746,587,1200,105.06,0.001,0.005,0.009,104.99,0.0,0.0
battery-n50,50,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,7,,0,0,0,False,0.0,112.6,1,,,,,2,1,per-start,105,1,0,0,0,3333,1.0,1.0,0,9333,9333,9333,3,1,0.0,0.0,0.357,0.864,0.556,1266,2746,587,1200,105.02,0.001,0.002,0.008,104.991,0.0,0.0
battery-n50,50,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,7,,0,0,0,False,0.0,112.6,1,,,,,3,1,per-start,105,1,0,0,0,3333,1.0,1.0,0,9333,9333,9333,3,1,0.0,0.0,0.357,0.864,0.556,1266,2746,587,1200,105.02,0.001,0.002,0.008,104.991,0.0,0.0
battery-n100,100,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,8,,0,1,0,False,0.0,67.3,1,,,,,1,1,per-start,120,2,0,0,0,3994,0.975,1.0,102,7895,7997,8099,3,4,0.017,3.0,0.25,0.74,0.556,1534,2601,1393,2400,120.05,0.003,0.007,0.022,119.978,0.0,0.0
battery-n100,100,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,8,,0,1,0,False,0.0,67.3,1,,,,,2,1,per-start,120,2,0,0,0,3811,0.835,1.0,710,7196,7906,8615,3,3,0.049,5.0,0.241,0.732,0.556,1351,2601,1210,2400,120.04,0.003,0.007,0.021,119.978,0.0,0.0
battery-n100,100,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,8,,0,0,0,False,0.0,67.3,1,,,,,3,1,per-start,120,2,0,0,0,4042,0.815,1.0,820,7201,8021,8841,3,3,0.067,6.5,0.252,0.743,0.556,1582,2601,1441,2520,120.04,0.003,0.007,0.022,119.978,0.0,0.0
battery-n200,200,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,9,,0,1,0,False,0.0,59.0,1,,,,,1,1,per-start,120,4,0,0,0,7562,0.903,0.927,300,7544,7830,8359,15,9,0.191,21.5,0.24,0.731,0.556,4084,4541,3021,4800,120.11,0.01,0.03,0.063,119.946,0.001,0.0
battery-n200,200,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,9,,0,1,0,False,0.0,59.0,1,,,,,2,1,per-start,120,4,0,0,0,7771,0.873,0.897,456,7395,7953,8470,14,14,0.238,29.75,0.245,0.736,0.556,4293,4541,3230,4800,120.09,0.011,0.026,0.066,119.936,0.001,0.0
battery-n200,200,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,9,,0,1,0,False,0.0,59.0,1,,,,,3,1,per-start,120,4,0,0,0,7643,0.894,0.911,398,7445,7936,8326,13,12,0.217,15.0,0.242,0.732,0.556,4165,4541,3102,4801,120.11,0.01,0.026,0.065,119.935,0.002,0.0
battery-n400,400,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,13,,0,0,0,False,0.0,46.7,1,,,,,1,1,per-start,120,7,0,0,0,15707,0.815,0.826,633,8672,8885,10636,16,17,0.821,68.43,0.247,0.843,0.635,10189,7314,8393,4680,120.26,0.046,0.105,0.214,119.787,0.002,0.0
battery-n400,400,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,13,,0,0,0,False,0.0,46.7,1,,,,,2,1,per-start,120,7,0,0,0,13073,0.879,0.898,343,8319,8628,9463,11,16,0.527,64.14,0.214,0.808,0.635,7555,7314,5759,2641,120.31,0.045,0.102,0.208,119.793,0.003,0.0
battery-n400,400,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,13,,0,0,0,False,0.0,46.7,1,,,,,3,1,per-start,120,7,0,0,0,12548,0.857,0.891,385,8075,8678,9427,22,16,0.384,44.43,0.207,0.801,0.635,7030,7314,5234,3000,120.26,0.046,0.103,0.215,119.784,0.003,0.0
battery-n800,800,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,20,,0,0,0,False,0.0,35.4,1,,,,,1,1,per-start,120,12,0,0,0,19781,0.846,0.847,602,8969,9478,10607,27,27,0.464,62.33,0.171,0.893,0.741,10818,12392,7389,720,120.89,0.191,0.415,0.791,119.211,0.006,0.0
battery-n800,800,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,20,,0,0,0,False,0.0,35.4,1,,,,,2,1,per-start,120,12,0,0,0,20704,0.841,0.852,554,9044,9628,10750,41,31,0.317,86.92,0.177,0.9,0.741,11741,12392,8312,840,120.87,0.232,0.423,0.756,119.245,0.007,0.0
battery-n800,800,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,20,,0,0,0,False,0.0,35.4,1,,,,,3,1,per-start,120,12,0,0,0,20294,0.844,0.851,585,8954,9675,10609,17,10,0.42,67.75,0.175,0.897,0.741,11331,12392,7902,480,120.83,0.209,0.422,0.786,119.177,0.004,0.0
battery-n1000,1000,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,24,,0,1,0,False,0.0,34.7,1,,,,,1,1,per-start,120,15,0,0,0,27429,0.835,0.838,625,8937,9919,10698,61,47,0.552,126.73,0.186,0.91,0.741,16477,15438,11991,1080,121.16,0.248,0.653,1.165,118.832,0.004,0.0
battery-n1000,1000,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,24,,0,1,0,False,0.0,34.7,1,,,,,2,1,per-start,120,15,0,0,0,26219,0.838,0.844,662,8979,9460,10711,67,45,0.486,91.93,0.179,0.903,0.741,15267,15438,10781,1680,121.53,0.262,0.651,1.178,118.842,0.016,0.0
battery-n1000,1000,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,24,,0,0,0,False,0.0,34.7,1,,,,,3,1,per-start,120,15,0,0,0,27204,0.831,0.831,666,8958,9842,10777,44,48,0.506,103.33,0.185,0.909,0.741,16252,15438,11766,1680,121.8,0.483,0.987,1.713,118.287,0.007,0.0
battery-sparse-n250,250,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,11,,0,0,0,False,0.0,85.8,1,,,,,1,1,per-start,120,6,0,0,0,15682,0.81,0.841,535,7002,7428,8641,6,4,0.17,26.5,0.343,0.705,0.463,7306,10927,4755,13201,120.12,0.016,0.039,0.09,119.909,0.001,0.0
battery-sparse-n250,250,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,11,,0,0,0,False,0.0,85.8,1,,,,,2,1,per-start,120,5,0,0,0,15925,0.83,0.842,665,8716,8881,10505,8,3,0.419,37.0,0.347,0.85,0.556,7515,11132,4793,6001,120.12,0.018,0.04,0.09,119.908,0.001,0.0
battery-sparse-n250,250,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,11,,0,0,0,False,0.0,85.8,1,,,,,3,1,per-start,120,5,0,0,0,15197,0.785,0.84,755,8221,8798,10469,7,4,0.311,17.4,0.336,0.837,0.556,6787,11132,4065,6000,120.15,0.015,0.04,0.088,119.911,0.001,0.0
battery-sparse-n500,500,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,15,,0,0,0,False,0.0,56.9,1,,,,,1,1,per-start,120,8,0,0,0,19389,0.845,0.845,686,9079,9950,10749,12,8,0.46,55.62,0.244,0.919,0.694,9927,13517,5872,1080,120.38,0.061,0.167,0.321,119.678,0.004,0.0
battery-sparse-n500,500,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,15,,0,0,0,False,0.0,56.9,1,,,,,2,1,per-start,120,9,0,0,0,22045,0.824,0.824,577,8763,8895,10639,11,4,0.614,67.11,0.269,0.844,0.617,12603,13401,8644,6120,120.4,0.067,0.168,0.311,119.699,0.005,0.0
battery-sparse-n500,500,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,15,,0,0,0,False,0.0,56.9,1,,,,,3,1,per-start,120,9,0,0,0,22260,0.837,0.838,498,8810,9004,10524,11,5,0.577,99.0,0.271,0.846,0.617,12818,13401,8859,5641,120.41,0.076,0.164,0.319,119.687,0.002,0.0
area-26-n157,157,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,8,,0,0,0,False,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,0,4999,0.904,0.974,336,7488,8068,8283,2,4,0.228,13.67,0.21,0.736,0.581,2616,3618,1381,2760,120.1,0.006,0.021,0.046,119.954,0.002,0.0
area-26-n157,157,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,8,,0,1,0,False,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,0,4461,0.784,0.836,819,6974,7432,8895,2,5,0.114,5.67,0.191,0.719,0.581,2078,3618,843,2760,120.07,0.008,0.017,0.045,119.953,0.001,0.0
area-26-n157,157,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,8,,0,1,0,False,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,0,5092,0.877,0.964,436,7387,8119,8426,4,5,0.044,6.67,0.213,0.739,0.581,2709,3618,1474,2760,120.07,0.007,0.016,0.044,119.956,0.001,0.0
area-27-n72,72,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,7,,0,0,0,False,0.0,29.8,1,,,,,1,1,per-start,120,2,0,0,0,2184,0.997,1.0,8,5404,5412,5420,3,5,0.327,6.0,0.202,0.501,0.4,1653,914,1270,5760,120.05,0.002,0.004,0.015,119.984,0.001,0.0
area-27-n72,72,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,7,,0,0,0,False,0.0,29.8,1,,,,,2,1,per-start,120,1,0,0,0,1456,1.0,1.0,0,10096,10096,10096,1,1,0.0,0.0,0.144,0.935,0.8,917,1303,153,0,120.04,0.002,0.005,0.018,119.982,0.001,0.0
area-27-n72,72,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,7,,0,0,0,False,0.0,29.8,1,,,,,3,1,per-start,120,1,0,0,0,1456,1.0,1.0,0,10096,10096,10096,1,1,0.0,0.0,0.144,0.935,0.8,917,1303,153,0,120.05,0.002,0.004,0.016,119.984,0.001,0.0
area-29-n43,43,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,6,,0,1,0,False,0.0,27.6,1,,,,,1,1,per-start,94,1,0,0,0,1069,1.0,1.0,0,6229,6229,6229,5,2,0.0,0.0,0.172,0.577,0.478,681,789,280,2040,94.02,0.001,0.002,0.008,93.982,0.0,0.0
area-29-n43,43,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,6,,0,1,0,False,0.0,27.6,1,,,,,2,1,per-start,94,1,0,0,0,1069,1.0,1.0,0,6229,6229,6229,3,2,0.0,0.0,0.172,0.577,0.478,681,789,280,2040,94.02,0.001,0.002,0.008,93.983,0.001,0.0
area-29-n43,43,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,6,,0,0,0,False,0.0,27.6,1,,,,,3,1,per-start,94,1,0,0,0,999,1.0,1.0,0,6159,6159,6159,4,2,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.03,0.001,0.002,0.007,93.991,0.001,0.0
reference-n1607,1607,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,36,,0,1,0,False,0.0,44.1,1,,,,,1,1,per-start,120,25,0,0,0,58666,0.824,0.831,542,8876,10166,10766,39,31,0.395,113.64,0.233,0.931,0.714,31610,30823,27843,11400,123.05,0.672,1.776,3.113,116.891,0.01,0.0
reference-n1607,1607,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,36,,0,1,0,False,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,0,60609,0.846,0.852,580,9088,10353,10748,76,41,0.414,92.88,0.239,0.939,0.714,33553,30823,29786,9360,122.95,0.724,1.803,2.937,117.067,0.007,0.0
reference-n1607,1607,exemptions,exempt-upper,spatial_term,exempt-upper,10000,midpoint,0,3,10000,,36,,0,1,0,False,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,0,57594,0.846,0.863,498,9089,10033,10743,46,31,0.49,109.16,0.23,0.927,0.714,30538,30823,26771,9360,122.78,0.665,1.711,2.882,117.12,0.006,0.0
battery-n50,50,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,7,1,0,1,0,False,0.0,112.6,1,,,,,1,1,per-start,105,1,0,0,0,3333,1.0,1.0,0,9333,9333,9333,3,1,0.0,0.0,0.357,0.864,0.556,1266,2746,587,1200,105.1,0.002,0.006,0.01,104.99,0.001,0.0
battery-n50,50,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,7,1,0,1,0,False,0.0,112.6,1,,,,,2,1,per-start,105,1,0,0,0,3333,1.0,1.0,0,9333,9333,9333,3,1,0.0,0.0,0.357,0.864,0.556,1266,2746,587,1200,105.03,0.001,0.003,0.01,104.988,0.0,0.0
battery-n50,50,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,7,1,0,1,0,False,0.0,112.6,1,,,,,3,1,per-start,105,1,0,0,0,3333,1.0,1.0,0,9333,9333,9333,3,1,0.0,0.0,0.357,0.864,0.556,1266,2746,587,1200,105.03,0.001,0.003,0.009,104.991,0.001,0.0
battery-n100,100,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,8,1,0,0,0,False,0.0,67.3,1,,,,,1,1,per-start,120,2,0,0,0,3948,0.651,1.0,1685,6289,7974,9659,3,3,0.03,5.0,0.248,0.738,0.556,1488,2601,1347,2400,120.13,0.003,0.007,0.021,119.996,0.0,0.0
battery-n100,100,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,8,1,0,2,0,False,0.0,67.3,1,,,,,2,1,per-start,120,2,0,0,0,3811,0.835,1.0,710,7196,7906,8615,3,3,0.049,5.0,0.241,0.732,0.556,1351,2601,1210,2400,120.08,0.003,0.007,0.021,119.989,0.002,0.0
battery-n100,100,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,8,1,0,1,0,False,0.0,67.3,1,,,,,3,1,per-start,120,2,0,0,0,3994,0.975,1.0,102,7895,7997,8099,3,4,0.017,3.0,0.25,0.74,0.556,1534,2601,1393,2400,120.05,0.004,0.008,0.022,119.977,0.001,0.0
battery-n200,200,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,9,1,0,2,0,False,0.0,59.0,1,,,,,1,1,per-start,120,4,0,0,0,7562,0.903,0.927,300,7544,7830,8359,15,9,0.191,21.5,0.24,0.731,0.556,4084,4541,3021,4800,120.1,0.009,0.026,0.061,119.938,0.002,0.0
battery-n200,200,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,9,1,0,2,0,False,0.0,59.0,1,,,,,2,1,per-start,120,4,0,0,0,7771,0.873,0.897,456,7395,7953,8470,14,14,0.238,29.75,0.245,0.736,0.556,4293,4541,3230,4800,120.1,0.011,0.028,0.065,119.936,0.001,0.0
battery-n200,200,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,9,1,0,2,0,False,0.0,59.0,1,,,,,3,1,per-start,120,4,0,0,0,7643,0.894,0.911,398,7445,7936,8326,13,12,0.217,15.0,0.242,0.732,0.556,4165,4541,3102,4801,120.12,0.01,0.026,0.063,119.948,0.002,0.0
battery-n400,400,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,13,1,0,1,0,False,0.0,46.7,1,,,,,1,1,per-start,120,7,0,0,0,12739,0.781,0.791,736,8102,8323,10373,16,14,0.17,14.71,0.21,0.803,0.635,7221,7314,5425,2880,120.27,0.043,0.116,0.226,119.773,0.002,0.0
battery-n400,400,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,13,1,0,1,0,False,0.0,46.7,1,,,,,2,1,per-start,120,7,0,0,0,13073,0.879,0.898,343,8319,8628,9463,11,16,0.527,64.14,0.214,0.808,0.635,7555,7314,5759,2641,120.3,0.038,0.104,0.197,119.803,0.003,0.0
battery-n400,400,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,13,1,0,0,0,False,0.0,46.7,1,,,,,3,1,per-start,120,8,0,0,0,11863,0.701,0.794,761,6130,7330,8746,20,19,0.398,33.62,0.198,0.693,0.556,6360,7178,4685,9600,120.3,0.046,0.106,0.203,119.821,0.004,0.0
battery-n800,800,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,20,1,0,0,0,False,0.0,35.4,1,,,,,1,1,per-start,120,14,0,0,0,25930,0.649,0.743,798,6526,8889,10058,28,33,0.634,119.5,0.213,0.806,0.635,16990,12208,13722,7320,120.91,0.164,0.447,0.769,119.235,0.006,0.0
battery-n800,800,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,20,1,0,0,0,False,0.0,35.4,1,,,,,2,1,per-start,120,14,0,0,0,26511,0.676,0.743,826,6793,8788,10042,65,34,0.689,129.86,0.216,0.81,0.635,17571,12208,14303,8880,120.84,0.172,0.428,0.761,119.242,0.006,0.0
battery-n800,800,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,20,1,0,0,0,False,0.0,35.4,1,,,,,3,1,per-start,120,13,0,0,0,22234,0.746,0.748,810,7864,8909,10540,49,30,0.389,75.38,0.188,0.842,0.684,13283,12300,9934,3240,120.88,0.186,0.429,0.76,119.242,0.003,0.0
battery-n1000,1000,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,24,1,0,2,0,False,0.0,34.7,1,,,,,1,1,per-start,120,15,0,0,0,27433,0.835,0.839,624,8937,9919,10698,62,46,0.552,126.73,0.186,0.91,0.741,16481,15438,11995,1080,121.22,0.234,0.668,1.095,118.908,0.008,0.0
battery-n1000,1000,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,24,1,0,2,0,False,0.0,34.7,1,,,,,2,1,per-start,120,15,0,0,0,26219,0.838,0.844,662,8979,9460,10711,67,45,0.486,91.93,0.179,0.903,0.741,15267,15438,10781,1680,121.29,0.311,0.699,1.153,118.849,0.006,0.0
battery-n1000,1000,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,24,1,0,0,0,False,0.0,34.7,1,,,,,3,1,per-start,120,16,0,0,0,29425,0.464,0.821,1293,4946,9461,10669,41,36,0.655,96.5,0.197,0.865,0.694,18484,15350,14075,7440,121.22,0.274,0.667,1.125,118.877,0.004,0.0
battery-sparse-n250,250,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,11,1,0,0,0,False,0.0,85.8,1,,,,,1,1,per-start,120,6,0,0,0,14930,0.357,0.74,2026,3440,7883,9649,8,5,0.22,11.83,0.332,0.694,0.463,6554,10927,4003,13200,120.13,0.015,0.041,0.088,119.912,0.001,0.0
battery-sparse-n250,250,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,11,1,0,0,0,False,0.0,85.8,1,,,,,2,1,per-start,120,6,0,0,0,14900,0.883,0.896,306,7151,7432,8096,8,5,0.245,11.67,0.332,0.693,0.463,6524,10927,3973,13200,120.12,0.015,0.043,0.086,119.896,0.003,0.0
battery-sparse-n250,250,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,11,1,0,0,0,False,0.0,85.8,1,,,,,3,1,per-start,120,6,0,0,0,14467,0.801,0.856,552,6598,7383,8233,6,4,0.249,4.5,0.325,0.686,0.463,6091,10927,3540,13200,120.12,0.018,0.04,0.085,119.913,0.001,0.0
battery-sparse-n500,500,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,15,1,0,0,0,False,0.0,56.9,1,,,,,1,1,per-start,120,10,0,0,0,19511,0.773,0.776,633,7382,7648,9548,19,6,0.442,40.8,0.245,0.736,0.556,10088,13285,6226,12361,120.35,0.057,0.167,0.305,119.695,0.002,0.0
