target,n_trees,strategy,service_time_min,t_max_h,seed,time_limit_sec,k,balance,total_travel_time_sec,route_time_mean_sec,route_time_std_sec,routes_over_t_max,dropped_trees,sum_max_radius_m,interleave_total,interleave_per_route,worst_pair_iou,cost_matrix.total,cost_matrix.cache_lookup,cost_matrix.osrm_fetch,cost_matrix.chunk_assembly,model_build.total,solve.total,solve.first_solution,solve.metaheuristic,solution_extraction.total,metrics.total,pipeline_total
Profiling RP2 - legacy completo (ambas fuentes),1607,global,2.0,3.0,42,60,24,0.8667996638127696,61560,10600,297,3,0,22165,3891,162.12,0.45,0.596,0.596,0.0,0.0,0.005,60.002,1.395,58.607,0.006,0.017,60.626
Profiling RP2 - legacy completo (ambas fuentes),1607,global,2.0,3.0,43,60,24,0.8666913363245293,61502,10597,299,2,0,22145,3872,161.33,0.46,0.582,0.582,0.0,0.0,0.003,60.002,1.352,58.65,0.006,0.017,60.61
Profiling RP2 - legacy completo (ambas fuentes),1607,global,2.0,3.0,44,60,24,0.8666913363245293,61502,10597,299,2,0,22145,3872,161.33,0.46,0.565,0.565,0.0,0.0,0.003,60.002,1.37,58.631,0.006,0.017,60.592
