instance,n,strategy,seed,k,drops,travel_sec,balance,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,route_time_mean_sec,route_time_std_sec,routes_over_t_max
area-29-n43,43,spatial_term,42,1,0,959.0000000000001,1.0,5,0.0,0.0,0.157,0.567,6119,0,0
area-29-n43,43,spatial_term,43,1,0,955.3000000000001,1.0,7,0.0,0.0,0.156,0.566,6116,0,0
area-29-n43,43,spatial_term,44,1,0,1038.5000000000002,1.0,5,0.0,0.0,0.168,0.574,6199,0,0
