target,n_trees,strategy,service_time_min,t_max_h,seed,time_limit_sec,k,balance,total_travel_time_sec,route_time_mean_sec,route_time_std_sec,routes_over_t_max,dropped_trees,sum_max_radius_m,interleave_total,interleave_per_route,worst_pair_iou,cost_matrix.total,cost_matrix.cache_lookup,cost_matrix.osrm_fetch,cost_matrix.chunk_assembly,model_build.total,solve.total,solve.first_solution,solve.metaheuristic,solution_extraction.total,metrics.total,pipeline_total
Profiling RP2 - legacy completo (ambas fuentes),1607,cluster_first,2.0,3.0,42,120,34,0.6975521587452749,69813,7683,771,0,12,9714,680,20.0,0.48,0.733,0.733,0.0,0.0,0.012,120.014,0.193,119.821,0.009,0.022,120.79
Profiling RP2 - legacy completo (ambas fuentes),1607,cluster_first,2.0,3.0,43,120,34,0.6975521587452749,69813,7683,771,0,12,9714,680,20.0,0.48,0.841,0.841,0.0,0.0,0.009,120.015,0.195,119.821,0.008,0.02,120.894
Profiling RP2 - legacy completo (ambas fuentes),1607,cluster_first,2.0,3.0,44,120,34,0.6975521587452749,69813,7683,771,0,12,9714,680,20.0,0.48,0.631,0.631,0.0,0.0,0.008,120.011,0.188,119.822,0.007,0.019,120.675
