instance,n,axis,cell,strategy,balance_arm,span_coef,post_resequence,arc_lambda,arc_tau,seed,k,drops,travel_sec,balance,sigma_t_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n1000,1000,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,34.7,1,15,0,28670,0.842,633,5,0.355,66.53,0.193,0.918,0.741,17718,1800,121.15,0.246,0.643,1.134,118.863,0.005
battery-n1000,1000,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,34.7,2,15,0,28670,0.842,633,5,0.355,66.53,0.193,0.918,0.741,17718,1800,121.15,0.251,0.639,1.12,118.882,0.005
battery-n1000,1000,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,34.7,3,15,0,28670,0.842,633,5,0.355,66.53,0.193,0.918,0.741,17718,1800,121.14,0.261,0.641,1.125,118.887,0.004
battery-n1000,1000,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,34.7,1,15,0,25714,0.833,619,49,0.36,66.53,0.176,0.9,0.741,14762,1800,121.19,0.224,0.641,1.132,118.871,0.006
battery-n1000,1000,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,34.7,2,15,0,25714,0.833,619,49,0.36,66.53,0.176,0.9,0.741,14762,1800,121.24,0.26,0.651,1.135,118.867,0.004
battery-n1000,1000,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,34.7,3,15,0,25714,0.833,619,49,0.36,66.53,0.176,0.9,0.741,14762,1800,121.14,0.237,0.654,1.107,118.895,0.004
battery-sparse-n250,250,config,actual,spatial_term,actual,0,False,0.0,85.8,1,5,0,15734,0.946,221,2,0.129,37.4,0.344,0.847,0.556,7324,6000,120.18,0.017,0.047,0.091,119.909,0.001
battery-sparse-n250,250,config,actual,spatial_term,actual,0,False,0.0,85.8,2,5,0,15734,0.946,221,2,0.129,37.4,0.344,0.847,0.556,7324,6000,120.12,0.016,0.039,0.084,119.916,0.001
battery-sparse-n250,250,config,actual,spatial_term,actual,0,False,0.0,85.8,3,5,0,15734,0.946,221,2,0.129,37.4,0.344,0.847,0.556,7324,6000,120.2,0.016,0.039,0.084,119.999,0.001
battery-sparse-n250,250,config,actual+reseq,spatial_term,actual,0,True,0.0,85.8,1,5,0,15682,0.941,230,3,0.13,37.4,0.343,0.846,0.556,7272,6000,120.16,0.015,0.043,0.093,119.908,0.001
battery-sparse-n250,250,config,actual+reseq,spatial_term,actual,0,True,0.0,85.8,2,5,0,15682,0.941,230,3,0.13,37.4,0.343,0.846,0.556,7272,6000,120.12,0.015,0.042,0.086,119.918,0.001
battery-sparse-n250,250,config,actual+reseq,spatial_term,actual,0,True,0.0,85.8,3,5,0,15682,0.941,230,3,0.13,37.4,0.343,0.846,0.556,7272,6000,120.12,0.015,0.04,0.087,119.917,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,85.8,1,5,0,17231,0.905,417,2,0.202,11.4,0.365,0.875,0.556,8821,6001,120.18,0.015,0.043,0.087,119.914,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,85.8,2,5,0,17231,0.905,417,2,0.202,11.4,0.365,0.875,0.556,8821,6001,120.12,0.015,0.039,0.084,119.918,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,85.8,3,5,0,17231,0.905,417,2,0.202,11.4,0.365,0.875,0.556,8821,6001,120.12,0.015,0.04,0.083,119.918,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,85.8,1,5,0,16054,0.886,487,6,0.2,11.4,0.349,0.853,0.556,7644,6000,120.17,0.017,0.043,0.091,119.911,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,85.8,2,5,0,16054,0.886,487,6,0.2,11.4,0.349,0.853,0.556,7644,6000,120.12,0.016,0.039,0.086,119.908,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,85.8,3,5,0,16054,0.886,487,6,0.2,11.4,0.349,0.853,0.556,7644,6000,120.12,0.017,0.04,0.083,119.918,0.001
battery-sparse-n500,500,config,actual,spatial_term,actual,0,False,0.0,56.9,1,9,0,23083,0.844,572,13,0.587,76.89,0.278,0.855,0.617,13641,5640,120.4,0.059,0.173,0.309,119.693,0.002
battery-sparse-n500,500,config,actual,spatial_term,actual,0,False,0.0,56.9,2,9,0,22983,0.829,587,12,0.587,76.89,0.277,0.854,0.617,13541,5640,120.34,0.057,0.158,0.297,119.704,0.003
battery-sparse-n500,500,config,actual,spatial_term,actual,0,False,0.0,56.9,3,9,0,22983,0.829,587,12,0.587,76.89,0.277,0.854,0.617,13541,5640,120.33,0.057,0.162,0.297,119.706,0.002
battery-sparse-n500,500,config,actual+reseq,spatial_term,actual,0,True,0.0,56.9,1,9,0,22095,0.814,647,17,0.59,76.89,0.269,0.845,0.617,12653,5640,120.4,0.058,0.165,0.304,119.698,0.003
battery-sparse-n500,500,config,actual+reseq,spatial_term,actual,0,True,0.0,56.9,2,9,0,22095,0.814,647,17,0.59,76.89,0.269,0.845,0.617,12653,5640,120.35,0.058,0.17,0.299,119.703,0.002
battery-sparse-n500,500,config,actual+reseq,spatial_term,actual,0,True,0.0,56.9,3,9,0,22095,0.814,647,17,0.59,76.89,0.269,0.845,0.617,12653,5640,120.32,0.056,0.16,0.295,119.695,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,56.9,1,8,0,20950,0.851,513,4,0.144,23.25,0.259,0.937,0.694,11488,1320,120.38,0.063,0.162,0.303,119.678,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,56.9,2,8,0,20950,0.851,513,4,0.144,23.25,0.259,0.937,0.694,11488,1320,120.34,0.065,0.159,0.298,119.703,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,False,0.0,56.9,3,8,0,20950,0.851,513,4,0.144,23.25,0.259,0.937,0.694,11488,1320,120.35,0.061,0.16,0.299,119.703,0.003
battery-sparse-n500,500,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,56.9,1,8,0,19604,0.854,454,19,0.14,25.0,0.246,0.921,0.694,10142,1200,120.4,0.062,0.165,0.315,119.686,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,56.9,2,8,0,19644,0.854,471,20,0.14,23.25,0.247,0.922,0.694,10182,1320,120.35,0.056,0.167,0.315,119.687,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000+reseq,spatial_term,upper-tmax-tmin9000,0,True,0.0,56.9,3,8,0,19644,0.854,471,20,0.14,23.25,0.247,0.922,0.694,10182,1320,120.35,0.056,0.163,0.303,119.698,0.003
area-29-n43,43,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,27.6,1,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.06,0.001,0.006,0.01,93.99,0.0
area-29-n43,43,config,arc-convex-l1,spatial_term,actual,0,False,1.0,27.6,1,1,0,2025,1.0,0,11,0.0,0.0,0.282,0.665,0.478,1637,2040,94.06,0.001,0.004,0.008,93.99,0.0
battery-n50,50,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,112.6,1,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.07,0.001,0.004,0.009,105.002,0.0
battery-n50,50,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,112.6,2,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.008,104.991,0.0
battery-n50,50,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,112.6,3,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.008,104.992,0.0
battery-n100,100,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,67.3,1,2,0,4173,0.66,1654,0,0.03,5.0,0.258,0.749,0.556,1713,2400,120.04,0.003,0.007,0.021,119.979,0.0
battery-n100,100,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,67.3,2,2,0,4173,0.66,1654,0,0.03,5.0,0.258,0.749,0.556,1713,2400,120.06,0.003,0.007,0.02,119.98,0.0
battery-n100,100,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,67.3,3,2,0,4173,0.66,1654,0,0.03,5.0,0.258,0.749,0.556,1713,2400,120.04,0.003,0.007,0.022,119.977,0.0
battery-n200,200,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,59.0,1,4,0,8311,0.597,1724,4,0.055,7.25,0.257,0.748,0.556,4833,6120,120.09,0.01,0.026,0.061,119.94,0.001
battery-n200,200,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,59.0,2,4,0,8311,0.597,1724,4,0.055,7.25,0.257,0.748,0.556,4833,6120,120.09,0.011,0.025,0.06,119.941,0.001
battery-n200,200,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,59.0,3,4,0,8311,0.597,1724,4,0.055,7.25,0.257,0.748,0.556,4833,6120,120.14,0.011,0.027,0.064,119.975,0.001
battery-n400,400,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,46.7,1,6,0,12984,0.82,725,2,0.418,37.0,0.213,0.941,0.741,7452,960,120.25,0.043,0.102,0.216,119.787,0.002
battery-n400,400,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,46.7,2,6,0,12984,0.82,725,2,0.418,37.0,0.213,0.941,0.741,7452,960,120.3,0.041,0.101,0.2,119.801,0.003
battery-n400,400,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,46.7,3,6,0,12984,0.82,725,2,0.418,37.0,0.213,0.941,0.741,7452,960,120.25,0.047,0.104,0.211,119.791,0.002
battery-n800,800,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,35.4,1,12,0,21382,0.749,887,5,0.339,37.67,0.182,0.906,0.741,12419,960,120.76,0.169,0.404,0.752,119.251,0.003
battery-n800,800,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,35.4,2,12,0,21382,0.749,887,5,0.339,37.67,0.182,0.906,0.741,12419,960,120.74,0.159,0.406,0.73,119.272,0.003
battery-n800,800,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,35.4,3,12,0,21382,0.749,887,5,0.339,37.67,0.182,0.906,0.741,12419,960,120.75,0.159,0.404,0.735,119.268,0.003
battery-n1000,1000,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,34.7,1,14,0,28305,0.948,176,10,0.66,86.64,0.191,0.981,0.794,17342,0,121.12,0.248,0.637,1.105,118.899,0.004
battery-n1000,1000,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,34.7,2,15,0,26531,0.59,1381,8,0.474,43.93,0.181,0.905,0.741,15579,3960,121.36,0.249,0.634,1.135,119.128,0.004
battery-n1000,1000,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,34.7,3,14,0,28305,0.948,176,10,0.66,86.64,0.191,0.981,0.794,17342,0,121.12,0.246,0.639,1.102,118.903,0.004
battery-sparse-n250,250,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,85.8,1,5,0,14889,0.639,1346,2,0.06,4.2,0.332,0.831,0.556,6479,6001,120.12,0.015,0.048,0.085,119.915,0.001
battery-sparse-n250,250,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,85.8,2,5,0,14889,0.639,1346,2,0.06,4.2,0.332,0.831,0.556,6479,6001,120.11,0.016,0.04,0.086,119.915,0.001
battery-sparse-n250,250,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,85.8,3,5,0,14889,0.639,1346,2,0.06,4.2,0.332,0.831,0.556,6479,6001,120.11,0.015,0.039,0.084,119.918,0.001
battery-sparse-n500,500,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,56.9,1,8,0,20935,0.812,611,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.38,0.061,0.194,0.297,119.704,0.002
battery-sparse-n500,500,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,56.9,2,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.36,0.061,0.166,0.308,119.695,0.004
battery-sparse-n500,500,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,56.9,3,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.34,0.069,0.159,0.302,119.7,0.002
area-26-n157,157,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,48.1,1,3,0,4355,0.754,1049,0,0.305,14.0,0.188,0.716,0.581,1972,2760,120.07,0.007,0.016,0.042,119.93,0.001
area-26-n157,157,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,48.1,2,3,0,4355,0.754,1049,0,0.305,14.0,0.188,0.716,0.581,1972,2760,120.06,0.006,0.016,0.042,119.958,0.001
area-26-n157,157,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,48.1,3,3,0,4355,0.754,1049,0,0.305,14.0,0.188,0.716,0.581,1972,2760,120.06,0.006,0.016,0.042,119.958,0.001
area-27-n72,72,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,29.8,1,1,0,1504,1.0,0,0,0.0,0.0,0.148,0.939,0.8,965,0,120.03,0.002,0.004,0.015,119.985,0.0
area-27-n72,72,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,29.8,2,1,0,1504,1.0,0,0,0.0,0.0,0.148,0.939,0.8,965,0,120.04,0.002,0.004,0.014,119.986,0.001
area-27-n72,72,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,29.8,3,1,0,1504,1.0,0,0,0.0,0.0,0.148,0.939,0.8,965,0,120.03,0.002,0.005,0.016,119.984,0.0
area-29-n43,43,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,27.6,2,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.994,0.0
area-29-n43,43,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,27.6,3,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.006,93.994,0.0
reference-n1607,1607,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,44.1,1,25,0,60356,0.788,630,11,0.551,67.28,0.238,0.938,0.714,33300,7560,122.68,0.637,1.663,2.721,117.296,0.006
reference-n1607,1607,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,44.1,2,25,0,60409,0.791,544,7,0.392,68.88,0.239,0.938,0.714,33353,7200,122.72,0.644,1.655,2.769,117.259,0.009
reference-n1607,1607,config,feasible-floor-b085,spatial_term,feasible-floor-b085,0,False,0.0,44.1,3,25,0,60338,0.788,653,12,0.551,67.28,0.238,0.938,0.714,33282,7560,122.77,0.671,1.685,2.725,117.279,0.006
battery-n50,50,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,112.6,1,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.07,0.001,0.005,0.01,104.991,0.001
battery-n50,50,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,112.6,2,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.03,0.001,0.002,0.009,104.992,0.001
battery-n50,50,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,112.6,3,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.003,0.009,104.991,0.0
battery-n100,100,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,67.3,1,2,0,4256,0.652,1713,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.05,0.003,0.007,0.022,119.979,0.001
battery-n100,100,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,67.3,2,2,0,4256,0.652,1713,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.09,0.003,0.008,0.021,119.98,0.0
battery-n100,100,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,67.3,3,2,0,4256,0.652,1713,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.05,0.003,0.007,0.021,119.98,0.001
battery-n200,200,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,59.0,1,4,0,7740,0.748,894,5,0.024,1.25,0.244,0.735,0.556,4262,4800,120.1,0.011,0.026,0.063,119.948,0.001
battery-n200,200,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,59.0,2,4,0,8041,0.694,1060,5,0.086,6.75,0.251,0.742,0.556,4563,4800,120.11,0.011,0.026,0.062,119.94,0.002
battery-n200,200,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,59.0,3,4,0,8041,0.694,1060,5,0.086,6.75,0.251,0.742,0.556,4563,4800,120.09,0.013,0.026,0.063,119.939,0.001
battery-n400,400,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,46.7,1,6,0,13040,0.826,663,6,0.649,34.67,0.214,0.942,0.741,7508,961,120.26,0.041,0.109,0.204,119.798,0.003
battery-n400,400,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,46.7,2,6,0,13040,0.826,663,6,0.649,34.67,0.214,0.942,0.741,7508,961,120.29,0.041,0.103,0.203,119.798,0.002
battery-n400,400,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,46.7,3,6,0,13040,0.826,663,6,0.649,34.67,0.214,0.942,0.741,7508,961,120.31,0.039,0.104,0.212,119.79,0.003
battery-n800,800,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,35.4,1,12,0,22736,0.595,1133,6,0.476,51.25,0.191,0.916,0.741,13773,3360,120.93,0.223,0.419,0.783,119.22,0.005
battery-n800,800,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,35.4,2,12,0,22736,0.595,1133,6,0.476,51.25,0.191,0.916,0.741,13773,3360,120.81,0.191,0.411,0.729,119.274,0.005
battery-n800,800,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,35.4,3,12,0,22736,0.595,1133,6,0.476,51.25,0.191,0.916,0.741,13773,3360,120.84,0.173,0.421,0.746,119.214,0.009
battery-n1000,1000,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,34.7,1,15,0,29276,0.657,940,3,0.532,71.93,0.196,0.922,0.741,18324,3120,121.21,0.245,0.707,1.151,118.863,0.005
battery-n1000,1000,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,34.7,2,15,0,29276,0.657,940,3,0.532,71.93,0.196,0.922,0.741,18324,3120,121.14,0.253,0.673,1.202,118.801,0.004
battery-n1000,1000,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,34.7,3,15,0,29276,0.657,940,3,0.532,71.93,0.196,0.922,0.741,18324,3120,121.16,0.247,0.64,1.099,118.904,0.006
battery-sparse-n250,250,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,85.8,1,5,0,15330,0.617,1571,2,0.232,13.2,0.338,0.839,0.556,6920,6000,120.12,0.016,0.045,0.091,119.909,0.001
battery-sparse-n250,250,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,85.8,2,5,0,15330,0.617,1571,2,0.232,13.2,0.338,0.839,0.556,6920,6000,120.11,0.016,0.04,0.086,119.913,0.001
battery-sparse-n250,250,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,85.8,3,5,0,15330,0.617,1571,2,0.232,13.2,0.338,0.839,0.556,6920,6000,120.12,0.016,0.04,0.085,119.915,0.001
battery-sparse-n500,500,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,56.9,1,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.37,0.06,0.161,0.321,119.68,0.008
battery-sparse-n500,500,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,56.9,2,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.32,0.072,0.165,0.317,119.656,0.002
battery-sparse-n500,500,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,56.9,3,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.37,0.06,0.161,0.303,119.697,0.002
area-26-n157,157,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,48.1,1,3,0,4520,0.821,632,0,0.048,4.0,0.193,0.721,0.581,2137,2760,120.07,0.006,0.016,0.044,119.955,0.001
area-26-n157,157,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,48.1,2,3,0,4520,0.821,632,0,0.048,4.0,0.193,0.721,0.581,2137,2760,120.06,0.007,0.016,0.043,119.957,0.001
area-26-n157,157,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,48.1,3,3,0,4520,0.821,632,0,0.048,4.0,0.193,0.721,0.581,2137,2760,120.06,0.006,0.019,0.043,119.957,0.001
area-27-n72,72,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,29.8,1,1,0,1502,1.0,0,0,0.0,0.0,0.148,0.939,0.8,963,0,120.03,0.002,0.004,0.015,119.985,0.0
area-27-n72,72,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,29.8,2,1,0,1502,1.0,0,0,0.0,0.0,0.148,0.939,0.8,963,0,120.03,0.002,0.004,0.014,119.985,0.0
area-27-n72,72,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,29.8,3,1,0,1502,1.0,0,0,0.0,0.0,0.148,0.939,0.8,963,0,120.01,0.002,0.004,0.014,119.974,0.0
area-29-n43,43,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,27.6,1,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.01,0.001,0.001,0.006,93.985,0.0
area-29-n43,43,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,27.6,2,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.991,0.0
area-29-n43,43,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,27.6,3,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.993,0.0
reference-n1607,1607,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,44.1,1,25,0,60141,0.791,615,12,0.524,66.12,0.238,0.937,0.714,33085,7440,122.71,0.655,1.686,2.76,117.243,0.006
reference-n1607,1607,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,44.1,2,25,0,60162,0.791,639,11,0.524,66.12,0.238,0.937,0.714,33106,7680,122.7,0.651,1.655,2.691,117.312,0.006
reference-n1607,1607,config,feasible-floor-b090,spatial_term,feasible-floor-b090,0,False,0.0,44.1,3,25,0,60141,0.791,615,12,0.524,66.12,0.238,0.937,0.714,33085,7440,122.64,0.629,1.65,2.737,117.266,0.006
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,112.6,1,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.06,0.001,0.005,0.009,104.99,0.0
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,112.6,2,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.008,104.991,0.0
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,112.6,3,1,0,3419,1.0,0,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.008,104.99,0.0
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,67.3,1,2,0,4256,0.652,1713,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.04,0.003,0.007,0.022,119.978,0.0
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,67.3,2,2,0,4256,0.652,1713,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.06,0.003,0.007,0.02,119.978,0.0
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,67.3,3,2,0,4256,0.652,1713,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.03,0.003,0.007,0.02,119.979,0.0
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,59.0,1,4,0,8274,0.679,1313,4,0.048,3.0,0.256,0.747,0.556,4796,4800,120.08,0.009,0.025,0.059,119.94,0.001
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,59.0,2,4,0,8274,0.679,1313,4,0.048,3.0,0.256,0.747,0.556,4796,4800,120.08,0.009,0.025,0.061,119.939,0.001
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,59.0,3,4,0,8274,0.679,1313,4,0.048,3.0,0.256,0.747,0.556,4796,4800,120.08,0.009,0.027,0.063,119.935,0.001
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,46.7,1,6,0,14358,0.866,507,6,0.194,59.67,0.23,0.962,0.741,8826,120,120.22,0.036,0.101,0.202,119.797,0.002
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,46.7,2,6,0,14358,0.866,507,6,0.194,59.67,0.23,0.962,0.741,8826,120,120.24,0.034,0.101,0.197,119.802,0.002
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,46.7,3,6,0,14358,0.866,507,6,0.194,59.67,0.23,0.962,0.741,8826,120,120.22,0.034,0.102,0.21,119.792,0.002
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,35.4,1,12,0,21665,0.749,890,6,0.288,30.83,0.184,0.908,0.741,12702,720,120.72,0.146,0.406,0.737,119.264,0.003
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,35.4,2,12,0,21665,0.749,890,6,0.288,30.83,0.184,0.908,0.741,12702,720,120.73,0.14,0.41,0.712,119.288,0.003
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,35.4,3,12,0,21665,0.749,890,6,0.288,30.83,0.184,0.908,0.741,12702,720,120.73,0.14,0.408,0.726,119.274,0.003
