target,n_trees,service_time_min,t_max_h,postpass,k,balance,total_travel_time_sec,route_time_mean_sec,route_time_std_sec,routes_over_t_max,dropped_trees,sum_max_radius_m,interleave_total,interleave_per_route,worst_pair_iou
area-26-n157,157,2,3,False,3,0.301,5900,8247,3539,0,0,1919,93,31.0,0.36
