instance,n,k,service_total_sec,nn_mean_sec,nn_lower_bound_sec,msf_k_sec,floor_travel_lb_sec,travel_lb_sec,travel_ub_tmax_sec,feasible,saturation_apriori,relleno_lb_sec
reference-n1607,1607,25,192840,17.1,27056,30823,0,30823,77160,True,0.714,3766
reference-n1607,1607,25,192840,17.1,27056,30823,0,30823,77160,True,0.714,3766
reference-n1607,1607,26,192840,17.1,27039,30719,0,30719,87960,True,0.687,3680
reference-n1607,1607,26,192840,17.1,27039,30719,0,30719,87960,True,0.687,3680
reference-n1607,1607,27,192840,17.1,27022,30616,0,30616,98760,True,0.661,3594
reference-n1607,1607,27,192840,17.1,27022,30616,1560,30616,98760,True,0.661,3594
reference-n1607,1607,28,192840,17.1,27005,30516,0,30516,109560,True,0.638,3510
reference-n1607,1607,28,192840,17.1,27005,30516,8760,30516,109560,True,0.638,3510
reference-n1607,1607,29,192840,17.1,26988,30416,0,30416,120360,True,0.616,3428
reference-n1607,1607,29,192840,17.1,26988,30416,15960,30416,120360,True,0.616,3428
reference-n1607,1607,30,192840,17.1,26971,30318,0,30318,131160,True,0.595,3347
reference-n1607,1607,30,192840,17.1,26971,30318,23160,30318,131160,True,0.595,3347
reference-n1607,1607,31,192840,17.1,26954,30221,0,30221,141960,True,0.576,3267
reference-n1607,1607,31,192840,17.1,26954,30221,30360,30360,141960,True,0.576,3406
reference-n1607,1607,32,192840,17.1,26937,30125,0,30125,152760,True,0.558,3188
reference-n1607,1607,32,192840,17.1,26937,30125,37560,37560,152760,True,0.558,10623
reference-n1607,1607,33,192840,17.1,26920,30030,0,30030,163560,True,0.541,3110
reference-n1607,1607,33,192840,17.1,26920,30030,44760,44760,163560,True,0.541,17840
reference-n1607,1607,34,192840,17.1,26903,29939,0,29939,174360,True,0.525,3037
reference-n1607,1607,34,192840,17.1,26903,29939,51960,51960,174360,True,0.525,25057
reference-n1607,1607,35,192840,17.1,26885,29849,0,29849,185160,True,0.51,2963
reference-n1607,1607,35,192840,17.1,26885,29849,59160,59160,185160,True,0.51,32275
reference-n1607,1607,36,192840,17.1,26868,29758,0,29758,195960,True,0.496,2890
reference-n1607,1607,36,192840,17.1,26868,29758,66360,66360,195960,True,0.496,39492
reference-n1607,1607,37,192840,17.1,26851,29668,0,29668,206760,True,0.483,2816
reference-n1607,1607,37,192840,17.1,26851,29668,73560,73560,206760,True,0.483,46709
reference-n1607,1607,38,192840,17.1,26834,29577,0,29577,217560,True,0.47,2743
reference-n1607,1607,38,192840,17.1,26834,29577,80760,80760,217560,True,0.47,53926
reference-n1607,1607,39,192840,17.1,26817,29488,0,29488,228360,True,0.458,2671
reference-n1607,1607,39,192840,17.1,26817,29488,87960,87960,228360,True,0.458,61143
reference-n1607,1607,40,192840,17.1,26800,29399,0,29399,239160,True,0.446,2599
reference-n1607,1607,40,192840,17.1,26800,29399,95160,95160,239160,True,0.446,68360
