instance,n,axis,cell,strategy,balance_arm,span_coef,seed,k,drops,travel_sec,balance,sigma_t_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n1000,1000,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,2,16,0,28866,0.753,965,63,0.661,109.69,0.194,0.862,0.694,17925,5640,121.18,0.23,0.724,1.086,118.92,0.004
battery-n1000,1000,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,3,16,0,28750,0.751,976,63,0.804,117.12,0.193,0.861,0.694,17809,5280,121.15,0.229,0.679,1.065,118.938,0.004
battery-n1000,1000,config,span-c100,spatial_term,actual,100,1,14,0,24957,0.88,430,49,0.502,105.86,0.172,0.959,0.794,13994,360,121.15,0.231,0.683,1.689,118.299,0.004
battery-n1000,1000,config,span-c100,spatial_term,actual,100,2,14,0,24957,0.88,430,49,0.502,105.86,0.172,0.959,0.794,13994,360,121.18,0.235,0.686,1.614,118.39,0.004
battery-n1000,1000,config,span-c100,spatial_term,actual,100,3,14,0,24957,0.88,430,49,0.502,105.86,0.172,0.959,0.794,13994,360,121.15,0.238,0.68,1.642,118.362,0.004
battery-n1000,1000,algo,global,global,actual,0,1,14,0,23110,0.844,540,52,0.502,73.07,0.161,0.946,0.794,12147,0,120.48,0.23,0.002,0.609,119.393,0.004
battery-n1000,1000,algo,global,global,actual,0,2,14,0,23110,0.844,540,52,0.502,73.07,0.161,0.946,0.794,12147,0,120.48,0.234,0.002,0.588,119.415,0.004
battery-n1000,1000,algo,global,global,actual,0,3,14,0,23110,0.844,540,52,0.502,73.07,0.161,0.946,0.794,12147,0,120.46,0.231,0.002,0.587,119.416,0.004
battery-n1000,1000,algo,greedy,greedy,actual,0,1,14,0,28302,0.863,370,67,0.42,116.5,0.191,0.981,0.794,17339,240,0.09,0.0,0.0,0.0,0.0,0.0
battery-n1000,1000,algo,greedy,greedy,actual,0,2,14,0,28302,0.863,370,67,0.42,116.5,0.191,0.981,0.794,17339,240,0.09,0.0,0.0,0.0,0.0,0.0
battery-n1000,1000,algo,greedy,greedy,actual,0,3,14,0,28302,0.863,370,67,0.42,116.5,0.191,0.981,0.794,17339,240,0.09,0.0,0.0,0.0,0.0,0.0
battery-sparse-n250,250,config,actual,spatial_term,actual,0,1,5,0,15734,0.946,221,2,0.129,37.4,0.344,0.847,0.556,7324,6000,120.15,0.014,0.047,0.087,119.919,0.001
battery-sparse-n250,250,config,actual,spatial_term,actual,0,2,5,0,15734,0.946,221,2,0.129,37.4,0.344,0.847,0.556,7324,6000,120.11,0.014,0.04,0.083,119.919,0.001
battery-sparse-n250,250,config,actual,spatial_term,actual,0,3,5,0,15734,0.946,221,2,0.129,37.4,0.344,0.847,0.556,7324,6000,120.16,0.015,0.04,0.088,119.958,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,1,5,0,17231,0.905,417,2,0.202,11.4,0.365,0.875,0.556,8821,6001,120.12,0.014,0.043,0.085,119.918,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,2,5,0,17231,0.905,417,2,0.202,11.4,0.365,0.875,0.556,8821,6001,120.12,0.014,0.045,0.084,119.918,0.001
battery-sparse-n250,250,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,3,5,0,17231,0.905,417,2,0.202,11.4,0.365,0.875,0.556,8821,6001,120.11,0.014,0.04,0.086,119.916,0.001
battery-sparse-n250,250,config,tmin-scaled,spatial_term,tmin-scaled,0,1,8,0,14727,0.779,413,1,0.209,9.38,0.329,0.517,0.347,6420,27601,120.12,0.014,0.048,0.088,119.913,0.001
battery-sparse-n250,250,config,tmin-scaled,spatial_term,tmin-scaled,0,2,8,0,14727,0.779,413,1,0.209,9.38,0.329,0.517,0.347,6420,27601,120.13,0.014,0.041,0.087,119.914,0.001
battery-sparse-n250,250,config,tmin-scaled,spatial_term,tmin-scaled,0,3,8,0,14727,0.779,413,1,0.209,9.38,0.329,0.517,0.347,6420,27601,120.11,0.014,0.04,0.088,119.913,0.001
battery-sparse-n250,250,config,service-floor,spatial_term,service-floor,0,1,6,0,15249,0.653,1198,1,0.143,7.0,0.337,0.698,0.463,6873,13200,120.12,0.015,0.044,0.083,119.919,0.001
battery-sparse-n250,250,config,service-floor,spatial_term,service-floor,0,2,6,0,15249,0.653,1198,1,0.143,7.0,0.337,0.698,0.463,6873,13200,120.06,0.014,0.04,0.084,119.86,0.001
battery-sparse-n250,250,config,service-floor,spatial_term,service-floor,0,3,6,0,15249,0.653,1198,1,0.143,7.0,0.337,0.698,0.463,6873,13200,120.11,0.016,0.04,0.085,119.914,0.001
battery-sparse-n250,250,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,1,8,0,14727,0.847,413,1,0.209,9.38,0.329,0.517,0.347,6420,27601,120.11,0.014,0.044,0.086,119.913,0.001
battery-sparse-n250,250,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,2,8,0,14727,0.847,413,1,0.209,9.38,0.329,0.517,0.347,6420,27601,120.11,0.015,0.04,0.085,119.917,0.001
battery-sparse-n250,250,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,3,8,0,14727,0.847,413,1,0.209,9.38,0.329,0.517,0.347,6420,27601,120.11,0.014,0.04,0.088,119.912,0.001
battery-sparse-n250,250,config,span-c100,spatial_term,actual,100,1,5,0,15070,0.98,68,2,0.406,23.8,0.334,0.835,0.556,6660,6000,120.15,0.014,0.046,0.112,119.889,0.001
battery-sparse-n250,250,config,span-c100,spatial_term,actual,100,2,5,0,15070,0.98,68,2,0.406,23.8,0.334,0.835,0.556,6660,6000,120.11,0.014,0.041,0.113,119.888,0.001
battery-sparse-n250,250,config,span-c100,spatial_term,actual,100,3,5,0,15070,0.98,68,2,0.406,23.8,0.334,0.835,0.556,6660,6000,120.11,0.015,0.041,0.118,119.883,0.001
battery-sparse-n250,250,algo,global,global,actual,0,1,5,0,14938,0.987,48,17,0.172,6.6,0.332,0.832,0.556,6528,6000,120.06,0.014,0.001,0.046,119.943,0.001
battery-sparse-n250,250,algo,global,global,actual,0,2,5,0,15088,0.976,74,17,0.163,18.0,0.335,0.835,0.556,6678,6000,120.07,0.014,0.001,0.046,119.953,0.001
battery-sparse-n250,250,algo,global,global,actual,0,3,5,0,14977,0.988,40,15,0.17,8.0,0.333,0.833,0.556,6567,6000,120.07,0.014,0.001,0.046,119.954,0.001
battery-sparse-n250,250,algo,greedy,greedy,actual,0,1,5,0,18489,0.572,1782,25,0.36,42.6,0.381,0.898,0.556,10079,6840,0.02,0.0,0.0,0.0,0.0,0.0
battery-sparse-n250,250,algo,greedy,greedy,actual,0,2,5,0,18489,0.572,1782,25,0.36,42.6,0.381,0.898,0.556,10079,6840,0.02,0.0,0.0,0.0,0.0,0.0
battery-sparse-n250,250,algo,greedy,greedy,actual,0,3,5,0,18489,0.572,1782,25,0.36,42.6,0.381,0.898,0.556,10079,6840,0.02,0.0,0.0,0.0,0.0,0.0
battery-sparse-n500,500,config,actual,spatial_term,actual,0,1,9,0,22943,0.836,588,13,0.576,73.67,0.277,0.853,0.617,13501,5761,120.36,0.057,0.17,0.31,119.692,0.002
battery-sparse-n500,500,config,actual,spatial_term,actual,0,2,9,0,23210,0.844,565,10,0.576,77.89,0.279,0.856,0.617,13768,5642,120.36,0.057,0.197,0.314,119.686,0.002
battery-sparse-n500,500,config,actual,spatial_term,actual,0,3,9,0,23083,0.844,572,13,0.587,76.89,0.278,0.855,0.617,13641,5640,120.34,0.057,0.167,0.298,119.704,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,1,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.37,0.055,0.185,0.323,119.678,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,2,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.36,0.055,0.197,0.313,119.688,0.002
battery-sparse-n500,500,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,3,8,0,20950,0.851,513,4,0.144,23.25,0.259,0.937,0.694,11488,1320,120.31,0.058,0.164,0.293,119.688,0.002
battery-sparse-n500,500,config,tmin-scaled,spatial_term,tmin-scaled,0,1,12,0,22669,0.815,422,5,0.397,40.17,0.274,0.638,0.463,13284,26400,120.4,0.058,0.218,0.304,119.697,0.002
battery-sparse-n500,500,config,tmin-scaled,spatial_term,tmin-scaled,0,2,12,0,22927,0.775,491,8,0.466,40.67,0.276,0.64,0.463,13542,26400,120.36,0.056,0.192,0.304,119.697,0.002
battery-sparse-n500,500,config,tmin-scaled,spatial_term,tmin-scaled,0,3,12,0,22157,0.826,423,6,0.405,40.33,0.27,0.634,0.463,12772,26400,120.35,0.057,0.166,0.302,119.699,0.002
battery-sparse-n500,500,config,service-floor,spatial_term,service-floor,0,1,10,0,20613,0.807,562,1,0.231,13.5,0.256,0.746,0.556,11190,12000,120.37,0.057,0.201,0.303,119.698,0.002
battery-sparse-n500,500,config,service-floor,spatial_term,service-floor,0,2,10,0,20613,0.807,562,1,0.231,13.5,0.256,0.746,0.556,11190,12000,120.37,0.058,0.205,0.311,119.689,0.002
battery-sparse-n500,500,config,service-floor,spatial_term,service-floor,0,3,10,0,20613,0.807,562,1,0.231,13.5,0.256,0.746,0.556,11190,12000,120.35,0.056,0.165,0.31,119.69,0.002
battery-sparse-n500,500,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,1,12,0,22135,0.825,446,6,0.405,38.25,0.269,0.634,0.463,12750,26400,120.33,0.057,0.169,0.302,119.698,0.002
battery-sparse-n500,500,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,2,12,0,21998,0.841,453,6,0.405,37.92,0.268,0.633,0.463,12613,26400,120.36,0.057,0.17,0.3,119.729,0.002
battery-sparse-n500,500,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,3,12,0,22013,0.841,453,6,0.405,37.92,0.268,0.633,0.463,12628,26400,120.38,0.057,0.2,0.298,119.703,0.002
battery-sparse-n500,500,config,span-c100,spatial_term,actual,100,1,8,0,19755,0.9,307,5,0.449,51.75,0.248,0.923,0.694,10293,601,120.33,0.056,0.166,0.413,119.587,0.002
battery-sparse-n500,500,config,span-c100,spatial_term,actual,100,2,8,0,19755,0.9,307,5,0.449,51.75,0.248,0.923,0.694,10293,601,120.34,0.058,0.168,0.429,119.572,0.002
battery-sparse-n500,500,config,span-c100,spatial_term,actual,100,3,8,0,19755,0.9,307,5,0.449,51.75,0.248,0.923,0.694,10293,601,120.36,0.057,0.168,0.412,119.59,0.002
battery-sparse-n500,500,algo,global,global,actual,0,1,8,0,19230,0.872,428,22,0.264,42.0,0.243,0.917,0.694,9768,960,120.17,0.058,0.001,0.157,119.844,0.002
battery-sparse-n500,500,algo,global,global,actual,0,2,8,0,19266,0.874,426,21,0.264,42.0,0.243,0.917,0.694,9804,960,120.17,0.056,0.001,0.165,119.839,0.002
battery-sparse-n500,500,algo,global,global,actual,0,3,8,0,19230,0.872,428,22,0.264,42.0,0.243,0.917,0.694,9768,960,120.19,0.057,0.001,0.157,119.844,0.002
battery-sparse-n500,500,algo,greedy,greedy,actual,0,1,8,0,23436,0.804,671,35,0.57,62.5,0.281,0.966,0.694,13974,4080,0.04,0.0,0.0,0.0,0.0,0.0
battery-sparse-n500,500,algo,greedy,greedy,actual,0,2,8,0,23436,0.804,671,35,0.57,62.5,0.281,0.966,0.694,13974,4080,0.04,0.0,0.0,0.0,0.0,0.0
battery-sparse-n500,500,algo,greedy,greedy,actual,0,3,8,0,23436,0.804,671,35,0.57,62.5,0.281,0.966,0.694,13974,4080,0.04,0.0,0.0,0.0,0.0,0.0
area-26-n157,157,config,actual,spatial_term,actual,0,1,3,0,4962,0.877,456,0,0.11,4.33,0.208,0.734,0.581,2579,2760,120.11,0.006,0.016,0.042,120.011,0.001
area-26-n157,157,config,actual,spatial_term,actual,0,2,3,0,4962,0.877,456,0,0.11,4.33,0.208,0.734,0.581,2579,2760,120.06,0.006,0.018,0.042,119.96,0.001
area-26-n157,157,config,actual,spatial_term,actual,0,3,3,0,4962,0.877,456,0,0.11,4.33,0.208,0.734,0.581,2579,2760,120.06,0.006,0.019,0.042,119.959,0.001
area-26-n157,157,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,1,3,0,8140,0.995,17,2,0.107,8.0,0.302,0.833,0.581,5757,3000,120.07,0.006,0.018,0.044,119.965,0.001
area-26-n157,157,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,2,3,0,8140,0.995,17,2,0.107,8.0,0.302,0.833,0.581,5757,3000,120.06,0.006,0.018,0.042,119.959,0.001
area-26-n157,157,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,3,3,0,8140,0.995,17,2,0.107,8.0,0.302,0.833,0.581,5757,3000,120.06,0.006,0.019,0.042,119.959,0.001
area-26-n157,157,config,tmin-scaled,spatial_term,tmin-scaled,0,1,4,0,4898,0.815,525,0,0.227,6.0,0.206,0.549,0.436,2530,9960,120.06,0.006,0.019,0.042,119.96,0.001
area-26-n157,157,config,tmin-scaled,spatial_term,tmin-scaled,0,2,4,0,4898,0.815,525,0,0.227,6.0,0.206,0.549,0.436,2530,9960,120.06,0.006,0.019,0.041,119.96,0.001
area-26-n157,157,config,tmin-scaled,spatial_term,tmin-scaled,0,3,4,0,4898,0.815,525,0,0.227,6.0,0.206,0.549,0.436,2530,9960,120.05,0.006,0.018,0.042,119.944,0.001
area-26-n157,157,config,service-floor,spatial_term,service-floor,0,1,3,0,4391,0.834,586,0,0.048,4.0,0.189,0.717,0.581,2008,2760,120.06,0.006,0.017,0.043,119.958,0.001
area-26-n157,157,config,service-floor,spatial_term,service-floor,0,2,3,0,4391,0.834,586,0,0.048,4.0,0.189,0.717,0.581,2008,2760,120.08,0.006,0.019,0.044,119.958,0.001
area-26-n157,157,config,service-floor,spatial_term,service-floor,0,3,3,0,4391,0.834,586,0,0.048,4.0,0.189,0.717,0.581,2008,2760,120.06,0.006,0.016,0.042,119.96,0.001
area-26-n157,157,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,1,4,0,4898,0.857,525,0,0.227,6.0,0.206,0.549,0.436,2530,9960,120.06,0.006,0.016,0.042,119.959,0.001
area-26-n157,157,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,2,4,0,4898,0.857,525,0,0.227,6.0,0.206,0.549,0.436,2530,9960,120.06,0.006,0.016,0.043,119.958,0.001
area-26-n157,157,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,3,4,0,4898,0.857,525,0,0.227,6.0,0.206,0.549,0.436,2530,9960,120.06,0.006,0.017,0.048,119.953,0.001
area-26-n157,157,config,span-c100,spatial_term,actual,100,1,3,0,4614,0.842,640,4,0.133,6.67,0.197,0.724,0.581,2231,3120,120.06,0.006,0.016,0.053,119.948,0.001
area-26-n157,157,config,span-c100,spatial_term,actual,100,2,3,0,4614,0.842,640,4,0.133,6.67,0.197,0.724,0.581,2231,3120,120.08,0.006,0.016,0.053,119.972,0.001
area-26-n157,157,config,span-c100,spatial_term,actual,100,3,3,0,4614,0.842,640,4,0.133,6.67,0.197,0.724,0.581,2231,3120,120.06,0.006,0.016,0.053,119.949,0.001
area-26-n157,157,algo,global,global,actual,0,1,3,0,4642,0.889,384,4,0.036,4.33,0.198,0.725,0.581,2259,2760,120.05,0.006,0.001,0.024,119.978,0.001
area-26-n157,157,algo,global,global,actual,0,2,3,0,4642,0.889,384,4,0.036,4.33,0.198,0.725,0.581,2259,2760,120.04,0.006,0.001,0.024,119.977,0.001
area-26-n157,157,algo,global,global,actual,0,3,3,0,4642,0.889,384,4,0.036,4.33,0.198,0.725,0.581,2259,2760,120.04,0.006,0.001,0.024,119.977,0.001
area-26-n157,157,algo,greedy,greedy,actual,0,1,3,0,5900,0.301,3540,16,0.36,31.0,0.238,0.764,0.581,3517,5880,0.01,0.0,0.0,0.0,0.0,0.0
area-26-n157,157,algo,greedy,greedy,actual,0,2,3,0,5900,0.301,3540,16,0.36,31.0,0.238,0.764,0.581,3517,5880,0.01,0.0,0.0,0.0,0.0,0.0
area-26-n157,157,algo,greedy,greedy,actual,0,3,3,0,5900,0.301,3540,16,0.36,31.0,0.238,0.764,0.581,3517,5880,0.01,0.0,0.0,0.0,0.0,0.0
area-27-n72,72,config,actual,spatial_term,actual,0,1,2,0,5738,1.0,0,6,0.631,25.5,0.399,0.666,0.4,5207,5760,120.03,0.001,0.004,0.014,119.987,0.0
area-27-n72,72,config,actual,spatial_term,actual,0,2,2,0,5738,1.0,0,6,0.631,25.5,0.399,0.666,0.4,5207,5760,120.03,0.002,0.004,0.015,119.987,0.0
area-27-n72,72,config,actual,spatial_term,actual,0,3,2,0,5738,1.0,0,6,0.631,25.5,0.399,0.666,0.4,5207,5760,120.04,0.002,0.004,0.015,119.987,0.0
area-27-n72,72,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,1,2,0,9332,1.0,2,27,0.646,26.0,0.519,0.832,0.4,8801,5760,120.05,0.002,0.004,0.014,120.01,0.0
area-27-n72,72,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,2,2,0,9332,1.0,2,27,0.646,26.0,0.519,0.832,0.4,8801,5760,120.03,0.002,0.004,0.015,119.987,0.0
area-27-n72,72,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,3,2,0,9332,1.0,2,27,0.646,26.0,0.519,0.832,0.4,8801,5760,120.03,0.002,0.004,0.014,119.987,0.0
area-27-n72,72,config,tmin-scaled,spatial_term,tmin-scaled,0,1,2,0,1045,0.794,556,0,0.0,0.0,0.108,0.449,0.4,514,5760,120.03,0.002,0.004,0.015,119.987,0.0
area-27-n72,72,config,tmin-scaled,spatial_term,tmin-scaled,0,2,2,0,1045,0.794,556,0,0.0,0.0,0.108,0.449,0.4,514,5760,120.03,0.002,0.004,0.015,119.987,0.0
area-27-n72,72,config,tmin-scaled,spatial_term,tmin-scaled,0,3,2,0,1045,0.794,556,0,0.0,0.0,0.108,0.449,0.4,514,5760,120.03,0.002,0.005,0.014,119.987,0.0
area-27-n72,72,config,service-floor,spatial_term,service-floor,0,1,2,0,1039,0.793,560,0,0.0,0.0,0.107,0.448,0.4,508,5760,120.03,0.002,0.004,0.014,119.987,0.0
area-27-n72,72,config,service-floor,spatial_term,service-floor,0,2,2,0,1039,0.793,560,0,0.0,0.0,0.107,0.448,0.4,508,5760,120.03,0.002,0.004,0.014,119.989,0.0
area-27-n72,72,config,service-floor,spatial_term,service-floor,0,3,2,0,1039,0.793,560,0,0.0,0.0,0.107,0.448,0.4,508,5760,120.04,0.002,0.004,0.014,119.997,0.0
area-27-n72,72,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,1,2,0,1045,1.0,556,0,0.0,0.0,0.108,0.449,0.4,514,5760,120.03,0.002,0.004,0.014,119.988,0.0
area-27-n72,72,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,2,2,0,1045,1.0,556,0,0.0,0.0,0.108,0.449,0.4,514,5760,120.03,0.002,0.004,0.014,119.989,0.0
area-27-n72,72,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,3,2,0,1045,1.0,556,0,0.0,0.0,0.108,0.449,0.4,514,5760,120.03,0.002,0.004,0.014,119.987,0.0
area-27-n72,72,config,span-c100,spatial_term,actual,100,1,2,0,5738,1.0,1,16,0.379,9.0,0.399,0.666,0.4,5207,5760,120.03,0.002,0.004,0.017,119.985,0.0
area-27-n72,72,config,span-c100,spatial_term,actual,100,2,2,0,5738,1.0,1,16,0.379,9.0,0.399,0.666,0.4,5207,5760,120.03,0.002,0.004,0.017,119.984,0.0
area-27-n72,72,config,span-c100,spatial_term,actual,100,3,2,0,5738,1.0,1,16,0.379,9.0,0.399,0.666,0.4,5207,5760,120.03,0.002,0.004,0.017,119.985,0.0
area-27-n72,72,algo,global,global,actual,0,1,2,0,5738,0.999,3,27,0.373,8.5,0.399,0.665,0.4,5207,5760,120.03,0.002,0.0,0.009,119.996,0.0
area-27-n72,72,algo,global,global,actual,0,2,2,0,5738,0.999,3,27,0.373,8.5,0.399,0.665,0.4,5207,5760,120.02,0.002,0.0,0.009,119.985,0.0
area-27-n72,72,algo,global,global,actual,0,3,2,0,5738,0.999,3,27,0.373,8.5,0.399,0.665,0.4,5207,5760,120.02,0.002,0.0,0.009,119.993,0.0
area-27-n72,72,algo,greedy,greedy,actual,0,1,1,0,2024,1.0,0,20,0.0,0.0,0.19,0.987,0.8,1485,0,0.01,0.0,0.0,0.0,0.0,0.0
area-27-n72,72,algo,greedy,greedy,actual,0,2,1,0,2024,1.0,0,20,0.0,0.0,0.19,0.987,0.8,1485,0,0.01,0.0,0.0,0.0,0.0,0.0
area-27-n72,72,algo,greedy,greedy,actual,0,3,1,0,2024,1.0,0,20,0.0,0.0,0.19,0.987,0.8,1485,0,0.01,0.0,0.0,0.0,0.0,0.0
area-29-n43,43,config,actual,spatial_term,actual,0,1,1,0,2022,1.0,0,0,0.0,0.0,0.282,0.665,0.478,1634,2040,94.02,0.001,0.002,0.007,93.995,0.0
area-29-n43,43,config,actual,spatial_term,actual,0,2,1,0,2022,1.0,0,0,0.0,0.0,0.282,0.665,0.478,1634,2040,94.02,0.001,0.002,0.007,93.996,0.0
area-29-n43,43,config,actual,spatial_term,actual,0,3,1,0,2022,1.0,0,0,0.0,0.0,0.282,0.665,0.478,1634,2040,94.02,0.001,0.002,0.007,93.995,0.0
area-29-n43,43,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,1,1,0,3821,1.0,0,15,0.0,0.0,0.425,0.832,0.478,3433,2040,94.02,0.001,0.001,0.007,93.995,0.0
area-29-n43,43,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,2,1,0,3821,1.0,0,15,0.0,0.0,0.425,0.832,0.478,3433,2040,94.02,0.001,0.001,0.006,93.995,0.0
area-29-n43,43,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,3,1,0,3821,1.0,0,15,0.0,0.0,0.425,0.832,0.478,3433,2040,94.02,0.001,0.002,0.007,93.995,0.0
area-29-n43,43,config,tmin-scaled,spatial_term,tmin-scaled,0,1,2,0,935,0.659,628,0,0.0,0.0,0.153,0.282,0.239,556,9240,94.02,0.001,0.001,0.007,93.996,0.0
area-29-n43,43,config,tmin-scaled,spatial_term,tmin-scaled,0,2,2,0,935,0.659,628,0,0.0,0.0,0.153,0.282,0.239,556,9240,93.99,0.001,0.001,0.007,93.967,0.0
area-29-n43,43,config,tmin-scaled,spatial_term,tmin-scaled,0,3,2,0,935,0.659,628,0,0.0,0.0,0.153,0.282,0.239,556,9240,94.01,0.001,0.001,0.007,93.99,0.0
area-29-n43,43,config,service-floor,spatial_term,service-floor,0,1,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.001,0.006,93.996,0.0
area-29-n43,43,config,service-floor,spatial_term,service-floor,0,2,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.993,0.0
area-29-n43,43,config,service-floor,spatial_term,service-floor,0,3,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.001,0.006,93.995,0.0
area-29-n43,43,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,1,2,0,895,1.0,2412,0,0.0,0.0,0.148,0.281,0.239,516,9240,94.02,0.001,0.002,0.007,93.995,0.0
area-29-n43,43,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,2,2,0,895,1.0,2412,0,0.0,0.0,0.148,0.281,0.239,516,9240,94.03,0.003,0.002,0.007,93.993,0.0
area-29-n43,43,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,3,2,0,895,1.0,2412,0,0.0,0.0,0.148,0.281,0.239,516,9240,94.02,0.001,0.001,0.007,93.995,0.0
area-29-n43,43,config,span-c100,spatial_term,actual,100,1,1,0,2022,1.0,0,8,0.0,0.0,0.282,0.665,0.478,1634,2040,94.02,0.001,0.001,0.008,93.993,0.0
area-29-n43,43,config,span-c100,spatial_term,actual,100,2,1,0,2022,1.0,0,8,0.0,0.0,0.282,0.665,0.478,1634,2040,94.02,0.001,0.002,0.007,93.994,0.0
area-29-n43,43,config,span-c100,spatial_term,actual,100,3,1,0,2022,1.0,0,8,0.0,0.0,0.282,0.665,0.478,1634,2040,94.01,0.001,0.002,0.008,93.988,0.0
area-29-n43,43,algo,global,global,actual,0,1,1,0,2023,1.0,0,30,0.0,0.0,0.282,0.665,0.478,1635,2040,94.02,0.001,0.0,0.004,93.996,0.0
area-29-n43,43,algo,global,global,actual,0,2,1,0,2023,1.0,0,30,0.0,0.0,0.282,0.665,0.478,1635,2040,94.02,0.001,0.0,0.004,93.997,0.0
area-29-n43,43,algo,global,global,actual,0,3,1,0,2023,1.0,0,30,0.0,0.0,0.282,0.665,0.478,1635,2040,94.02,0.001,0.0,0.004,93.997,0.0
area-29-n43,43,algo,greedy,greedy,actual,0,1,1,0,1007,1.0,0,12,0.0,0.0,0.163,0.571,0.478,619,2040,0.0,0.0,0.0,0.0,0.0,0.0
area-29-n43,43,algo,greedy,greedy,actual,0,2,1,0,1007,1.0,0,12,0.0,0.0,0.163,0.571,0.478,619,2040,0.0,0.0,0.0,0.0,0.0,0.0
area-29-n43,43,algo,greedy,greedy,actual,0,3,1,0,1007,1.0,0,12,0.0,0.0,0.163,0.571,0.478,619,2040,0.0,0.0,0.0,0.0,0.0,0.0
reference-n1607,1607,config,actual,spatial_term,actual,0,1,25,0,60566,0.833,631,89,0.348,95.2,0.239,0.939,0.714,33510,9240,122.65,0.598,1.685,2.653,117.353,0.006
reference-n1607,1607,config,actual,spatial_term,actual,0,2,25,0,60566,0.833,631,89,0.348,95.2,0.239,0.939,0.714,33510,9240,122.68,0.591,1.711,2.699,117.307,0.006
reference-n1607,1607,config,actual,spatial_term,actual,0,3,25,0,60566,0.833,631,89,0.348,95.2,0.239,0.939,0.714,33510,9240,122.68,0.592,1.724,2.672,117.334,0.006
reference-n1607,1607,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,1,25,0,60365,0.837,567,6,0.317,66.28,0.238,0.938,0.714,33309,8640,122.68,0.629,1.685,2.63,117.375,0.006
reference-n1607,1607,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,2,25,0,60390,0.837,568,7,0.317,66.28,0.238,0.938,0.714,33334,8640,122.64,0.589,1.686,2.719,117.287,0.006
reference-n1607,1607,config,upper-tmax-tmin9000,spatial_term,upper-tmax-tmin9000,0,3,25,0,60390,0.837,568,7,0.317,66.28,0.238,0.938,0.714,33334,8640,122.49,0.592,1.678,2.682,117.185,0.006
reference-n1607,1607,config,tmin-scaled,spatial_term,tmin-scaled,0,1,25,0,59103,0.748,834,87,0.348,85.04,0.235,0.933,0.714,32047,9720,122.65,0.596,1.694,2.698,117.305,0.006
