instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,max_vehicles,exempt_lower_vehicle,exempt_upper_vehicle,exempt_vehicles_inactive,time_global_span_coef,post_resequence,arc_lambda,arc_tau,arc_coef,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,short_routes,travel_sec,balance,balance_excl_min,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
reference-n1607,1607,config,actual,spatial_term,actual,10000,midpoint,0,3,10000,,36,,,0,0,True,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,0,57594,0.846,0.863,498,9089,10033,10743,46,31,0.49,109.16,0.23,0.927,0.714,30538,30823,26771,9360,123.15,0.819,1.794,2.982,117.027,0.01,0.0
battery-n50,50,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,7,,,0,0,True,0.0,112.6,1,,,,,1,1,per-start,105,2,0,0,0,4003,0.931,1.0,180,4822,5002,5181,3,1,0.15,11.0,0.4,0.463,0.278,1979,1975,2028,8400,105.12,0.002,0.016,0.011,104.989,0.001,0.0
battery-n50,50,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,7,,,0,0,True,0.0,112.6,1,,,,,2,1,per-start,105,2,0,0,0,4331,0.917,1.0,224,4941,5166,5390,4,2,0.22,18.0,0.419,0.479,0.278,2307,1975,2356,8400,105.06,0.001,0.002,0.008,105.01,0.001,0.0
battery-n50,50,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,7,,,0,0,True,0.0,112.6,1,,,,,3,1,per-start,105,2,0,0,0,4296,0.978,1.0,56,5092,5148,5204,3,3,0.21,15.0,0.417,0.476,0.278,2272,1975,2321,8400,105.05,0.001,0.003,0.009,104.995,0.001,0.0
battery-n100,100,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,8,,,0,0,True,0.0,67.3,1,,,,,1,1,per-start,120,2,0,0,0,4110,0.951,1.0,204,7851,8055,8259,2,3,0.02,3.0,0.255,0.746,0.556,1650,2601,1509,2400,120.15,0.003,0.007,0.023,119.978,0.002,0.0
battery-n100,100,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,8,,,0,0,True,0.0,67.3,1,,,,,2,1,per-start,120,2,0,0,0,3869,0.978,1.0,90,7845,7934,8024,5,2,0.02,3.0,0.244,0.734,0.556,1409,2601,1268,2400,120.07,0.004,0.008,0.023,119.978,0.002,0.0
battery-n100,100,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,8,,,0,0,True,0.0,67.3,1,,,,,3,1,per-start,120,2,0,0,0,4127,0.959,1.0,168,7895,8064,8232,3,5,0.02,3.0,0.256,0.746,0.556,1667,2601,1526,2400,120.06,0.004,0.008,0.022,119.979,0.001,0.0
battery-n200,200,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,9,,,0,0,True,0.0,59.0,1,,,,,1,1,per-start,120,4,0,0,0,7533,0.875,0.929,400,7299,7946,8343,12,17,0.09,10.75,0.239,0.73,0.556,4055,4541,2992,4800,120.2,0.01,0.027,0.069,119.932,0.005,0.0
battery-n200,200,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,9,,,0,0,True,0.0,59.0,1,,,,,2,1,per-start,120,4,0,0,0,8172,0.865,0.878,478,7536,7960,8716,9,10,0.19,24.5,0.254,0.745,0.556,4694,4541,3631,4800,120.18,0.009,0.033,0.065,119.935,0.01,0.0
battery-n200,200,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,9,,,0,0,True,0.0,59.0,1,,,,,3,1,per-start,120,4,0,0,0,7317,0.874,0.938,388,7234,7902,8280,11,8,0.08,10.25,0.234,0.725,0.556,3839,4541,2776,4800,120.16,0.014,0.028,0.068,119.934,0.004,0.0
battery-n400,400,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,13,,,0,0,True,0.0,46.7,1,,,,,1,1,per-start,120,7,0,0,0,13828,0.951,0.973,147,8545,8871,8987,16,11,0.45,65.71,0.224,0.818,0.635,8310,7314,6514,3720,120.49,0.054,0.106,0.222,119.849,0.008,0.0
battery-n400,400,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,13,,,0,0,True,0.0,46.7,1,,,,,2,1,per-start,120,7,0,0,0,13305,0.949,0.97,131,8504,8760,8959,12,19,0.44,68.43,0.217,0.811,0.635,7787,7314,5991,2760,120.39,0.05,0.114,0.221,119.786,0.013,0.0
battery-n400,400,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,13,,,0,0,True,0.0,46.7,1,,,,,3,1,per-start,120,7,0,0,0,14455,0.978,0.986,56,8814,8931,9016,14,18,0.51,94.57,0.231,0.826,0.635,8937,7314,7141,3240,121.04,0.064,0.108,0.295,119.703,0.003,0.0
battery-n800,800,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,20,,,0,0,True,0.0,35.4,1,,,,,1,1,per-start,120,12,0,0,0,19711,0.852,0.863,430,8982,9704,10541,34,32,0.25,56.17,0.17,0.893,0.741,10748,12392,7319,840,121.39,0.614,0.463,0.783,119.222,0.007,0.0
battery-n800,800,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,20,,,0,0,True,0.0,35.4,1,,,,,2,1,per-start,120,12,0,0,0,20093,0.819,0.844,585,8773,9498,10711,26,24,0.59,67.75,0.173,0.896,0.741,11130,12392,7701,1200,120.9,0.258,0.423,0.822,119.181,0.004,0.0
battery-n800,800,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,20,,,0,0,True,0.0,35.4,1,,,,,3,1,per-start,120,12,0,0,0,20047,0.837,0.846,536,8952,9782,10701,39,20,0.59,66.25,0.173,0.895,0.741,11084,12392,7655,0,120.97,0.158,0.454,0.843,119.171,0.006,0.0
battery-n1000,1000,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,24,,,0,0,True,0.0,34.7,1,,,,,1,1,per-start,120,15,0,0,0,25941,0.812,0.828,681,8684,9675,10694,47,23,0.48,88.67,0.178,0.901,0.741,14989,15438,10503,240,121.22,0.25,0.672,1.191,118.815,0.004,0.0
battery-n1000,1000,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,24,,,0,0,True,0.0,34.7,1,,,,,2,1,per-start,120,15,0,0,0,25818,0.833,0.84,684,8873,9422,10653,54,35,0.47,68.27,0.177,0.9,0.741,14866,15438,10380,720,121.42,0.327,0.657,1.16,118.844,0.007,0.0
battery-n1000,1000,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,24,,,0,0,True,0.0,34.7,1,,,,,3,1,per-start,120,15,0,0,0,25618,0.843,0.845,545,8927,9661,10595,52,34,0.44,59.07,0.176,0.899,0.741,14666,15438,10180,360,121.23,0.273,0.658,1.198,118.806,0.004,0.0
battery-sparse-n250,250,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,11,,,0,0,True,0.0,85.8,1,,,,,1,1,per-start,120,6,0,0,0,14783,0.811,0.853,495,6827,7364,8418,10,2,0.25,17.17,0.33,0.691,0.463,6407,10927,3856,13200,120.15,0.015,0.041,0.09,119.912,0.003,0.0
battery-sparse-n250,250,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,11,,,0,0,True,0.0,85.8,1,,,,,2,1,per-start,120,6,0,0,0,15267,0.788,0.813,723,6818,7162,8655,6,3,0.27,24.83,0.337,0.698,0.463,6891,10927,4340,13200,120.04,0.02,0.041,0.094,119.812,0.002,0.0
battery-sparse-n250,250,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,11,,,0,0,True,0.0,85.8,1,,,,,3,1,per-start,120,6,0,0,0,16543,0.749,0.867,681,6497,7784,8670,4,3,0.43,23.17,0.355,0.718,0.463,8167,10927,5616,13200,120.15,0.016,0.043,0.095,119.906,0.002,0.0
battery-sparse-n500,500,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,15,,,0,0,True,0.0,56.9,1,,,,,1,1,per-start,120,9,0,0,0,20951,0.894,0.905,286,8740,8912,9774,13,7,0.27,56.33,0.259,0.833,0.617,11509,13401,7550,5280,120.6,0.103,0.169,0.424,119.576,0.007,0.0
battery-sparse-n500,500,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,15,,,0,0,True,0.0,56.9,1,,,,,2,1,per-start,120,9,0,0,0,21061,0.959,0.969,99,8839,9000,9214,15,11,0.5,62.33,0.26,0.834,0.617,11619,13401,7660,5160,122.1,0.195,0.195,0.338,119.664,0.011,0.0
battery-sparse-n500,500,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,15,,,0,0,True,0.0,56.9,1,,,,,3,1,per-start,120,9,0,0,0,21722,0.902,0.909,268,8843,9002,9807,7,7,0.31,79.67,0.266,0.841,0.617,12280,13401,8321,5520,120.48,0.078,0.166,0.359,119.643,0.004,0.0
area-26-n157,157,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,8,,,0,0,True,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,0,4655,0.778,0.84,841,6981,7538,8976,4,5,0.11,7.33,0.198,0.725,0.581,2272,3618,1037,2760,120.13,0.008,0.018,0.055,119.945,0.002,0.0
area-26-n157,157,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,8,,,0,0,True,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,0,4664,0.906,0.932,329,7504,7717,8283,3,8,0.05,4.33,0.198,0.726,0.581,2281,3618,1046,2760,120.14,0.014,0.017,0.058,119.942,0.001,0.0
area-26-n157,157,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,8,,,0,0,True,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,0,4540,0.851,0.972,534,7050,8047,8283,7,8,0.05,4.0,0.194,0.722,0.581,2157,3618,922,2760,120.19,0.014,0.039,0.051,119.95,0.003,0.0
area-27-n72,72,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,7,,,0,0,True,0.0,29.8,1,,,,,1,1,per-start,120,2,0,0,0,2967,0.927,1.0,218,5585,5804,6022,1,6,0.76,27.0,0.256,0.538,0.4,2436,914,2053,5760,120.1,0.002,0.004,0.06,119.94,0.0,0.0
area-27-n72,72,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,7,,,0,0,True,0.0,29.8,1,,,,,2,1,per-start,120,2,0,0,0,2349,0.858,1.0,420,5074,5494,5915,4,5,0.4,13.5,0.214,0.509,0.4,1818,914,1435,5760,120.13,0.002,0.022,0.014,119.985,0.001,0.0
area-27-n72,72,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,7,,,0,0,True,0.0,29.8,1,,,,,3,1,per-start,120,2,0,0,0,2254,0.753,1.0,767,4680,5447,6214,5,5,0.36,15.0,0.207,0.504,0.4,1723,914,1340,5760,120.23,0.004,0.019,0.015,119.984,0.009,0.0
area-29-n43,43,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,6,,,0,0,True,0.0,27.6,1,,,,,1,1,per-start,94,1,0,0,0,1032,1.0,1.0,0,6192,6192,6192,7,1,0.0,0.0,0.167,0.573,0.478,644,789,243,2040,94.11,0.003,0.005,0.029,93.972,0.007,0.0
area-29-n43,43,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,6,,,0,0,True,0.0,27.6,1,,,,,2,1,per-start,94,1,0,0,0,962,1.0,1.0,0,6122,6122,6122,7,0,0.0,0.0,0.157,0.567,0.478,574,789,173,2040,94.04,0.001,0.003,0.007,93.999,0.001,0.0
area-29-n43,43,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,6,,,0,0,True,0.0,27.6,1,,,,,3,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,6,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.11,0.003,0.002,0.007,94.062,0.001,0.0
reference-n1607,1607,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,36,,,0,0,True,0.0,44.1,1,,,,,1,1,per-start,120,25,0,0,0,58073,0.843,0.846,527,9042,10051,10730,69,41,0.44,75.16,0.231,0.929,0.714,31017,30823,27250,7800,123.64,0.642,1.735,2.855,117.151,0.009,0.0
reference-n1607,1607,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,36,,,0,0,True,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,0,60254,0.83,0.855,544,8932,10228,10761,66,49,0.43,109.16,0.238,0.937,0.714,33198,30823,29431,9240,123.81,1.552,1.775,2.819,117.187,0.009,0.0
reference-n1607,1607,config,actual,spatial_term,actual,10000,midpoint,0,10,10000,,36,,,0,0,True,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,0,58915,0.818,0.833,532,8812,10143,10772,62,48,0.32,100.96,0.234,0.932,0.714,31859,30823,28092,8160,123.01,0.783,1.719,2.88,117.126,0.012,0.0
battery-n50,50,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,7,,,0,0,True,0.0,112.6,1,,,,,1,1,per-start,105,1,0,0,0,3266,1.0,1.0,0,9266,9266,9266,3,1,0.0,0.0,0.352,0.858,0.556,1199,2746,520,1200,105.12,0.001,0.028,0.011,104.99,0.001,0.0
battery-n50,50,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,7,,,0,0,True,0.0,112.6,1,,,,,2,1,per-start,105,1,0,0,0,3313,1.0,1.0,0,9313,9313,9313,3,0,0.0,0.0,0.356,0.862,0.556,1246,2746,567,1200,105.04,0.001,0.002,0.009,104.995,0.001,0.0
battery-n50,50,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,7,,,0,0,True,0.0,112.6,1,,,,,3,1,per-start,105,1,0,0,0,3266,1.0,1.0,0,9266,9266,9266,3,1,0.0,0.0,0.352,0.858,0.556,1199,2746,520,1200,105.03,0.001,0.002,0.009,104.993,0.0,0.0
battery-n100,100,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,8,,,0,0,True,0.0,67.3,1,,,,,1,1,per-start,120,2,0,0,0,4077,0.953,1.0,194,7845,8038,8232,6,3,0.02,3.0,0.254,0.744,0.556,1617,2601,1476,2400,120.51,0.003,0.007,0.022,119.979,0.001,0.0
battery-n100,100,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,8,,,0,0,True,0.0,67.3,1,,,,,2,1,per-start,120,2,0,0,0,3994,0.975,1.0,102,7895,7997,8099,3,3,0.02,3.0,0.25,0.74,0.556,1534,2601,1393,2400,120.12,0.003,0.007,0.022,119.981,0.001,0.0
battery-n100,100,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,8,,,0,0,True,0.0,67.3,1,,,,,3,1,per-start,120,2,0,0,0,3994,0.975,1.0,102,7895,7997,8099,3,3,0.02,3.0,0.25,0.74,0.556,1534,2601,1393,2400,120.09,0.005,0.007,0.021,119.98,0.001,0.0
battery-n200,200,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,9,,,0,0,True,0.0,59.0,1,,,,,1,1,per-start,120,4,0,0,0,7789,0.804,0.949,641,6871,8186,8547,15,7,0.2,18.0,0.245,0.736,0.556,4311,4541,3248,4800,120.54,0.022,0.027,0.062,119.938,0.005,0.0
battery-n200,200,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,9,,,0,0,True,0.0,59.0,1,,,,,2,1,per-start,120,4,0,0,0,7537,0.887,0.945,348,7351,7948,8291,13,6,0.11,9.5,0.239,0.73,0.556,4059,4541,2996,4800,120.15,0.01,0.032,0.065,119.937,0.004,0.0
battery-n200,200,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,9,,,0,0,True,0.0,59.0,1,,,,,3,1,per-start,120,4,0,0,0,7759,0.881,0.951,398,7310,8077,8295,16,11,0.11,11.5,0.244,0.735,0.556,4281,4541,3218,4800,120.31,0.015,0.031,0.077,119.957,0.004,0.0
battery-n400,400,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,13,,,0,0,True,0.0,46.7,1,,,,,1,1,per-start,120,7,0,0,0,14605,0.967,0.973,107,8779,8957,9083,18,23,0.61,52.29,0.233,0.828,0.635,9087,7314,7291,3120,120.37,0.041,0.11,0.257,119.746,0.011,0.0
battery-n400,400,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,13,,,0,0,True,0.0,46.7,1,,,,,2,1,per-start,120,7,0,0,0,14794,0.968,0.983,83,8801,8995,9091,22,15,0.75,90.71,0.236,0.831,0.635,9276,7314,7480,3360,120.5,0.053,0.133,0.237,119.767,0.002,0.0
battery-n400,400,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,13,,,0,0,True,0.0,46.7,1,,,,,3,1,per-start,120,7,0,0,0,14427,0.98,0.985,60,8811,8923,8989,30,11,0.3,49.43,0.231,0.826,0.635,8909,7314,7113,3360,121.86,0.047,0.107,0.227,119.778,0.004,0.0
battery-n800,800,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,20,,,0,0,True,0.0,35.4,1,,,,,1,1,per-start,120,12,0,0,0,18513,0.858,0.881,488,8775,9496,10222,27,28,0.31,39.83,0.162,0.884,0.741,9550,12392,6121,960,123.01,2.081,0.421,0.874,119.132,0.004,0.0
battery-n800,800,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,20,,,0,0,True,0.0,35.4,1,,,,,2,1,per-start,120,12,0,0,0,20548,0.823,0.852,539,8850,9674,10752,35,28,0.47,53.42,0.176,0.899,0.741,11585,12392,8156,1320,121.43,0.164,0.428,0.799,119.212,0.007,0.0
battery-n800,800,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,20,,,0,0,True,0.0,35.4,1,,,,,3,1,per-start,120,12,0,0,0,20219,0.829,0.829,660,8837,9590,10664,19,18,0.25,79.25,0.174,0.897,0.741,11256,12392,7827,0,121.03,0.219,0.439,0.852,119.151,0.004,0.0
battery-n1000,1000,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,24,,,0,0,True,0.0,34.7,1,,,,,1,1,per-start,120,15,0,0,0,26176,0.817,0.838,698,8768,9808,10733,54,32,0.35,73.4,0.179,0.902,0.741,15224,15438,10738,480,121.79,0.24,0.719,1.304,118.601,0.007,0.0
battery-n1000,1000,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,24,,,0,0,True,0.0,34.7,1,,,,,2,1,per-start,120,15,0,0,0,26270,0.832,0.834,606,8940,9739,10746,52,43,0.47,106.87,0.18,0.903,0.741,15318,15438,10832,360,121.32,0.343,0.667,1.283,118.718,0.004,0.0
battery-n1000,1000,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,24,,,0,0,True,0.0,34.7,1,,,,,3,1,per-start,120,15,0,0,0,26270,0.807,0.829,686,8617,9927,10684,58,38,0.25,75.2,0.18,0.903,0.741,15318,15438,10832,1680,121.36,0.253,0.683,1.173,118.83,0.013,0.0
battery-sparse-n250,250,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,11,,,0,0,True,0.0,85.8,1,,,,,1,1,per-start,120,6,0,0,0,14856,0.847,0.855,446,7001,7412,8266,8,4,0.44,12.67,0.331,0.692,0.463,6480,10927,3929,13200,120.13,0.016,0.043,0.103,119.896,0.001,0.0
battery-sparse-n250,250,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,11,,,0,0,True,0.0,85.8,1,,,,,2,1,per-start,120,6,0,0,0,17393,0.822,0.873,566,7009,7996,8530,10,6,0.34,16.5,0.367,0.731,0.463,9017,10927,6466,13200,120.18,0.018,0.041,0.102,119.898,0.008,0.0
battery-sparse-n250,250,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,11,,,0,0,True,0.0,85.8,1,,,,,3,1,per-start,120,6,0,0,0,16487,0.778,0.818,685,6702,7861,8617,9,7,0.36,27.5,0.355,0.718,0.463,8111,10927,5560,13200,120.14,0.02,0.042,0.093,119.907,0.001,0.0
battery-sparse-n500,500,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,15,,,0,0,True,0.0,56.9,1,,,,,1,1,per-start,120,9,0,0,0,21430,0.943,0.955,135,8862,9030,9394,16,11,0.4,48.78,0.263,0.838,0.617,11988,13401,8029,5400,120.38,0.064,0.167,0.341,119.661,0.004,0.0
battery-sparse-n500,500,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,15,,,0,0,True,0.0,56.9,1,,,,,2,1,per-start,120,9,0,0,0,20832,0.943,0.952,174,8766,8960,9295,19,6,0.3,49.78,0.258,0.832,0.617,11390,13401,7431,4920,120.43,0.064,0.168,0.326,119.676,0.003,0.0
battery-sparse-n500,500,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,15,,,0,0,True,0.0,56.9,1,,,,,3,1,per-start,120,9,0,0,0,21133,0.879,0.891,311,8592,9012,9776,7,7,0.49,83.44,0.26,0.835,0.617,11691,13401,7732,5280,120.37,0.066,0.165,0.304,119.697,0.003,0.0
area-26-n157,157,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,8,,,0,0,True,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,0,4654,0.795,0.88,737,6984,7729,8781,7,5,0.11,8.33,0.198,0.725,0.581,2271,3618,1036,2760,120.08,0.006,0.018,0.044,119.956,0.001,0.0
area-26-n157,157,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,8,,,0,0,True,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,0,4431,0.796,0.885,727,6907,7682,8682,4,5,0.23,15.0,0.19,0.718,0.581,2048,3618,813,2760,120.09,0.006,0.017,0.047,119.953,0.002,0.0
area-26-n157,157,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,8,,,0,0,True,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,0,4475,0.795,0.893,725,6897,7746,8672,3,4,0.11,5.67,0.192,0.72,0.581,2092,3618,857,2760,120.08,0.009,0.019,0.047,119.953,0.001,0.0
area-27-n72,72,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,7,,,0,0,True,0.0,29.8,1,,,,,1,1,per-start,120,2,0,0,0,1967,0.956,1.0,120,5183,5304,5424,7,2,0.02,6.5,0.185,0.491,0.4,1436,914,1053,5760,120.04,0.002,0.004,0.02,119.98,0.001,0.0
area-27-n72,72,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,7,,,0,0,True,0.0,29.8,1,,,,,2,1,per-start,120,2,0,0,0,2804,0.984,1.0,47,5675,5722,5769,4,4,0.73,29.5,0.245,0.53,0.4,2273,914,1890,5760,120.09,0.002,0.004,0.015,119.985,0.002,0.0
area-27-n72,72,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,7,,,0,0,True,0.0,29.8,1,,,,,3,1,per-start,120,2,0,0,0,2562,0.975,1.0,72,5529,5601,5673,2,6,0.54,22.5,0.229,0.518,0.4,2031,914,1648,5760,120.02,0.007,0.004,0.016,119.916,0.007,0.0
area-29-n43,43,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,6,,,0,0,True,0.0,27.6,1,,,,,1,1,per-start,94,1,0,0,0,968,1.0,1.0,0,6128,6128,6128,2,3,0.0,0.0,0.158,0.567,0.478,580,789,179,2040,94.06,0.001,0.002,0.007,93.994,0.0,0.0
area-29-n43,43,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,6,,,0,0,True,0.0,27.6,1,,,,,2,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,8,0,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.11,0.001,0.002,0.007,93.994,0.001,0.0
area-29-n43,43,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,6,,,0,0,True,0.0,27.6,1,,,,,3,1,per-start,94,1,0,0,0,962,1.0,1.0,0,6122,6122,6122,7,0,0.0,0.0,0.157,0.567,0.478,574,789,173,2040,94.08,0.01,0.002,0.01,93.988,0.0,0.0
reference-n1607,1607,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,36,,,0,0,True,0.0,44.1,1,,,,,1,1,per-start,120,26,0,0,0,59353,0.751,0.83,672,8059,9471,10732,56,52,0.56,87.23,0.235,0.898,0.687,32314,30719,28634,11760,125.54,1.168,1.738,3.357,116.647,0.006,0.0
reference-n1607,1607,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,36,,,0,0,True,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,0,58598,0.842,0.844,560,9066,10267,10765,69,55,0.67,94.04,0.233,0.931,0.714,31542,30823,27775,7800,123.97,1.717,1.724,2.888,117.119,0.009,0.0
reference-n1607,1607,config,actual,spatial_term,actual,10000,midpoint,0,30,10000,,36,,,0,0,True,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,0,58393,0.814,0.836,539,8753,10236,10750,64,37,0.54,113.32,0.232,0.931,0.714,31337,30823,27570,8040,123.18,0.944,1.797,3.017,116.986,0.007,0.0
