target,n_trees,strategy,service_time_min,t_max_h,seed,time_limit_sec,k,balance,total_travel_time_sec,route_time_mean_sec,route_time_std_sec,routes_over_t_max,dropped_trees,sum_max_radius_m,interleave_total,interleave_per_route,worst_pair_iou,cost_matrix.total,cost_matrix.cache_lookup,cost_matrix.hash,cost_matrix.persist,cost_matrix.osrm_fetch,cost_matrix.chunk_assembly,cost_matrix.single_request,cost_matrix.chunked_diagonal,cost_matrix.chunked_offdiagonal,model_build.total,model_build.geo_matrix,model_build.disjunctions,model_build.vehicle_bounds,model_build.search_params,solve.total,solve.first_solution,solve.metaheuristic,solution_extraction.total,metrics.total,pipeline_total
area-26-n157,157,global,2.0,3.0,42,120,3,0.9295873276507376,4950,7931,253,0,0,1591,79,26.33,0.38,16.76,0.004,0.001,0.077,8.33,0.014,8.335,0.0,0.0,0.025,0.0,0.001,0.0,0.017,120.002,0.155,119.847,0.008,0.021,136.816
area-26-n157,157,global,2.0,3.0,43,120,3,0.9295873276507376,4950,7931,253,0,0,1591,79,26.33,0.38,0.026,0.025,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.0,120.002,0.156,119.845,0.004,0.01,120.045
area-26-n157,157,global,2.0,3.0,44,120,3,0.9295873276507376,4950,7931,253,0,0,1591,79,26.33,0.38,0.028,0.027,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.0,120.014,0.14,119.874,0.022,0.049,120.116
