instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
reference-n1607,1607,config,actual,spatial_term,actual,0,3,,0,False,0.0,44.1,1,5,total,24,25,0,0,67090,0.835,507,9000,10649,10783,76,0.486,159.8,0.258,0.963,0.714,40034,30823,36267,11400,135.7,0.94,13.902,21.577,98.493,0.044
battery-n50,50,config,actual,spatial_term,actual,0,3,,0,False,0.0,112.6,2,5,total,21,2,0,0,8384,0.999,3,7189,7192,7195,13,0.356,13.0,0.583,0.666,0.278,6360,1975,6409,8400,105.11,0.002,0.018,0.06,104.941,0.002
battery-n100,100,config,actual,spatial_term,actual,0,3,,0,False,0.0,67.3,2,5,total,24,2,0,0,4295,0.968,134,8014,8148,8281,0,0.017,3.0,0.264,0.754,0.556,1835,2601,1694,2400,120.12,0.007,0.054,0.158,119.844,0.003
battery-n200,200,config,actual,spatial_term,actual,0,3,,0,False,0.0,59.0,2,5,total,24,4,0,0,7980,0.847,497,7218,8118,8526,3,0.079,8.75,0.25,0.74,0.556,4502,4541,3439,4800,120.3,0.015,0.198,0.466,119.537,0.006
battery-n400,400,config,actual,spatial_term,actual,0,3,,0,False,0.0,46.7,2,5,total,24,7,0,0,16018,0.961,131,8996,9083,9358,31,0.448,100.29,0.25,0.847,0.635,10500,7314,8704,4440,121.02,0.05,0.792,1.56,118.449,0.012
battery-n800,800,config,actual,spatial_term,actual,0,3,,0,False,0.0,35.4,2,5,total,24,12,0,0,23581,0.837,586,8913,10140,10650,67,0.449,100.0,0.197,0.923,0.741,14618,12392,11189,1560,123.91,0.224,3.304,5.651,114.355,0.02
battery-n1000,1000,config,actual,spatial_term,actual,0,3,,0,False,0.0,34.7,2,5,total,24,15,0,0,33280,0.869,529,9346,10382,10749,96,0.588,109.87,0.217,0.946,0.741,22328,15438,17842,2880,126.01,0.329,5.186,8.645,111.387,0.027
battery-sparse-n250,250,config,actual,spatial_term,actual,0,3,,0,False,0.0,85.8,2,5,total,24,5,0,0,15871,0.969,99,9055,9158,9349,10,0.594,37.6,0.346,0.849,0.556,7461,11132,4739,6000,120.48,0.022,0.311,0.645,119.365,0.008
battery-sparse-n500,500,config,actual,spatial_term,actual,0,3,,0,False,0.0,56.9,2,5,total,24,9,0,0,23962,0.902,379,8966,9033,9942,27,0.508,83.89,0.285,0.864,0.617,14520,13401,10561,6120,121.55,0.08,1.26,2.292,117.721,0.014
area-26-n157,157,config,actual,spatial_term,actual,0,3,,0,False,0.0,48.1,2,5,total,24,3,0,0,5021,0.888,391,7425,8076,8360,0,0.11,4.0,0.21,0.737,0.581,2638,3618,1403,2760,120.21,0.01,0.132,0.324,119.677,0.004
area-27-n72,72,config,actual,spatial_term,actual,0,3,,0,False,0.0,29.8,2,5,total,24,2,0,0,5739,1.0,0,7189,7190,7190,9,0.704,21.5,0.399,0.666,0.4,5208,914,4825,5760,120.08,0.003,0.029,0.104,119.9,0.002
area-29-n43,43,config,actual,spatial_term,actual,0,3,,0,False,0.0,27.6,2,5,total,18,1,0,0,2022,1.0,0,7182,7182,7182,5,0.0,0.0,0.282,0.665,0.478,1634,789,1233,2040,90.05,0.001,0.011,0.052,89.957,0.001
reference-n1607,1607,config,actual,spatial_term,actual,0,3,,0,False,0.0,44.1,2,5,total,24,25,0,0,67452,0.86,445,9264,10642,10769,75,0.492,91.84,0.259,0.964,0.714,40396,30823,36629,11880,135.39,0.9,13.592,21.077,98.995,0.057
battery-n50,50,config,actual,spatial_term,actual,0,3,,0,False,0.0,112.6,3,5,total,21,2,0,0,8389,0.999,2,7192,7194,7197,5,0.181,9.5,0.583,0.666,0.278,6365,1975,6414,8400,105.11,0.002,0.019,0.062,104.94,0.002
battery-n100,100,config,actual,spatial_term,actual,0,3,,0,False,0.0,67.3,3,5,total,24,2,0,0,4289,0.967,136,8008,8144,8281,0,0.017,3.0,0.263,0.754,0.556,1829,2601,1688,2400,120.12,0.005,0.058,0.169,119.833,0.003
battery-n200,200,config,actual,spatial_term,actual,0,3,,0,False,0.0,59.0,3,5,total,24,4,0,0,7884,0.836,572,7460,7748,8927,3,0.161,12.25,0.247,0.738,0.556,4406,4541,3343,4800,120.3,0.012,0.194,0.468,119.536,0.006
battery-n400,400,config,actual,spatial_term,actual,0,3,,0,False,0.0,46.7,3,5,total,24,7,0,0,16206,0.906,298,8956,9071,9884,24,0.472,93.86,0.252,0.849,0.635,10688,7314,8892,3120,121.05,0.051,0.832,1.601,118.401,0.011
battery-n800,800,config,actual,spatial_term,actual,0,3,,0,False,0.0,35.4,3,5,total,24,12,0,0,23542,0.84,550,9011,10012,10724,71,0.384,56.0,0.197,0.922,0.741,14579,12392,11150,2400,123.93,0.218,3.319,5.745,114.28,0.024
battery-n1000,1000,config,actual,spatial_term,actual,0,3,,0,False,0.0,34.7,3,5,total,24,15,0,0,33789,0.832,535,8964,10358,10770,94,0.381,117.27,0.22,0.949,0.741,22837,15438,18351,1560,126.06,0.34,5.239,8.888,111.138,0.029
battery-sparse-n250,250,config,actual,spatial_term,actual,0,3,,0,False,0.0,85.8,3,5,total,24,5,0,0,15513,0.954,155,8973,9041,9404,9,0.296,40.8,0.341,0.843,0.556,7103,11132,4381,6000,120.52,0.022,0.323,0.669,119.339,0.007
battery-sparse-n500,500,config,actual,spatial_term,actual,0,3,,0,False,0.0,56.9,3,5,total,24,9,0,0,24923,0.884,466,8937,9252,10108,28,0.657,106.44,0.293,0.874,0.617,15481,13401,11522,5880,121.59,0.08,1.3,2.4,117.616,0.015
area-26-n157,157,config,actual,spatial_term,actual,0,3,,0,False,0.0,48.1,3,5,total,24,3,0,0,5017,0.857,514,7246,8156,8455,0,0.042,2.67,0.21,0.736,0.581,2634,3618,1399,2760,120.24,0.009,0.134,0.329,119.696,0.004
area-27-n72,72,config,actual,spatial_term,actual,0,3,,0,False,0.0,29.8,3,5,total,24,2,0,0,5733,1.0,0,7186,7186,7187,7,0.82,32.5,0.399,0.665,0.4,5202,914,4819,5760,120.08,0.003,0.031,0.109,119.894,0.002
area-29-n43,43,config,actual,spatial_term,actual,0,3,,0,False,0.0,27.6,3,5,total,18,1,0,0,2024,1.0,0,7184,7184,7184,5,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,90.05,0.002,0.011,0.047,89.96,0.001
reference-n1607,1607,config,actual,spatial_term,actual,0,3,,0,False,0.0,44.1,3,5,total,24,25,0,0,67170,0.83,488,8936,10596,10767,67,0.476,136.64,0.258,0.963,0.714,40114,30823,36347,12960,135.38,0.904,13.614,21.604,98.46,0.044
battery-n50,50,config,actual,spatial_term,actual,0,3,,0,False,0.0,112.6,4,5,total,21,2,0,0,8384,0.999,3,7189,7192,7195,13,0.356,13.0,0.583,0.666,0.278,6360,1975,6409,8400,105.1,0.001,0.017,0.063,104.937,0.002
battery-n100,100,config,actual,spatial_term,actual,0,3,,0,False,0.0,67.3,4,5,total,24,2,0,0,4295,0.968,134,8014,8148,8281,0,0.017,3.0,0.264,0.754,0.556,1835,2601,1694,2400,120.12,0.005,0.05,0.173,119.851,0.003
battery-n200,200,config,actual,spatial_term,actual,0,3,,0,False,0.0,59.0,4,5,total,24,4,0,0,8489,0.968,99,8002,8110,8268,3,0.404,26.0,0.261,0.752,0.556,5011,4541,3948,4800,120.3,0.014,0.199,0.472,119.53,0.006
battery-n400,400,config,actual,spatial_term,actual,0,3,,0,False,0.0,46.7,4,5,total,24,7,0,0,15849,0.916,242,8841,9092,9656,30,0.45,86.29,0.248,0.845,0.635,10331,7314,8535,3480,121.05,0.054,0.809,1.575,118.441,0.012
battery-n800,800,config,actual,spatial_term,actual,0,3,,0,False,0.0,35.4,4,5,total,24,12,0,0,24165,0.839,607,9012,10004,10739,75,0.458,84.08,0.201,0.927,0.741,15202,12392,11773,3000,123.91,0.207,3.296,5.738,114.281,0.024
battery-n1000,1000,config,actual,spatial_term,actual,0,3,,0,False,0.0,34.7,4,5,total,24,15,0,0,32489,0.822,720,8859,10510,10783,68,0.528,95.07,0.213,0.941,0.741,21537,15438,17051,3360,125.98,0.339,5.15,8.815,111.21,0.031
battery-sparse-n250,250,config,actual,spatial_term,actual,0,3,,0,False,0.0,85.8,4,5,total,24,5,0,0,15412,0.962,123,8951,9068,9302,7,0.257,30.4,0.339,0.841,0.556,7002,11132,4280,6000,120.52,0.022,0.312,0.661,119.359,0.007
battery-sparse-n500,500,config,actual,spatial_term,actual,0,3,,0,False,0.0,56.9,4,5,total,24,9,0,0,24472,0.901,358,8973,9421,9961,22,0.548,102.33,0.29,0.869,0.617,15030,13401,11071,6001,121.52,0.087,1.236,2.334,117.673,0.014
area-26-n157,157,config,actual,spatial_term,actual,0,3,,0,False,0.0,48.1,4,5,total,24,3,0,0,5003,0.834,681,7427,7507,8909,0,0.141,10.67,0.21,0.736,0.581,2620,3618,1385,3240,120.21,0.009,0.131,0.32,119.683,0.005
area-27-n72,72,config,actual,spatial_term,actual,0,3,,0,False,0.0,29.8,4,5,total,24,2,0,0,5734,0.999,2,7185,7187,7189,3,0.787,28.5,0.399,0.665,0.4,5203,914,4820,5760,120.07,0.002,0.026,0.11,119.893,0.002
area-29-n43,43,config,actual,spatial_term,actual,0,3,,0,False,0.0,27.6,4,5,total,18,1,0,0,2020,1.0,0,7180,7180,7180,9,0.0,0.0,0.281,0.665,0.478,1632,789,1231,2040,90.05,0.001,0.011,0.048,89.964,0.001
reference-n1607,1607,config,actual,spatial_term,actual,0,3,,0,False,0.0,44.1,4,5,total,24,25,0,0,66468,0.831,513,8954,10659,10775,56,0.446,99.52,0.256,0.96,0.714,39412,30823,35645,14040,135.44,0.926,13.683,21.63,98.418,0.045
battery-n50,50,config,actual,spatial_term,actual,0,3,,0,False,0.0,112.6,5,5,total,21,2,0,0,8394,1.0,1,7196,7197,7198,9,0.122,8.5,0.583,0.666,0.278,6370,1975,6419,8400,105.11,0.002,0.018,0.062,104.939,0.002
battery-n100,100,config,actual,spatial_term,actual,0,3,,0,False,0.0,67.3,5,5,total,24,2,0,0,4043,0.843,682,7340,8022,8703,0,0.049,5.0,0.252,0.743,0.556,1583,2601,1442,2400,120.12,0.006,0.055,0.166,119.836,0.003
battery-n200,200,config,actual,spatial_term,actual,0,3,,0,False,0.0,59.0,5,5,total,24,4,0,0,8418,0.83,552,7198,8272,8675,1,0.07,13.0,0.26,0.75,0.556,4940,4541,3877,4800,120.3,0.017,0.204,0.483,119.518,0.006
battery-n400,400,config,actual,spatial_term,actual,0,3,,0,False,0.0,46.7,5,5,total,24,7,0,0,15983,0.939,203,8915,9071,9498,36,0.505,108.43,0.25,0.846,0.635,10465,7314,8669,3240,121.05,0.052,0.817,1.591,118.415,0.012
battery-n800,800,config,actual,spatial_term,actual,0,3,,0,False,0.0,35.4,5,5,total,24,12,0,0,23482,0.85,578,9146,10088,10756,68,0.598,82.42,0.197,0.922,0.741,14519,12392,11090,2160,123.93,0.209,3.336,5.868,114.147,0.022
battery-n1000,1000,config,actual,spatial_term,actual,0,3,,0,False,0.0,34.7,5,5,total,24,15,0,0,31998,0.834,531,8970,10183,10755,73,0.633,123.0,0.211,0.938,0.741,21046,15438,16560,3360,126.02,0.331,5.175,8.967,111.068,0.032
battery-sparse-n250,250,config,actual,spatial_term,actual,0,3,,0,False,0.0,85.8,5,5,total,24,5,0,0,15798,0.923,292,8995,9022,9744,6,0.264,41.8,0.345,0.848,0.556,7388,11132,4666,6000,120.5,0.026,0.316,0.655,119.353,0.008
battery-sparse-n500,500,config,actual,spatial_term,actual,0,3,,0,False,0.0,56.9,5,5,total,24,9,0,0,23894,0.903,328,8967,9218,9932,29,0.513,92.33,0.285,0.863,0.617,14452,13401,10493,5640,121.63,0.081,1.328,2.39,117.618,0.014
area-26-n157,157,config,actual,spatial_term,actual,0,3,,0,False,0.0,48.1,5,5,total,24,3,0,0,4814,0.915,312,7444,8076,8134,0,0.11,4.0,0.204,0.73,0.581,2431,3618,1196,2760,120.22,0.014,0.13,0.326,119.676,0.005
area-27-n72,72,config,actual,spatial_term,actual,0,3,,0,False,0.0,29.8,5,5,total,24,2,0,0,5735,1.0,0,7187,7188,7188,10,0.644,26.5,0.399,0.665,0.4,5204,914,4821,5760,120.07,0.002,0.027,0.117,119.886,0.002
area-29-n43,43,config,actual,spatial_term,actual,0,3,,0,False,0.0,27.6,5,5,total,18,1,0,0,2027,1.0,0,7187,7187,7187,7,0.0,0.0,0.282,0.665,0.478,1639,789,1238,2040,90.05,0.002,0.013,0.05,89.96,0.002
reference-n1607,1607,config,actual,spatial_term,actual,0,3,,0,False,0.0,44.1,5,5,total,24,25,0,0,67703,0.832,471,8954,10668,10760,65,0.553,130.2,0.26,0.965,0.714,40647,30823,36880,12120,135.5,0.949,13.648,22.004,98.039,0.047
