instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,112.6,1,5,per-start,105,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,2746,673,1200,525.12,0.002,0.024,0.066,524.932,0.002
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,67.3,1,5,per-start,120,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2601,1673,2400,600.21,0.005,0.052,0.153,599.947,0.003
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,59.0,1,5,per-start,120,4,0,0,8084,0.798,678,7107,8033,8911,2,0.124,6.25,0.252,0.743,0.556,4606,4541,3543,4800,600.31,0.015,0.198,0.461,599.544,0.006
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,46.7,1,5,per-start,120,6,0,0,13227,0.834,610,8966,10347,10750,5,0.077,17.5,0.216,0.945,0.741,7695,7477,5750,960,482.63,0.06,0.873,1.302,479.239,0.011
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,35.4,1,5,per-start,120,12,0,0,20714,0.723,904,7775,9878,10750,3,0.417,29.5,0.177,0.9,0.741,11751,12392,8322,1080,510.26,2.808,4.97,10.216,491.453,0.025
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,34.7,1,5,per-start,120,15,0,0,26523,0.633,1074,6797,10183,10732,14,0.5,44.87,0.181,0.904,0.741,15571,15438,11085,2160,606.3,0.395,5.288,9.076,591.04,0.029
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,85.8,1,5,per-start,120,5,0,0,15197,0.68,1145,6813,9350,10025,1,0.202,8.8,0.336,0.837,0.556,6787,11132,4065,6000,600.53,0.026,0.344,0.699,599.304,0.009
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,56.9,1,5,per-start,120,8,0,0,20970,0.817,688,8798,10428,10770,1,0.364,37.12,0.259,0.937,0.694,11508,13517,7453,1200,601.64,0.087,1.312,3.48,596.53,0.017
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,48.1,1,5,per-start,120,3,0,0,4267,0.795,758,6943,7426,8738,0,0.034,3.67,0.185,0.713,0.581,1884,3618,649,2760,600.2,0.013,0.128,0.318,599.67,0.005
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,29.8,1,5,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,600.06,0.003,0.029,0.106,599.883,0.003
