target,n_trees,strategy,service_time_min,t_max_h,seed,time_limit_sec,k,balance,total_travel_time_sec,route_time_mean_sec,route_time_std_sec,routes_over_t_max,dropped_trees,sum_max_radius_m,interleave_total,interleave_per_route,worst_pair_iou,cost_matrix.total,cost_matrix.cache_lookup,cost_matrix.osrm_fetch,cost_matrix.chunk_assembly,model_build.total,solve.total,solve.first_solution,solve.metaheuristic,solution_extraction.total,metrics.total,pipeline_total
Profiling RP2 - legacy completo (ambas fuentes),1607,global,2.0,3.0,42,180,25,0.8466267427715917,55052,9916,496,0,0,20083,1958,78.32,0.34,183.229,0.001,183.016,0.212,0.007,179.999,1.411,178.588,0.006,0.018,363.258
Profiling RP2 - legacy completo (ambas fuentes),1607,global,2.0,3.0,43,180,25,0.8466267427715917,55103,9918,501,0,0,20098,1959,78.36,0.34,0.571,0.571,0.0,0.0,0.003,179.999,1.467,178.532,0.007,0.019,180.6
Profiling RP2 - legacy completo (ambas fuentes),1607,global,2.0,3.0,44,180,25,0.8321166530793743,58429,10051,569,0,0,21545,2373,94.92,0.35,0.61,0.61,0.0,0.0,0.004,116.099,1.422,114.677,0.012,0.03,116.754
