instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
battery-sparse-n250,250,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,85.8,,,,,3,1,per-start,120,5,0,0,16493,0.694,1416,7444,10249,10720,3,7,0.169,10.4,0.355,0.861,0.556,8083,11132,5361,6000,120.1,0.014,0.04,0.086,119.914,0.001,0.0744
battery-sparse-n250,250,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,85.8,,,,,1,1,per-start,120,6,0,0,15824,0.88,333,7204,7576,8189,0,4,0.301,17.83,0.345,0.707,0.463,7448,10927,4897,13200,120.11,0.014,0.04,0.085,119.914,0.001,0.0498
battery-sparse-n250,250,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,85.8,,,,,2,1,per-start,120,6,0,0,16050,0.843,452,7195,7522,8533,2,7,0.184,5.33,0.349,0.711,0.463,7674,10927,5123,13200,120.11,0.015,0.04,0.084,119.915,0.001,0.0532
battery-sparse-n250,250,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,85.8,,,,,3,1,per-start,120,6,0,0,16279,0.89,309,7245,7656,8137,0,5,0.357,19.17,0.352,0.714,0.463,7903,10927,5352,13200,120.11,0.015,0.04,0.086,119.917,0.001,0.0534
battery-sparse-n250,250,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,85.8,,,,,1,1,per-start,120,5,0,0,16250,0.742,1167,7927,8891,10680,0,4,0.211,25.4,0.351,0.857,0.556,7840,11132,5118,6240,120.1,0.015,0.04,0.086,119.913,0.001,0.0501
battery-sparse-n250,250,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,85.8,,,,,2,1,per-start,120,5,0,0,15826,0.69,1416,7331,9749,10625,2,6,0.079,6.0,0.345,0.849,0.556,7416,11132,4694,6000,120.12,0.014,0.04,0.087,119.913,0.001,0.0482
battery-sparse-n250,250,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,85.8,,,,,3,1,per-start,120,5,0,0,16493,0.694,1416,7444,10249,10720,3,7,0.169,10.4,0.355,0.861,0.556,8083,11132,5361,6000,120.13,0.014,0.04,0.085,119.944,0.001,0.0744
battery-sparse-n250,250,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,85.8,,,,,1,1,per-start,120,6,0,0,16066,0.826,558,7187,7496,8696,2,7,0.417,13.5,0.349,0.711,0.463,7690,10927,5139,13200,120.11,0.015,0.039,0.084,119.917,0.001,0.0569
battery-sparse-n250,250,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,85.8,,,,,2,1,per-start,120,6,0,0,15656,0.914,263,7302,7614,7986,0,5,0.113,4.83,0.343,0.705,0.463,7280,10927,4729,13200,120.11,0.014,0.04,0.088,119.912,0.001,0.0549
battery-sparse-n250,250,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,85.8,,,,,3,1,per-start,120,6,0,0,16026,0.862,505,7257,7368,8416,0,7,0.241,17.83,0.348,0.71,0.463,7650,10927,5099,13200,120.11,0.015,0.04,0.086,119.913,0.001,0.0457
battery-sparse-n250,250,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,85.8,,,,,1,1,per-start,120,5,0,0,16216,0.695,1361,7467,10048,10746,1,6,0.278,34.0,0.351,0.856,0.556,7806,11132,5084,6120,120.1,0.014,0.04,0.085,119.915,0.001,0.0406
battery-sparse-n250,250,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,85.8,,,,,2,1,per-start,120,5,0,0,15826,0.69,1416,7331,9749,10625,2,6,0.079,6.0,0.345,0.849,0.556,7416,11132,4694,6000,120.12,0.015,0.04,0.089,119.911,0.001,0.0482
battery-sparse-n250,250,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,85.8,,,,,3,1,per-start,120,5,0,0,15105,0.812,730,7958,9454,9799,1,11,0.064,4.4,0.335,0.835,0.556,6695,11132,3973,6001,120.1,0.015,0.04,0.084,119.916,0.001,0.0464
battery-sparse-n500,500,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,8,0,0,18842,0.849,601,9079,9867,10697,11,4,0.425,43.38,0.239,0.912,0.694,9380,13517,5325,1200,120.35,0.058,0.165,0.305,119.735,0.002,0.0
battery-sparse-n500,500,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,9,0,0,21861,0.904,289,8957,8984,9908,11,8,0.574,74.89,0.267,0.842,0.617,12419,13401,8460,5640,120.32,0.057,0.163,0.307,119.699,0.002,0.0071
battery-sparse-n500,500,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,9,0,0,21509,0.974,63,8964,9038,9206,14,7,0.706,95.67,0.264,0.839,0.617,12067,13401,8108,4920,120.33,0.057,0.161,0.297,119.706,0.002,0.0014
battery-sparse-n500,500,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,8,0,0,20598,0.899,393,9427,10099,10489,1,12,0.256,34.25,0.256,0.933,0.694,11136,13517,7081,600,120.33,0.056,0.162,0.301,119.726,0.002,0.0696
battery-sparse-n500,500,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,8,0,0,20828,0.823,738,8823,10466,10720,5,9,0.133,21.5,0.258,0.935,0.694,11366,13517,7311,1680,120.33,0.058,0.16,0.298,119.703,0.002,0.0591
battery-sparse-n500,500,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,8,0,0,21734,0.7,1034,7499,10627,10715,4,23,0.425,34.62,0.266,0.946,0.694,12272,13517,8217,1920,120.31,0.058,0.16,0.298,119.704,0.002,0.0629
battery-sparse-n500,500,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,8,0,0,18842,0.849,601,9079,9867,10697,11,4,0.425,43.38,0.239,0.912,0.694,9380,13517,5325,1200,120.34,0.056,0.163,0.298,119.705,0.004,0.0
battery-sparse-n500,500,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,9,0,0,21861,0.904,289,8957,8984,9908,11,8,0.574,74.89,0.267,0.842,0.617,12419,13401,8460,5640,120.35,0.062,0.161,0.297,119.704,0.002,0.0071
battery-sparse-n500,500,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,9,0,0,21509,0.974,63,8964,9038,9206,14,7,0.706,95.67,0.264,0.839,0.617,12067,13401,8108,4920,120.31,0.057,0.161,0.301,119.7,0.002,0.0014
battery-sparse-n500,500,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,8,0,0,20598,0.899,393,9427,10099,10489,1,12,0.256,34.25,0.256,0.933,0.694,11136,13517,7081,600,120.44,0.057,0.161,0.303,119.82,0.002,0.0696
battery-sparse-n500,500,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,8,0,0,20828,0.823,738,8823,10466,10720,5,9,0.133,21.5,0.258,0.935,0.694,11366,13517,7311,1680,120.33,0.057,0.163,0.302,119.699,0.002,0.0591
battery-sparse-n500,500,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,8,0,0,21734,0.7,1034,7499,10627,10715,4,23,0.425,34.62,0.266,0.946,0.694,12272,13517,8217,1920,120.31,0.058,0.16,0.299,119.702,0.002,0.0629
battery-sparse-n500,500,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,8,0,0,18842,0.849,601,9079,9867,10697,11,4,0.425,43.38,0.239,0.912,0.694,9380,13517,5325,1200,120.31,0.057,0.162,0.32,119.683,0.002,0.0
battery-sparse-n500,500,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,9,0,0,21861,0.904,289,8957,8984,9908,11,8,0.574,74.89,0.267,0.842,0.617,12419,13401,8460,5640,120.33,0.057,0.16,0.299,119.702,0.002,0.0071
battery-sparse-n500,500,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,9,0,0,21509,0.974,63,8964,9038,9206,14,7,0.706,95.67,0.264,0.839,0.617,12067,13401,8108,4920,120.32,0.057,0.164,0.311,119.69,0.002,0.0014
battery-sparse-n500,500,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,8,0,0,20598,0.899,393,9427,10099,10489,1,12,0.256,34.25,0.256,0.933,0.694,11136,13517,7081,600,120.31,0.056,0.162,0.298,119.703,0.002,0.0696
battery-sparse-n500,500,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,8,0,0,20828,0.823,738,8823,10466,10720,5,9,0.133,21.5,0.258,0.935,0.694,11366,13517,7311,1680,120.33,0.057,0.164,0.302,119.699,0.002,0.0591
battery-sparse-n500,500,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,8,0,0,21666,0.742,874,7909,10562,10655,5,20,0.247,28.25,0.265,0.945,0.694,12204,13517,8149,1560,120.34,0.09,0.159,0.315,119.686,0.002,0.0722
battery-sparse-n500,500,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,10,0,0,21086,0.824,582,7273,8270,8831,2,13,0.404,35.3,0.26,0.751,0.556,11663,13285,7801,12001,120.31,0.057,0.162,0.306,119.696,0.002,0.0562
battery-sparse-n500,500,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,9,0,0,20832,0.99,26,8966,8974,9053,6,12,0.447,44.78,0.258,0.832,0.617,11390,13401,7431,4921,120.34,0.056,0.164,0.306,119.696,0.002,0.0137
battery-sparse-n500,500,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,9,0,0,21509,0.974,63,8964,9038,9206,14,7,0.706,95.67,0.264,0.839,0.617,12067,13401,8108,4920,120.31,0.058,0.161,0.297,119.703,0.002,0.0014
battery-sparse-n500,500,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,56.9,,,,,1,1,per-start,120,8,0,0,20598,0.899,393,9427,10099,10489,1,12,0.256,34.25,0.256,0.933,0.694,11136,13517,7081,600,120.31,0.056,0.162,0.3,119.705,0.002,0.0696
battery-sparse-n500,500,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,56.9,,,,,2,1,per-start,120,8,0,0,20828,0.823,738,8823,10466,10720,5,9,0.133,21.5,0.258,0.935,0.694,11366,13517,7311,1680,120.31,0.056,0.161,0.322,119.678,0.002,0.0591
battery-sparse-n500,500,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,56.9,,,,,3,1,per-start,120,8,0,0,21615,0.769,768,8195,10432,10653,3,22,0.272,29.5,0.265,0.945,0.694,12153,13517,8098,1200,120.31,0.057,0.161,0.309,119.692,0.002,0.0604
area-26-n157,157,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,5193,0.913,307,7594,8117,8322,0,8,0.228,13.67,0.216,0.742,0.581,2810,3618,1575,2760,120.06,0.006,0.016,0.042,119.962,0.001,0.0374
area-26-n157,157,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4768,0.803,767,7175,7494,8939,0,10,0.114,5.67,0.202,0.729,0.581,2385,3618,1150,2760,120.12,0.006,0.017,0.042,120.021,0.001,0.0643
area-26-n157,157,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,5214,0.875,441,7426,8143,8485,1,8,0.044,6.67,0.217,0.743,0.581,2831,3618,1596,2760,120.09,0.006,0.016,0.041,119.974,0.001,0.0232
area-26-n157,157,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,4712,0.802,783,7178,7426,8948,0,18,0.034,3.67,0.2,0.727,0.581,2329,3618,1094,2760,120.06,0.006,0.016,0.041,119.96,0.001,0.0895
area-26-n157,157,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4513,0.861,476,7175,7840,8338,3,7,0.048,4.0,0.193,0.721,0.581,2130,3618,895,2760,120.06,0.006,0.017,0.042,119.959,0.001,0.0761
area-26-n157,157,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,4871,0.924,295,7688,7702,8321,0,12,0.048,4.33,0.205,0.732,0.581,2488,3618,1253,2760,120.06,0.006,0.016,0.045,119.957,0.001,0.0328
area-26-n157,157,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,5193,0.913,307,7594,8117,8322,0,8,0.228,13.67,0.216,0.742,0.581,2810,3618,1575,2760,120.06,0.006,0.016,0.041,119.96,0.001,0.0374
area-26-n157,157,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4768,0.803,767,7175,7494,8939,0,10,0.114,5.67,0.202,0.729,0.581,2385,3618,1150,2760,120.06,0.006,0.016,0.044,119.957,0.001,0.0643
area-26-n157,157,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,5214,0.875,441,7426,8143,8485,1,8,0.044,6.67,0.217,0.743,0.581,2831,3618,1596,2760,120.06,0.006,0.016,0.043,119.959,0.001,0.0232
area-26-n157,157,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,4712,0.802,783,7178,7426,8948,0,18,0.034,3.67,0.2,0.727,0.581,2329,3618,1094,2760,120.08,0.006,0.016,0.042,119.98,0.001,0.0895
area-26-n157,157,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4513,0.861,476,7175,7840,8338,3,7,0.048,4.0,0.193,0.721,0.581,2130,3618,895,2760,120.06,0.006,0.016,0.042,119.961,0.001,0.0761
area-26-n157,157,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,4871,0.924,295,7688,7702,8321,0,12,0.048,4.33,0.205,0.732,0.581,2488,3618,1253,2760,120.06,0.006,0.016,0.042,119.959,0.001,0.0328
area-26-n157,157,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,5017,0.856,551,7175,8301,8381,1,10,0.093,5.33,0.21,0.736,0.581,2634,3618,1399,2760,120.06,0.006,0.016,0.042,119.96,0.001,0.0819
area-26-n157,157,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4839,0.915,318,7444,8101,8134,0,6,0.11,4.0,0.204,0.731,0.581,2456,3618,1221,2760,120.06,0.006,0.017,0.042,119.96,0.001,0.0305
area-26-n157,157,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,5214,0.875,441,7426,8143,8485,1,8,0.044,6.67,0.217,0.743,0.581,2831,3618,1596,2760,120.07,0.006,0.016,0.041,119.96,0.001,0.0232
area-26-n157,157,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,4712,0.802,783,7178,7426,8948,0,18,0.034,3.67,0.2,0.727,0.581,2329,3618,1094,2760,120.06,0.006,0.017,0.042,119.959,0.001,0.0895
area-26-n157,157,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4513,0.861,476,7175,7840,8338,3,7,0.048,4.0,0.193,0.721,0.581,2130,3618,895,2760,120.06,0.006,0.017,0.042,119.96,0.001,0.0761
area-26-n157,157,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,4871,0.924,295,7688,7702,8321,0,12,0.048,4.33,0.205,0.732,0.581,2488,3618,1253,2760,119.99,0.006,0.016,0.042,119.893,0.001,0.0328
area-26-n157,157,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,5534,0.858,507,7500,8131,8743,0,10,0.276,23.0,0.227,0.752,0.581,3151,3618,1916,2760,120.06,0.006,0.016,0.042,119.958,0.001,0.054
area-26-n157,157,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4499,0.821,685,7176,7425,8738,0,14,0.034,3.67,0.193,0.72,0.581,2116,3618,881,2760,120.06,0.006,0.017,0.045,119.956,0.001,0.0696
area-26-n157,157,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,5214,0.875,441,7426,8143,8485,1,8,0.044,6.67,0.217,0.743,0.581,2831,3618,1596,2760,120.08,0.006,0.016,0.042,119.982,0.001,0.0232
area-26-n157,157,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,48.1,,,,,1,1,per-start,120,3,0,0,4712,0.802,783,7178,7426,8948,0,18,0.034,3.67,0.2,0.727,0.581,2329,3618,1094,2760,120.06,0.006,0.016,0.042,119.959,0.001,0.0895
area-26-n157,157,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,48.1,,,,,2,1,per-start,120,3,0,0,4802,0.91,315,7444,8022,8176,1,10,0.047,5.0,0.203,0.73,0.581,2419,3618,1184,2760,120.06,0.006,0.016,0.043,119.958,0.001,0.0188
area-26-n157,157,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,48.1,,,,,3,1,per-start,120,3,0,0,5015,0.787,870,7217,7465,9173,1,9,0.034,3.67,0.21,0.736,0.581,2632,3618,1397,2760,120.06,0.006,0.016,0.041,119.959,0.001,0.0899
area-27-n72,72,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5734,1.0,1,7186,7187,7188,4,20,0.752,26.5,0.399,0.665,0.4,5203,914,4820,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.5136
area-27-n72,72,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5735,1.0,2,7186,7188,7189,5,10,0.54,22.0,0.399,0.665,0.4,5204,914,4821,5760,120.01,0.002,0.004,0.014,119.97,0.0,0.5833
area-27-n72,72,factorial,floor10000-mid,spatial_term,actual,10000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5735,0.999,4,7184,7188,7191,11,8,0.407,15.5,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.5986
area-27-n72,72,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5738,0.999,2,7187,7189,7191,8,13,0.327,6.0,0.399,0.665,0.4,5207,914,4824,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.6193
area-27-n72,72,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,3,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.015,119.985,0.0,0.0379
area-27-n72,72,factorial,floor10000-tmax,spatial_term,actual,10000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,2,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.014,119.985,0.0,0.0169
area-27-n72,72,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5744,1.0,1,7191,7192,7193,9,13,0.523,21.5,0.399,0.666,0.4,5213,914,4830,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.5225
area-27-n72,72,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5733,0.999,2,7184,7186,7189,2,20,0.383,13.0,0.399,0.665,0.4,5202,914,4819,5760,120.04,0.002,0.004,0.014,119.985,0.0,0.6008
area-27-n72,72,factorial,floor2000-mid,spatial_term,actual,2000,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5740,1.0,0,7190,7190,7190,11,10,0.687,32.0,0.399,0.666,0.4,5209,914,4826,5760,120.03,0.002,0.004,0.015,119.985,0.0,0.4982
area-27-n72,72,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.09,0.002,0.004,0.015,120.046,0.0,0.0301
area-27-n72,72,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.02,0.002,0.004,0.014,119.987,0.0,0.0211
area-27-n72,72,factorial,floor2000-tmax,spatial_term,actual,2000,tmax,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.03,0.002,0.004,0.016,119.985,0.0,0.0211
area-27-n72,72,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5736,0.999,2,7186,7188,7190,3,15,0.632,27.0,0.399,0.665,0.4,5205,914,4822,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.5795
area-27-n72,72,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5735,1.0,2,7186,7188,7189,6,16,0.308,4.0,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.004,0.015,119.986,0.0,0.5893
area-27-n72,72,factorial,floor500-mid,spatial_term,actual,500,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5737,1.0,0,7188,7188,7189,5,21,0.705,32.5,0.399,0.666,0.4,5206,914,4823,5760,120.03,0.002,0.004,0.015,119.986,0.0,0.5358
area-27-n72,72,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,2,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.014,119.986,0.0,0.0169
area-27-n72,72,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,3,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.03,0.002,0.004,0.014,119.987,0.0,0.0379
area-27-n72,72,factorial,floor500-tmax,spatial_term,actual,500,tmax,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,2,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,119.97,0.002,0.004,0.015,119.931,0.0,0.0169
area-27-n72,72,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,2,0,0,5729,1.0,0,7184,7184,7185,13,17,0.516,21.5,0.399,0.665,0.4,5198,914,4815,5760,120.03,0.002,0.004,0.014,119.986,0.0,0.6121
area-27-n72,72,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,2,0,0,5738,0.999,3,7186,7189,7192,6,11,0.229,7.0,0.399,0.665,0.4,5207,914,4824,5760,120.03,0.002,0.004,0.014,119.985,0.0,0.6357
area-27-n72,72,factorial,floor100-mid,spatial_term,actual,100,midpoint,0,3,10000,,0,False,0.0,29.8,,,,,3,1,per-start,120,2,0,0,5738,0.999,5,7184,7189,7194,6,15,0.569,19.0,0.399,0.665,0.4,5207,914,4824,5760,120.03,0.002,0.004,0.015,119.986,0.0,0.6144
area-27-n72,72,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,29.8,,,,,1,1,per-start,120,1,0,0,1502,1.0,0,10142,10142,10142,0,4,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.02,0.002,0.004,0.014,119.985,0.0,0.0211
area-27-n72,72,factorial,floor100-tmax,spatial_term,actual,100,tmax,0,3,10000,,0,False,0.0,29.8,,,,,2,1,per-start,120,1,0,0,1481,1.0,0,10121,10121,10121,0,3,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.02,0.002,0.004,0.015,119.986,0.0,0.0379
