instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,112.6,1,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.07,0.001,0.004,0.01,104.989,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,112.6,2,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.009,104.992,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,112.6,3,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.009,104.992,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,67.3,1,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.05,0.003,0.007,0.028,119.973,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,67.3,2,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.04,0.003,0.007,0.022,119.979,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,67.3,3,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.01,0.003,0.007,0.024,119.95,0.0
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,59.0,1,4,0,0,8086,0.59,1593,5988,7973,10152,2,0.059,4.75,0.252,0.743,0.556,4608,6000,120.09,0.009,0.026,0.065,119.936,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,59.0,2,4,0,0,8086,0.59,1593,5988,7973,10152,2,0.059,4.75,0.252,0.743,0.556,4608,6000,120.11,0.009,0.026,0.065,119.96,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,59.0,3,4,0,0,8086,0.59,1593,5988,7973,10152,2,0.059,4.75,0.252,0.743,0.556,4608,6000,120.09,0.009,0.025,0.066,119.935,0.001
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,46.7,1,6,0,0,12905,0.82,716,8837,10482,10771,3,0.42,37.33,0.212,0.94,0.741,7373,960,120.23,0.036,0.105,0.221,119.779,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,46.7,2,6,0,0,12905,0.82,716,8837,10482,10771,3,0.42,37.33,0.212,0.94,0.741,7373,960,120.25,0.035,0.105,0.218,119.783,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,46.7,3,6,0,0,12905,0.82,716,8837,10482,10771,3,0.42,37.33,0.212,0.94,0.741,7373,960,120.24,0.035,0.109,0.22,119.781,0.002
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,35.4,1,12,0,0,21192,0.37,1774,3970,10360,10729,8,0.402,43.33,0.181,0.904,0.741,12229,3600,120.77,0.149,0.416,0.786,119.229,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,35.4,2,12,0,0,21192,0.37,1774,3970,10360,10729,8,0.402,43.33,0.181,0.904,0.741,12229,3600,120.78,0.148,0.417,0.805,119.236,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,35.4,3,12,0,0,21192,0.37,1774,3970,10360,10729,8,0.402,43.33,0.181,0.904,0.741,12229,3600,120.75,0.146,0.419,0.783,119.221,0.003
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,34.7,1,15,0,0,26980,0.479,1382,5145,10097,10751,7,0.508,42.4,0.184,0.907,0.741,16028,3600,121.2,0.236,0.642,1.178,118.902,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,34.7,2,15,0,0,26980,0.479,1382,5145,10097,10751,7,0.508,42.4,0.184,0.907,0.741,16028,3600,121.09,0.233,0.648,1.189,118.814,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,34.7,3,15,0,0,26980,0.479,1382,5145,10097,10751,7,0.508,42.4,0.184,0.907,0.741,16028,3600,121.12,0.242,0.644,1.166,118.838,0.004
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,85.8,1,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.014,0.044,0.092,119.91,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,85.8,2,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.014,0.04,0.094,119.908,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,85.8,3,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.014,0.039,0.095,119.905,0.001
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,56.9,1,8,0,0,21664,0.875,439,9361,10335,10693,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.34,0.057,0.162,0.332,119.682,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,56.9,2,8,0,0,21664,0.875,439,9361,10335,10693,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.33,0.056,0.163,0.327,119.675,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,56.9,3,8,0,0,21664,0.875,439,9361,10335,10693,4,0.295,23.62,0.265,0.945,0.694,12202,600,120.35,0.056,0.172,0.344,119.658,0.002
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,48.1,1,3,0,0,4300,0.795,755,6943,7459,8738,0,0.034,3.67,0.186,0.714,0.581,1917,2760,120.06,0.006,0.016,0.05,119.952,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,48.1,2,3,0,0,4300,0.795,755,6943,7459,8738,0,0.034,3.67,0.186,0.714,0.581,1917,2760,120.06,0.006,0.016,0.048,119.953,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,48.1,3,3,0,0,4300,0.795,755,6943,7459,8738,0,0.034,3.67,0.186,0.714,0.581,1917,2760,120.06,0.006,0.016,0.046,119.955,0.001
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,29.8,1,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,120.03,0.002,0.004,0.016,119.985,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,29.8,2,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,120.03,0.002,0.004,0.016,119.985,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,29.8,3,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,119.93,0.002,0.004,0.016,119.889,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.001,0.007,93.993,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.001,0.007,93.993,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.001,0.007,93.993,0.0
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,44.1,1,25,0,0,58330,0.727,760,7835,10302,10770,7,0.317,63.8,0.232,0.93,0.714,31274,9720,122.65,0.585,1.699,2.818,117.186,0.006
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,44.1,2,25,0,0,58413,0.727,768,7835,10322,10770,7,0.317,62.64,0.232,0.931,0.714,31357,9720,122.67,0.625,1.667,2.998,117.006,0.006
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,0,3,0,False,0.0,44.1,3,25,0,0,58288,0.727,765,7835,10302,10770,5,0.317,63.8,0.232,0.93,0.714,31232,9600,122.65,0.619,1.677,2.797,117.206,0.006
battery-n50,50,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,112.6,1,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.06,0.001,0.004,0.01,104.99,0.0
battery-n50,50,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,112.6,2,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.009,104.99,0.0
battery-n50,50,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,112.6,3,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.04,0.001,0.002,0.009,105.012,0.0
battery-n100,100,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,67.3,1,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.05,0.003,0.007,0.023,119.978,0.0
battery-n100,100,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,67.3,2,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.05,0.003,0.007,0.023,119.993,0.0
battery-n100,100,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,67.3,3,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.04,0.003,0.007,0.024,119.976,0.0
battery-n200,200,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,59.0,1,4,0,0,8140,0.635,1642,6370,7866,10037,2,0.061,7.5,0.253,0.744,0.556,4662,6120,120.08,0.01,0.026,0.069,119.931,0.001
battery-n200,200,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,59.0,2,4,0,0,8140,0.635,1642,6370,7866,10037,2,0.061,7.5,0.253,0.744,0.556,4662,6120,120.08,0.01,0.025,0.065,119.936,0.001
battery-n200,200,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,59.0,3,4,0,0,8140,0.635,1642,6370,7866,10037,2,0.061,7.5,0.253,0.744,0.556,4662,6120,120.08,0.01,0.025,0.066,119.934,0.001
battery-n400,400,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,46.7,1,6,0,0,15709,0.972,92,10459,10612,10765,3,0.448,53.0,0.247,0.983,0.741,10177,240,120.23,0.043,0.105,0.214,119.787,0.002
battery-n400,400,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,46.7,2,6,0,0,15709,0.972,92,10459,10612,10765,3,0.448,53.0,0.247,0.983,0.741,10177,240,120.19,0.039,0.106,0.207,119.733,0.002
battery-n400,400,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,46.7,3,6,0,0,15709,0.972,92,10459,10612,10765,3,0.448,53.0,0.247,0.983,0.741,10177,240,120.23,0.038,0.104,0.21,119.789,0.002
battery-n800,800,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,35.4,1,12,0,0,21192,0.37,1774,3970,10360,10729,8,0.402,43.33,0.181,0.904,0.741,12229,3600,120.78,0.166,0.42,0.772,119.228,0.003
battery-n800,800,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,35.4,2,12,0,0,21192,0.37,1774,3970,10360,10729,8,0.402,43.33,0.181,0.904,0.741,12229,3600,120.74,0.166,0.408,0.745,119.256,0.003
battery-n800,800,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,35.4,3,12,0,0,21192,0.37,1774,3970,10360,10729,8,0.402,43.33,0.181,0.904,0.741,12229,3600,120.76,0.155,0.411,0.746,119.254,0.003
battery-n1000,1000,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,34.7,1,15,0,0,27462,0.676,1013,7273,10028,10752,8,0.508,53.07,0.186,0.91,0.741,16510,2040,121.14,0.255,0.656,1.124,118.878,0.004
battery-n1000,1000,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,34.7,2,15,0,0,27462,0.676,1013,7273,10028,10752,8,0.508,53.07,0.186,0.91,0.741,16510,2040,121.1,0.248,0.642,1.126,118.876,0.004
battery-n1000,1000,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,34.7,3,15,0,0,27462,0.676,1013,7273,10028,10752,8,0.508,53.07,0.186,0.91,0.741,16510,2040,121.13,0.25,0.639,1.121,118.881,0.004
battery-sparse-n250,250,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,85.8,1,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.07,0.016,0.041,0.091,119.864,0.001
battery-sparse-n250,250,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,85.8,2,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.015,0.04,0.087,119.911,0.001
battery-sparse-n250,250,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,85.8,3,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.016,0.039,0.087,119.911,0.001
battery-sparse-n500,500,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,56.9,1,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.34,0.06,0.159,0.315,119.683,0.002
battery-sparse-n500,500,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,56.9,2,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.33,0.062,0.159,0.313,119.686,0.002
battery-sparse-n500,500,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,56.9,3,8,0,0,21062,0.887,480,9455,10271,10660,3,0.144,24.62,0.26,0.938,0.694,11600,1200,120.34,0.061,0.159,0.33,119.669,0.002
area-26-n157,157,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,48.1,1,3,0,0,4437,0.578,1881,5987,6926,10364,0,0.155,10.67,0.191,0.718,0.581,2054,3240,120.06,0.006,0.016,0.046,119.951,0.001
area-26-n157,157,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,48.1,2,3,0,0,4437,0.578,1881,5987,6926,10364,0,0.155,10.67,0.191,0.718,0.581,2054,3240,120.05,0.006,0.016,0.044,119.95,0.001
area-26-n157,157,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,48.1,3,3,0,0,4437,0.578,1881,5987,6926,10364,0,0.155,10.67,0.191,0.718,0.581,2054,3240,120.06,0.01,0.021,0.046,119.949,0.001
area-27-n72,72,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,29.8,1,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,120.03,0.002,0.005,0.016,119.982,0.0
area-27-n72,72,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,29.8,2,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,120.03,0.002,0.006,0.016,119.982,0.0
area-27-n72,72,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,29.8,3,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,120.03,0.002,0.007,0.015,119.982,0.0
area-29-n43,43,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.992,0.0
area-29-n43,43,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.991,0.0
area-29-n43,43,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.991,0.0
reference-n1607,1607,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,44.1,1,25,0,0,58896,0.664,854,7147,10409,10770,5,0.404,65.88,0.234,0.932,0.714,31840,9360,122.74,0.659,1.732,2.693,117.309,0.006
reference-n1607,1607,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,44.1,2,25,0,0,59081,0.664,852,7147,10409,10770,4,0.404,67.64,0.235,0.933,0.714,32025,9360,122.83,0.675,1.726,2.695,117.35,0.006
reference-n1607,1607,config,no-floor-stops15,spatial_term,no-floor-stops15,0,3,0,False,0.0,44.1,3,25,0,0,59125,0.614,913,6612,10409,10770,4,0.404,67.64,0.235,0.933,0.714,32069,9840,122.69,0.632,1.671,2.809,117.194,0.006
battery-n50,50,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,112.6,1,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.06,0.002,0.007,0.011,104.989,0.0
battery-n50,50,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,112.6,2,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.008,104.99,0.0
battery-n50,50,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,112.6,3,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.008,104.99,0.0
battery-n100,100,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,67.3,1,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.05,0.003,0.007,0.02,119.978,0.0
battery-n100,100,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,67.3,2,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.03,0.003,0.007,0.02,119.978,0.0
battery-n100,100,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,67.3,3,2,0,0,4274,0.654,1704,6433,8137,9841,0,0.03,5.0,0.263,0.754,0.556,1814,2400,120.03,0.003,0.007,0.02,119.979,0.0
battery-n200,200,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,59.0,1,4,0,0,7974,0.465,2004,4689,8604,10078,3,0.032,2.75,0.249,0.74,0.556,4496,4800,120.07,0.009,0.026,0.06,119.935,0.001
battery-n200,200,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,59.0,2,4,0,0,7974,0.465,2004,4689,8604,10078,3,0.032,2.75,0.249,0.74,0.556,4496,4800,120.08,0.009,0.025,0.06,119.938,0.001
battery-n200,200,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,59.0,3,4,0,0,7974,0.465,2004,4689,8604,10078,3,0.032,2.75,0.249,0.74,0.556,4496,4800,120.08,0.009,0.025,0.06,119.938,0.001
battery-n400,400,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,46.7,1,6,0,0,12827,0.82,710,8827,10488,10763,3,0.352,34.17,0.211,0.939,0.741,7295,960,120.22,0.036,0.102,0.201,119.798,0.002
battery-n400,400,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,46.7,2,6,0,0,12827,0.82,710,8827,10488,10763,3,0.352,34.17,0.211,0.939,0.741,7295,960,120.24,0.034,0.103,0.198,119.801,0.002
battery-n400,400,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,46.7,3,6,0,0,12827,0.82,710,8827,10488,10763,3,0.352,34.17,0.211,0.939,0.741,7295,960,120.23,0.038,0.106,0.197,119.802,0.001
battery-n800,800,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,35.4,1,12,0,0,20873,0.37,1776,3970,10360,10729,7,0.402,43.33,0.179,0.902,0.741,11910,3600,120.74,0.143,0.417,0.723,119.277,0.003
battery-n800,800,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,35.4,2,12,0,0,20873,0.37,1776,3970,10360,10729,7,0.402,43.33,0.179,0.902,0.741,11910,3600,120.72,0.14,0.417,0.722,119.277,0.003
battery-n800,800,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,35.4,3,12,0,0,20873,0.37,1776,3970,10360,10729,7,0.402,43.33,0.179,0.902,0.741,11910,3600,120.76,0.14,0.413,0.715,119.309,0.003
battery-n1000,1000,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,34.7,1,14,0,0,28040,0.932,229,10028,10680,10760,4,0.671,83.5,0.189,0.979,0.794,17077,0,121.24,0.219,0.674,1.156,118.954,0.004
battery-n1000,1000,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,34.7,2,14,0,0,28040,0.932,229,10028,10680,10760,4,0.671,83.5,0.189,0.979,0.794,17077,0,121.11,0.228,0.652,1.106,118.906,0.004
battery-n1000,1000,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,34.7,3,14,0,0,28040,0.932,229,10028,10680,10760,4,0.671,83.5,0.189,0.979,0.794,17077,0,121.12,0.231,0.654,1.087,118.916,0.004
battery-sparse-n250,250,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,85.8,1,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.014,0.039,0.085,119.913,0.001
battery-sparse-n250,250,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,85.8,2,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.014,0.039,0.085,119.915,0.001
battery-sparse-n250,250,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,85.8,3,5,0,0,15497,0.681,1153,6842,9567,10043,1,0.069,2.6,0.341,0.843,0.556,7087,6001,120.11,0.014,0.039,0.086,119.914,0.001
battery-sparse-n500,500,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,56.9,1,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.32,0.057,0.16,0.295,119.705,0.002
battery-sparse-n500,500,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,56.9,2,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.37,0.056,0.16,0.295,119.757,0.002
battery-sparse-n500,500,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,56.9,3,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.34,0.056,0.16,0.302,119.698,0.002
area-26-n157,157,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,48.1,1,3,0,0,4400,0.693,1341,6676,6927,9637,0,0.073,7.33,0.189,0.717,0.581,2017,3480,120.06,0.006,0.016,0.042,119.958,0.001
area-26-n157,157,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,48.1,2,3,0,0,4400,0.693,1341,6676,6927,9637,0,0.073,7.33,0.189,0.717,0.581,2017,3480,120.06,0.006,0.016,0.042,119.958,0.001
area-26-n157,157,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,48.1,3,3,0,0,4400,0.693,1341,6676,6927,9637,0,0.073,7.33,0.189,0.717,0.581,2017,3480,120.06,0.006,0.016,0.042,119.958,0.001
area-27-n72,72,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,29.8,1,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.02,0.002,0.004,0.014,119.986,0.0
area-27-n72,72,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,29.8,2,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.03,0.002,0.004,0.014,119.986,0.0
area-27-n72,72,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,29.8,3,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.03,0.002,0.004,0.014,119.986,0.0
area-29-n43,43,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.0,0.001,0.001,0.007,93.979,0.0
area-29-n43,43,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.01,0.001,0.001,0.006,93.988,0.0
