instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
area-29-n43,43,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.001,0.006,93.993,0.0
reference-n1607,1607,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,44.1,1,25,0,1,58278,0.718,828,7736,10322,10770,7,0.317,63.8,0.232,0.93,0.714,31222,9720,122.62,0.59,1.661,2.71,117.296,0.006
reference-n1607,1607,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,44.1,2,25,0,1,58236,0.718,832,7736,10322,10770,5,0.317,63.8,0.232,0.93,0.714,31180,9600,122.63,0.584,1.678,2.69,117.314,0.006
reference-n1607,1607,config,no-floor-lowfloor3600,spatial_term,no-floor-lowfloor3600,0,3,0,False,0.0,44.1,3,25,0,1,58278,0.718,828,7736,10322,10770,5,0.317,63.8,0.232,0.93,0.714,31222,9720,122.62,0.587,1.672,2.7,117.304,0.006
battery-n50,50,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,112.6,1,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.06,0.001,0.004,0.009,104.989,0.0
battery-n50,50,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,112.6,2,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.009,104.992,0.0
battery-n50,50,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,112.6,3,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.01,104.99,0.0
battery-n100,100,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,67.3,1,2,0,0,4301,0.649,1736,6415,8150,9886,0,0.03,5.0,0.264,0.754,0.556,1841,2400,120.06,0.003,0.007,0.021,119.98,0.0
battery-n100,100,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,67.3,2,2,0,0,4301,0.649,1736,6415,8150,9886,0,0.03,5.0,0.264,0.754,0.556,1841,2400,120.04,0.003,0.009,0.02,119.981,0.0
battery-n100,100,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,67.3,3,2,0,0,4301,0.649,1736,6415,8150,9886,0,0.03,5.0,0.264,0.754,0.556,1841,2400,120.01,0.003,0.007,0.02,119.954,0.0
battery-n200,200,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,59.0,1,4,0,0,8203,0.646,1347,6438,7901,9963,3,0.087,11.25,0.255,0.746,0.556,4725,5520,120.08,0.009,0.025,0.059,119.941,0.001
battery-n200,200,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,59.0,2,4,0,0,8203,0.646,1347,6438,7901,9963,3,0.087,11.25,0.255,0.746,0.556,4725,5520,120.08,0.009,0.025,0.059,119.942,0.001
battery-n200,200,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,59.0,3,4,0,0,8203,0.646,1347,6438,7901,9963,3,0.087,11.25,0.255,0.746,0.556,4725,5520,120.08,0.009,0.025,0.062,119.938,0.001
battery-n400,400,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,46.7,1,6,0,0,12579,0.864,550,9283,10304,10741,3,0.528,31.5,0.208,0.935,0.741,7047,120,120.23,0.038,0.102,0.205,119.797,0.002
battery-n400,400,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,46.7,2,6,0,0,12579,0.864,550,9283,10304,10741,3,0.528,31.5,0.208,0.935,0.741,7047,120,120.25,0.039,0.102,0.198,119.803,0.002
battery-n400,400,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,46.7,3,6,0,0,12579,0.864,550,9283,10304,10741,3,0.528,31.5,0.208,0.935,0.741,7047,120,120.23,0.035,0.101,0.201,119.8,0.002
battery-n800,800,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,35.4,1,12,0,0,22392,0.528,1311,5640,10288,10680,8,0.42,43.17,0.189,0.914,0.741,13429,3600,120.76,0.152,0.41,0.713,119.289,0.003
battery-n800,800,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,35.4,2,12,0,0,22392,0.528,1311,5640,10288,10680,8,0.42,43.17,0.189,0.914,0.741,13429,3600,120.77,0.148,0.424,0.72,119.298,0.003
battery-n800,800,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,35.4,3,12,0,0,22392,0.528,1311,5640,10288,10680,8,0.42,43.17,0.189,0.914,0.741,13429,3600,120.75,0.152,0.408,0.729,119.273,0.003
battery-n1000,1000,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,34.7,1,15,0,0,27039,0.565,1210,6048,10028,10703,7,0.412,44.07,0.184,0.908,0.741,16087,3240,121.11,0.23,0.641,1.098,118.907,0.004
battery-n1000,1000,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,34.7,2,15,0,0,27039,0.565,1210,6048,10028,10703,7,0.412,44.07,0.184,0.908,0.741,16087,3240,121.09,0.239,0.64,1.095,118.907,0.004
battery-n1000,1000,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,34.7,3,15,0,0,27039,0.565,1210,6048,10028,10703,7,0.412,44.07,0.184,0.908,0.741,16087,3240,121.11,0.241,0.636,1.087,118.918,0.004
battery-sparse-n250,250,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,85.8,1,5,0,0,14945,0.506,1997,5448,9869,10772,2,0.124,5.4,0.333,0.832,0.556,6535,6000,120.11,0.014,0.039,0.084,119.917,0.001
battery-sparse-n250,250,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,85.8,2,5,0,0,14945,0.506,1997,5448,9869,10772,2,0.124,5.4,0.333,0.832,0.556,6535,6000,120.11,0.015,0.039,0.085,119.917,0.001
battery-sparse-n250,250,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,85.8,3,5,0,0,14945,0.506,1997,5448,9869,10772,2,0.124,5.4,0.333,0.832,0.556,6535,6000,120.11,0.014,0.039,0.085,119.917,0.001
battery-sparse-n500,500,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,56.9,1,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.36,0.056,0.165,0.3,119.714,0.002
battery-sparse-n500,500,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,56.9,2,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.34,0.057,0.171,0.295,119.707,0.002
battery-sparse-n500,500,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,56.9,3,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.34,0.058,0.168,0.302,119.7,0.002
area-26-n157,157,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,48.1,1,3,0,0,4393,0.834,584,6944,7967,8322,0,0.048,4.0,0.189,0.717,0.581,2010,2760,120.08,0.006,0.016,0.042,119.96,0.001
area-26-n157,157,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,48.1,2,3,0,0,4393,0.834,584,6944,7967,8322,0,0.048,4.0,0.189,0.717,0.581,2010,2760,120.06,0.006,0.016,0.044,119.958,0.001
area-26-n157,157,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,48.1,3,3,0,0,4393,0.834,584,6944,7967,8322,0,0.048,4.0,0.189,0.717,0.581,2010,2760,120.06,0.006,0.016,0.042,119.96,0.001
area-27-n72,72,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,29.8,1,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,120.03,0.002,0.004,0.014,119.987,0.0
area-27-n72,72,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,29.8,2,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,120.03,0.002,0.004,0.014,119.987,0.0
area-27-n72,72,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,29.8,3,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,0,119.93,0.002,0.004,0.015,119.891,0.0
area-29-n43,43,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.003,0.007,93.992,0.0
area-29-n43,43,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.001,0.007,93.992,0.0
area-29-n43,43,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.003,0.006,93.994,0.0
reference-n1607,1607,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,44.1,1,25,0,0,60141,0.791,615,8505,10320,10753,12,0.524,66.12,0.238,0.937,0.714,33085,7440,122.68,0.63,1.686,2.678,117.326,0.006
reference-n1607,1607,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,44.1,2,25,0,0,60141,0.791,615,8505,10320,10753,12,0.524,66.12,0.238,0.937,0.714,33085,7440,122.62,0.6,1.658,2.695,117.308,0.006
reference-n1607,1607,config,no-floor-lowfloor5400,spatial_term,no-floor-lowfloor5400,0,3,0,False,0.0,44.1,3,25,0,0,60209,0.791,649,8505,10409,10753,12,0.524,66.64,0.238,0.937,0.714,33153,7440,122.63,0.594,1.655,2.744,117.26,0.006
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,112.6,1,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.06,0.001,0.006,0.011,104.989,0.0
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,112.6,2,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.02,0.001,0.002,0.008,104.991,0.0
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,112.6,3,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,1200,105.04,0.001,0.002,0.009,105.013,0.0
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,67.3,1,2,0,0,4256,0.652,1713,6415,8128,9841,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.05,0.003,0.007,0.021,119.979,0.0
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,67.3,2,2,0,0,4256,0.652,1713,6415,8128,9841,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.04,0.003,0.007,0.021,119.979,0.0
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,67.3,3,2,0,0,4256,0.652,1713,6415,8128,9841,0,0.03,5.0,0.262,0.752,0.556,1796,2400,120.04,0.003,0.007,0.021,119.979,0.0
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,59.0,1,4,0,0,8274,0.679,1313,6756,7784,9950,4,0.048,3.0,0.256,0.747,0.556,4796,4800,120.08,0.01,0.027,0.061,119.939,0.001
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,59.0,2,4,0,0,8274,0.679,1313,6756,7784,9950,4,0.048,3.0,0.256,0.747,0.556,4796,4800,120.08,0.009,0.025,0.063,119.937,0.001
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,59.0,3,4,0,0,8274,0.679,1313,6756,7784,9950,4,0.048,3.0,0.256,0.747,0.556,4796,4800,120.08,0.009,0.025,0.061,119.94,0.001
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,46.7,1,6,0,0,14553,0.884,437,9480,10604,10726,6,0.194,59.67,0.233,0.965,0.741,9021,120,120.23,0.037,0.101,0.207,119.794,0.002
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,46.7,2,6,0,0,14553,0.884,437,9480,10604,10726,6,0.194,59.67,0.233,0.965,0.741,9021,120,120.19,0.036,0.101,0.205,119.734,0.002
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,46.7,3,6,0,0,14358,0.866,507,9285,10604,10726,6,0.194,59.67,0.23,0.962,0.741,8826,120,120.25,0.035,0.117,0.201,119.799,0.002
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,35.4,1,12,0,0,21665,0.749,890,7918,10358,10568,6,0.288,30.83,0.184,0.908,0.741,12702,720,120.75,0.145,0.411,0.718,119.282,0.003
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,35.4,2,12,0,0,21665,0.749,890,7918,10358,10568,6,0.288,30.83,0.184,0.908,0.741,12702,720,120.72,0.144,0.408,0.716,119.284,0.003
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,35.4,3,12,0,0,21665,0.749,890,7918,10358,10568,6,0.288,30.83,0.184,0.908,0.741,12702,720,120.75,0.142,0.414,0.735,119.265,0.003
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,34.7,1,15,0,0,27169,0.688,1039,7365,10028,10703,9,0.412,45.53,0.185,0.909,0.741,16217,1920,121.11,0.227,0.645,1.084,118.917,0.004
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,34.7,2,15,0,0,27169,0.688,1039,7365,10028,10703,9,0.412,45.53,0.185,0.909,0.741,16217,1920,121.1,0.23,0.657,1.116,118.884,0.004
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,34.7,3,15,0,0,27169,0.688,1039,7365,10028,10703,9,0.412,45.53,0.185,0.909,0.741,16217,1920,121.11,0.232,0.642,1.102,118.898,0.004
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,85.8,1,5,0,0,15525,0.768,859,7562,9517,9846,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.07,0.014,0.042,0.085,119.871,0.001
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,85.8,2,5,0,0,15525,0.768,859,7562,9517,9846,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.11,0.014,0.039,0.086,119.912,0.001
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,85.8,3,5,0,0,15525,0.768,859,7562,9517,9846,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.11,0.014,0.045,0.091,119.907,0.001
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,56.9,1,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.34,0.056,0.16,0.298,119.7,0.002
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,56.9,2,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.33,0.057,0.165,0.297,119.702,0.002
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,56.9,3,8,0,0,20935,0.812,611,8692,10196,10705,4,0.144,23.25,0.259,0.937,0.694,11473,1320,120.33,0.058,0.163,0.301,119.697,0.002
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,48.1,1,3,0,0,4425,0.838,570,6976,7967,8322,0,0.048,4.0,0.19,0.718,0.581,2042,2760,120.07,0.006,0.016,0.046,119.951,0.001
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,48.1,2,3,0,0,4425,0.838,570,6976,7967,8322,0,0.048,4.0,0.19,0.718,0.581,2042,2760,120.05,0.006,0.016,0.043,119.951,0.001
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,48.1,3,3,0,0,4425,0.838,570,6976,7967,8322,0,0.048,4.0,0.19,0.718,0.581,2042,2760,120.05,0.006,0.016,0.042,119.954,0.001
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,29.8,1,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.02,0.001,0.004,0.014,119.983,0.0
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,29.8,2,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.02,0.002,0.004,0.014,119.983,0.0
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,29.8,3,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,0,120.02,0.002,0.004,0.014,119.984,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.992,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.01,93.991,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.006,93.992,0.0
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,44.1,1,25,0,0,59345,0.694,768,7470,10307,10770,6,0.422,72.56,0.235,0.934,0.714,32289,8520,122.63,0.589,1.672,2.686,117.316,0.006
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,44.1,2,25,0,0,59325,0.694,764,7470,10307,10770,6,0.422,72.44,0.235,0.934,0.714,32269,8520,122.65,0.58,1.674,2.644,117.4,0.006
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,0,False,0.0,44.1,3,25,0,0,59345,0.694,768,7470,10307,10770,6,0.422,72.56,0.235,0.934,0.714,32289,8520,122.66,0.598,1.684,2.683,117.321,0.006
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,112.6,1,1,0,0,3569,1.0,0,9569,9569,9569,1,0.0,0.0,0.373,0.886,0.556,1502,1200,105.06,0.001,0.008,0.009,104.99,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,112.6,2,1,0,0,3569,1.0,0,9569,9569,9569,1,0.0,0.0,0.373,0.886,0.556,1502,1200,105.03,0.005,0.002,0.009,104.99,0.0
battery-n50,50,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,112.6,3,1,0,0,3569,1.0,0,9569,9569,9569,1,0.0,0.0,0.373,0.886,0.556,1502,1200,105.02,0.004,0.002,0.01,104.989,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,67.3,1,2,0,0,4450,0.646,1770,6455,8225,9995,1,0.03,5.0,0.271,0.762,0.556,1990,2400,120.12,0.003,0.007,0.022,120.034,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,67.3,2,2,0,0,4450,0.646,1770,6455,8225,9995,1,0.03,5.0,0.271,0.762,0.556,1990,2400,120.04,0.005,0.007,0.021,119.979,0.0
battery-n100,100,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,67.3,3,2,0,0,4450,0.646,1770,6455,8225,9995,1,0.03,5.0,0.271,0.762,0.556,1990,2400,120.04,0.003,0.007,0.023,119.983,0.0
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,59.0,1,4,0,0,8962,0.673,1184,6218,8755,9234,2,0.059,4.75,0.272,0.763,0.556,5484,4800,120.08,0.011,0.025,0.064,119.937,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,59.0,2,4,0,0,8962,0.673,1184,6218,8755,9234,2,0.059,4.75,0.272,0.763,0.556,5484,4800,120.08,0.012,0.025,0.063,119.938,0.001
battery-n200,200,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,59.0,3,4,0,0,8962,0.673,1184,6218,8755,9234,2,0.059,4.75,0.272,0.763,0.556,5484,4800,120.1,0.011,0.046,0.064,119.936,0.001
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,46.7,1,6,0,0,15526,0.956,171,10292,10664,10769,2,0.295,36.83,0.244,0.98,0.741,9994,480,120.24,0.044,0.102,0.208,119.794,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,46.7,2,6,0,0,15416,0.939,235,10109,10690,10769,2,0.286,36.5,0.243,0.979,0.741,9884,480,120.25,0.039,0.1,0.215,119.787,0.002
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,46.7,3,6,0,0,15416,0.939,235,10109,10690,10769,2,0.286,36.5,0.243,0.979,0.741,9884,480,120.18,0.04,0.101,0.223,119.728,0.002
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,35.4,1,12,0,0,24023,0.385,1782,4144,10592,10758,2,0.409,49.08,0.2,0.926,0.741,15060,3600,120.77,0.165,0.407,0.746,119.256,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,35.4,2,12,0,0,24023,0.385,1782,4144,10592,10758,2,0.409,49.08,0.2,0.926,0.741,15060,3600,120.76,0.16,0.409,0.737,119.275,0.003
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,35.4,3,12,0,0,24023,0.385,1782,4144,10592,10758,2,0.409,49.08,0.2,0.926,0.741,15060,3600,120.77,0.164,0.412,0.777,119.225,0.003
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,34.7,1,15,0,0,32188,0.851,540,9158,10415,10766,1,0.392,47.93,0.212,0.939,0.741,21236,720,121.13,0.247,0.638,1.13,118.873,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,34.7,2,15,0,0,32188,0.851,540,9158,10415,10766,1,0.392,47.93,0.212,0.939,0.741,21236,720,121.11,0.246,0.644,1.108,118.896,0.004
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,34.7,3,15,0,0,32188,0.851,540,9158,10415,10766,1,0.392,47.93,0.212,0.939,0.741,21236,720,121.14,0.256,0.645,1.125,118.877,0.004
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,85.8,1,5,0,0,16366,0.603,1511,6328,9882,10487,1,0.532,28.8,0.353,0.859,0.556,7956,6000,120.14,0.016,0.04,0.091,119.931,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,85.8,2,5,0,0,16366,0.603,1511,6328,9882,10487,1,0.532,28.8,0.353,0.859,0.556,7956,6000,120.12,0.017,0.039,0.088,119.921,0.001
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,85.8,3,5,0,0,16366,0.603,1511,6328,9882,10487,1,0.532,28.8,0.353,0.859,0.556,7956,6000,120.12,0.015,0.039,0.088,119.916,0.001
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,56.9,1,8,0,0,23875,0.922,276,9900,10622,10738,2,0.545,57.12,0.285,0.971,0.694,14413,720,120.36,0.065,0.158,0.315,119.688,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,56.9,2,8,0,0,23875,0.922,276,9900,10622,10738,2,0.545,57.12,0.285,0.971,0.694,14413,720,120.33,0.061,0.158,0.312,119.688,0.002
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,56.9,3,8,0,0,23875,0.922,276,9900,10622,10738,2,0.545,57.12,0.285,0.971,0.694,14413,720,120.34,0.061,0.16,0.329,119.673,0.002
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,48.1,1,3,0,0,4508,0.596,1795,6126,6945,10277,0,0.088,8.0,0.193,0.721,0.581,2125,3960,120.08,0.006,0.016,0.045,119.956,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,48.1,2,3,0,0,4508,0.596,1795,6126,6945,10277,0,0.088,8.0,0.193,0.721,0.581,2125,3960,120.06,0.007,0.016,0.045,119.955,0.001
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,0,10,0,False,0.0,48.1,3,3,0,0,4508,0.596,1795,6126,6945,10277,0,0.088,8.0,0.193,0.721,0.581,2125,3960,120.05,0.008,0.016,0.045,119.947,0.001
