instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,max_vehicles,exempt_lower_vehicle,exempt_upper_vehicle,exempt_vehicles_inactive,time_global_span_coef,post_resequence,arc_lambda,arc_tau,arc_coef,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,short_routes,travel_sec,balance,balance_excl_min,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
reference-n1607,1607,exemptions,control,spatial_term,actual,10000,midpoint,0,3,10000,,36,,,0,0,False,0.0,44.1,1,,,,,1,1,per-start,120,25,0,0,0,58622,0.824,0.83,551,8876,10166,10766,38,30,0.395,113.64,0.233,0.931,0.714,31566,30823,27799,11400,122.71,0.577,1.693,2.876,117.141,0.007,0.0
reference-n1607,1607,exemptions,control,spatial_term,actual,10000,midpoint,0,3,10000,,36,,,0,0,False,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,0,60715,0.846,0.851,583,9088,10353,10748,77,42,0.414,92.84,0.239,0.939,0.714,33659,30823,29892,9361,122.65,0.592,1.687,2.815,117.188,0.007,0.0
reference-n1607,1607,exemptions,control,spatial_term,actual,10000,midpoint,0,3,10000,,36,,,0,0,False,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,1,57159,0.838,0.844,549,9028,10033,10773,46,30,0.483,109.92,0.229,0.926,0.714,30103,30823,26336,9600,122.63,0.584,1.667,2.637,117.366,0.006,0.0
