target,n_trees,service_time_min,t_max_h,postpass,k,balance,total_travel_time_sec,route_time_mean_sec,route_time_std_sec,routes_over_t_max,dropped_trees,sum_max_radius_m,interleave_total,interleave_per_route,worst_pair_iou
reference-n1607,1607,2,3,True,24,0.908,61234,10587,235,0,0,22304,3995,166.46,0.73
