source,instance,n,cell,seed,k,travel_sec,relleno_sec,msf_k_sec,relleno_msf_sec
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b095,1,12,21665,12702,12392,9273
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b095,2,12,21665,12702,12392,9273
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b095,3,12,21665,12702,12392,9273
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b095,1,15,27169,16217,15438,11731
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b095,2,15,27169,16217,15438,11731
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b095,3,15,27169,16217,15438,11731
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b095,1,5,15525,7115,11132,4393
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b095,2,5,15525,7115,11132,4393
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b095,3,5,15525,7115,11132,4393
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b095,1,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b095,2,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b095,3,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b095,1,3,4425,2042,3618,807
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b095,2,3,4425,2042,3618,807
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b095,3,3,4425,2042,3618,807
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b095,1,1,1502,963,1303,199
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b095,2,1,1502,963,1303,199
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b095,3,1,1502,963,1303,199
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b095,1,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b095,2,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b095,3,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b095,1,25,63312,36256,30823,32489
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b095,2,25,59421,32365,30823,28598
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b095,3,25,59299,32243,30823,28476
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l1,1,2,8380,6356,1975,6405
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l1,2,2,8380,6356,1975,6405
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l1,3,2,8380,6356,1975,6405
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l1,1,2,4028,1568,2601,1427
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l1,2,2,4028,1568,2601,1427
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l1,3,2,4028,1568,2601,1427
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l1,1,4,7470,3992,4541,2929
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l1,2,4,7470,3992,4541,2929
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l1,3,4,7470,3992,4541,2929
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l1,1,6,11299,5767,7477,3822
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l1,2,6,11299,5767,7477,3822
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l1,3,6,11299,5767,7477,3822
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l1,1,12,20851,11888,12392,8459
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l1,2,12,23204,14241,12392,10812
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l1,3,12,24950,15987,12392,12558
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l1,1,15,28502,17550,15438,13064
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l1,2,15,28502,17550,15438,13064
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l1,3,15,30256,19304,15438,14818
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l1,1,6,16207,7831,10927,5280
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l1,2,5,15721,7311,11132,4589
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l1,3,6,16207,7831,10927,5280
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l1,1,8,20531,11069,13517,7014
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l1,2,8,19630,10168,13517,6113
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l1,3,8,20531,11069,13517,7014
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l1,1,3,4583,2200,3618,965
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l1,2,3,4583,2200,3618,965
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l1,3,3,4583,2200,3618,965
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l1,1,2,5730,5199,914,4816
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l1,2,2,5732,5201,914,4818
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l1,3,2,5732,5201,914,4818
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l1,2,1,2022,1634,789,1233
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l1,3,1,2022,1634,789,1233
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l1,1,25,67456,40400,30823,36633
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l1,2,25,62564,35508,30823,31741
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l1,3,25,62564,35508,30823,31741
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l5,1,2,8379,6355,1975,6404
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l5,2,2,8379,6355,1975,6404
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l5,3,2,8386,6362,1975,6411
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l5,1,2,4046,1586,2601,1445
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l5,2,2,4046,1586,2601,1445
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l5,3,2,4046,1586,2601,1445
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l5,1,4,7587,4109,4541,3046
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l5,2,4,7587,4109,4541,3046
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l5,3,4,7641,4163,4541,3100
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l5,1,6,11652,6120,7477,4175
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l5,2,6,11652,6120,7477,4175
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l5,3,7,16218,10700,7314,8904
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l5,1,12,19873,10910,12392,7481
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l5,2,12,19873,10910,12392,7481
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l5,3,12,19873,10910,12392,7481
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l5,1,14,23888,12925,15529,8359
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l5,2,14,25261,14298,15529,9732
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l5,3,14,25245,14282,15529,9716
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l5,1,6,17247,8871,10927,6320
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l5,2,6,17110,8734,10927,6183
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l5,3,6,17110,8734,10927,6183
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l5,1,9,25090,15648,13401,11689
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l5,2,9,25425,15983,13401,12024
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l5,3,9,25090,15648,13401,11689
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l5,1,3,4918,2535,3618,1300
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l5,2,3,4918,2535,3618,1300
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l5,3,3,4918,2535,3618,1300
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l5,1,2,5734,5203,914,4820
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l5,2,2,5734,5203,914,4820
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l5,3,2,5734,5203,914,4820
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l5,1,1,2024,1636,789,1235
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l5,2,1,2024,1636,789,1235
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l5,3,1,2024,1636,789,1235
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l5,1,25,59820,32764,30823,28997
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l5,2,25,59932,32876,30823,29109
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l5,3,25,59777,32721,30823,28954
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l20,1,2,8382,6358,1975,6407
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l20,2,2,8382,6358,1975,6407
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,arc-convex-l20,3,2,8382,6358,1975,6407
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l20,1,2,3886,1426,2601,1285
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l20,2,2,3886,1426,2601,1285
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,arc-convex-l20,3,2,3886,1426,2601,1285
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l20,1,4,7462,3984,4541,2921
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l20,2,4,7462,3984,4541,2921
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,arc-convex-l20,3,4,7462,3984,4541,2921
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l20,1,6,12154,6622,7477,4677
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l20,2,6,12154,6622,7477,4677
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,arc-convex-l20,3,6,12154,6622,7477,4677
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l20,1,12,20106,11143,12392,7714
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l20,2,12,20106,11143,12392,7714
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,arc-convex-l20,3,12,20107,11144,12392,7715
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l20,1,14,24774,13811,15529,9245
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l20,2,14,24747,13784,15529,9218
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,arc-convex-l20,3,14,24774,13811,15529,9245
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l20,1,6,15454,7078,10927,4527
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l20,2,6,15454,7078,10927,4527
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,arc-convex-l20,3,6,15222,6846,10927,4295
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l20,1,8,19228,9766,13517,5711
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l20,2,8,19228,9766,13517,5711
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,arc-convex-l20,3,8,19228,9766,13517,5711
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l20,1,3,4740,2357,3618,1122
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l20,2,3,4740,2357,3618,1122
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,arc-convex-l20,3,3,4740,2357,3618,1122
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l20,1,1,1425,886,1303,122
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l20,2,1,1425,886,1303,122
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,arc-convex-l20,3,1,1425,886,1303,122
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l20,1,1,2026,1638,789,1237
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l20,2,1,2026,1638,789,1237
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l20,3,1,2026,1638,789,1237
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l20,1,25,59457,32401,30823,28634
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l20,2,25,59457,32401,30823,28634
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,arc-convex-l20,3,25,59457,32401,30823,28634
no-floor-balance-sweep-20260719.csv,battery-n50,50,actual,1,2,8399,6375,1975,6424
no-floor-balance-sweep-20260719.csv,battery-n50,50,actual,2,2,8399,6375,1975,6424
no-floor-balance-sweep-20260719.csv,battery-n50,50,actual,3,2,8399,6375,1975,6424
no-floor-balance-sweep-20260719.csv,battery-n100,100,actual,1,2,4244,1784,2601,1643
no-floor-balance-sweep-20260719.csv,battery-n100,100,actual,2,2,4244,1784,2601,1643
no-floor-balance-sweep-20260719.csv,battery-n100,100,actual,3,2,4244,1784,2601,1643
no-floor-balance-sweep-20260719.csv,battery-n200,200,actual,1,4,8254,4776,4541,3713
no-floor-balance-sweep-20260719.csv,battery-n200,200,actual,2,4,8254,4776,4541,3713
no-floor-balance-sweep-20260719.csv,battery-n200,200,actual,3,4,8254,4776,4541,3713
no-floor-balance-sweep-20260719.csv,battery-n400,400,actual,1,7,14557,9039,7314,7243
no-floor-balance-sweep-20260719.csv,battery-n400,400,actual,2,7,14557,9039,7314,7243
no-floor-balance-sweep-20260719.csv,battery-n400,400,actual,3,7,14557,9039,7314,7243
no-floor-balance-sweep-20260719.csv,battery-n800,800,actual,1,12,19920,10957,12392,7528
no-floor-balance-sweep-20260719.csv,battery-n800,800,actual,2,12,19837,10874,12392,7445
no-floor-balance-sweep-20260719.csv,battery-n800,800,actual,3,12,19725,10762,12392,7333
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,actual,1,15,26875,15923,15438,11437
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,actual,2,15,26875,15923,15438,11437
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,actual,3,15,26579,15627,15438,11141
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,actual,1,5,15734,7324,11132,4602
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,actual,2,5,15734,7324,11132,4602
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,actual,3,5,15734,7324,11132,4602
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,actual,1,9,23557,14115,13401,10156
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,actual,2,9,22989,13547,13401,9588
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,actual,3,9,23225,13783,13401,9824
no-floor-balance-sweep-20260719.csv,area-26-n157,157,actual,1,3,4962,2579,3618,1344
no-floor-balance-sweep-20260719.csv,area-26-n157,157,actual,2,3,4962,2579,3618,1344
no-floor-balance-sweep-20260719.csv,area-26-n157,157,actual,3,3,4962,2579,3618,1344
no-floor-balance-sweep-20260719.csv,area-27-n72,72,actual,1,2,5738,5207,914,4824
no-floor-balance-sweep-20260719.csv,area-27-n72,72,actual,2,2,5738,5207,914,4824
no-floor-balance-sweep-20260719.csv,area-27-n72,72,actual,3,2,5738,5207,914,4824
no-floor-balance-sweep-20260719.csv,area-29-n43,43,actual,1,1,2022,1634,789,1233
no-floor-balance-sweep-20260719.csv,area-29-n43,43,actual,2,1,2022,1634,789,1233
no-floor-balance-sweep-20260719.csv,area-29-n43,43,actual,3,1,2022,1634,789,1233
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,actual,1,25,60566,33510,30823,29743
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,actual,2,25,60566,33510,30823,29743
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,actual,3,25,60693,33637,30823,29870
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor,1,1,3419,1352,2746,673
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor,2,1,3419,1352,2746,673
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor,3,1,3419,1352,2746,673
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor,1,2,4277,1817,2601,1676
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor,2,2,4277,1817,2601,1676
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor,3,2,4277,1817,2601,1676
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor,1,4,7942,4464,4541,3401
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor,2,4,7942,4464,4541,3401
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor,3,4,7942,4464,4541,3401
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor,1,6,12896,7364,7477,5419
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor,2,6,12896,7364,7477,5419
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor,3,6,12896,7364,7477,5419
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor,1,12,21192,12229,12392,8800
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor,2,12,21192,12229,12392,8800
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor,3,12,21192,12229,12392,8800
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor,1,15,26980,16028,15438,11542
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor,2,15,26980,16028,15438,11542
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor,3,15,26980,16028,15438,11542
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor,1,5,15497,7087,11132,4365
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor,2,5,15497,7087,11132,4365
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor,3,5,15497,7087,11132,4365
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor,1,8,21664,12202,13517,8147
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor,2,8,21664,12202,13517,8147
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor,3,8,21062,11600,13517,7545
no-floor-balance-sweep-20260719.csv,area-26-n157,157,no-floor,1,3,4300,1917,3618,682
no-floor-balance-sweep-20260719.csv,area-26-n157,157,no-floor,2,3,4300,1917,3618,682
no-floor-balance-sweep-20260719.csv,area-26-n157,157,no-floor,3,3,4300,1917,3618,682
no-floor-balance-sweep-20260719.csv,area-27-n72,72,no-floor,1,1,1481,942,1303,178
no-floor-balance-sweep-20260719.csv,area-27-n72,72,no-floor,2,1,1481,942,1303,178
no-floor-balance-sweep-20260719.csv,area-27-n72,72,no-floor,3,1,1481,942,1303,178
no-floor-balance-sweep-20260719.csv,area-29-n43,43,no-floor,1,1,999,611,789,210
no-floor-balance-sweep-20260719.csv,area-29-n43,43,no-floor,2,1,999,611,789,210
no-floor-balance-sweep-20260719.csv,area-29-n43,43,no-floor,3,1,999,611,789,210
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,no-floor,1,25,52214,25158,30823,21391
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,no-floor,2,25,52142,25086,30823,21319
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,no-floor,3,25,52214,25158,30823,21391
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor-span-c10,1,1,3266,1199,2746,520
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor-span-c10,2,1,3266,1199,2746,520
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor-span-c10,3,1,3266,1199,2746,520
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor-span-c10,1,2,3930,1470,2601,1329
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor-span-c10,2,2,3930,1470,2601,1329
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor-span-c10,3,2,3930,1470,2601,1329
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor-span-c10,1,4,8256,4778,4541,3715
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor-span-c10,2,4,8256,4778,4541,3715
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor-span-c10,3,4,8256,4778,4541,3715
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor-span-c10,1,6,12665,7133,7477,5188
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor-span-c10,2,6,12665,7133,7477,5188
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor-span-c10,3,6,12665,7133,7477,5188
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor-span-c10,1,12,20626,11663,12392,8234
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor-span-c10,2,12,20626,11663,12392,8234
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor-span-c10,3,12,20626,11663,12392,8234
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor-span-c10,1,15,27164,16212,15438,11726
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor-span-c10,2,15,27123,16171,15438,11685
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor-span-c10,3,15,27141,16189,15438,11703
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor-span-c10,1,5,15505,7095,11132,4373
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor-span-c10,2,5,15505,7095,11132,4373
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor-span-c10,3,5,15505,7095,11132,4373
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor-span-c10,1,8,22174,12712,13517,8657
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor-span-c10,2,8,22174,12712,13517,8657
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor-span-c10,3,8,22174,12712,13517,8657
no-floor-balance-sweep-20260719.csv,area-26-n157,157,no-floor-span-c10,1,3,5175,2792,3618,1557
no-floor-balance-sweep-20260719.csv,area-26-n157,157,no-floor-span-c10,2,3,5175,2792,3618,1557
no-floor-balance-sweep-20260719.csv,area-26-n157,157,no-floor-span-c10,3,3,5175,2792,3618,1557
no-floor-balance-sweep-20260719.csv,area-27-n72,72,no-floor-span-c10,1,1,1425,886,1303,122
no-floor-balance-sweep-20260719.csv,area-27-n72,72,no-floor-span-c10,2,1,1425,886,1303,122
no-floor-balance-sweep-20260719.csv,area-27-n72,72,no-floor-span-c10,3,1,1425,886,1303,122
no-floor-balance-sweep-20260719.csv,area-29-n43,43,no-floor-span-c10,1,1,958,570,789,169
no-floor-balance-sweep-20260719.csv,area-29-n43,43,no-floor-span-c10,2,1,958,570,789,169
no-floor-balance-sweep-20260719.csv,area-29-n43,43,no-floor-span-c10,3,1,958,570,789,169
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,no-floor-span-c10,1,25,62506,35450,30823,31683
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,no-floor-span-c10,2,25,62506,35450,30823,31683
no-floor-balance-sweep-20260719.csv,reference-n1607,1607,no-floor-span-c10,3,25,62506,35450,30823,31683
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor-span-c100,1,3,3009,1027,1745,1264
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor-span-c100,2,3,3009,1027,1745,1264
no-floor-balance-sweep-20260719.csv,battery-n50,50,no-floor-span-c100,3,3,3009,1027,1745,1264
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor-span-c100,1,2,3970,1510,2601,1369
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor-span-c100,2,2,3970,1510,2601,1369
no-floor-balance-sweep-20260719.csv,battery-n100,100,no-floor-span-c100,3,2,3970,1510,2601,1369
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor-span-c100,1,4,8509,5031,4541,3968
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor-span-c100,2,4,8509,5031,4541,3968
no-floor-balance-sweep-20260719.csv,battery-n200,200,no-floor-span-c100,3,4,8509,5031,4541,3968
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor-span-c100,1,7,15062,9544,7314,7748
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor-span-c100,2,7,15068,9550,7314,7754
no-floor-balance-sweep-20260719.csv,battery-n400,400,no-floor-span-c100,3,7,15068,9550,7314,7754
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor-span-c100,1,12,24640,15677,12392,12248
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor-span-c100,2,12,24660,15697,12392,12268
no-floor-balance-sweep-20260719.csv,battery-n800,800,no-floor-span-c100,3,12,24660,15697,12392,12268
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor-span-c100,1,15,29554,18602,15438,14116
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor-span-c100,2,15,29817,18865,15438,14379
no-floor-balance-sweep-20260719.csv,battery-n1000,1000,no-floor-span-c100,3,15,30028,19076,15438,14590
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor-span-c100,1,5,16583,8173,11132,5451
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor-span-c100,2,5,16583,8173,11132,5451
no-floor-balance-sweep-20260719.csv,battery-sparse-n250,250,no-floor-span-c100,3,5,16583,8173,11132,5451
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor-span-c100,1,8,21935,12473,13517,8418
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor-span-c100,2,8,21935,12473,13517,8418
no-floor-balance-sweep-20260719.csv,battery-sparse-n500,500,no-floor-span-c100,3,8,21935,12473,13517,8418
