source,instance,n,cell,seed,k,travel_sec,relleno_sec,msf_k_sec,relleno_msf_sec
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,actual,3,25,60566,33510,30823,29743
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000,1,25,60365,33309,30823,29542
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000,2,25,60390,33334,30823,29567
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000,3,25,60390,33334,30823,29567
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,tmin-scaled,1,25,59103,32047,30823,28280
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,tmin-scaled,2,25,59086,32030,30823,28263
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,tmin-scaled,3,25,59086,32030,30823,28263
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,service-floor,1,34,96402,69499,29939,66463
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,service-floor,2,34,96383,69480,29939,66444
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,service-floor,3,34,96378,69475,29939,66439
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,tmin-scaled+exempt-last,1,25,59086,32030,30823,28263
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,tmin-scaled+exempt-last,2,25,59086,32030,30823,28263
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,tmin-scaled+exempt-last,3,25,59086,32030,30823,28263
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,span-c100,1,24,58273,31199,30928,27345
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,span-c100,2,24,58273,31199,30928,27345
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,span-c100,3,24,58273,31199,30928,27345
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,global,1,24,54774,27700,30928,23846
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,global,2,24,54810,27736,30928,23882
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,global,3,24,54810,27736,30928,23882
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,greedy,1,24,63071,35997,30928,32143
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,greedy,2,24,63071,35997,30928,32143
route-config-algorithm-sweep-20260718.csv,reference-n1607,1607,greedy,3,24,63071,35997,30928,32143
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,actual+reseq,1,1,1024,636,789,235
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,actual,1,25,60566,33510,30823,29743
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,actual,2,25,60566,33510,30823,29743
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,actual,3,25,60566,33510,30823,29743
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,actual+reseq,1,25,58818,31762,30823,27995
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,actual+reseq,2,25,58818,31762,30823,27995
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,actual+reseq,3,25,58818,31762,30823,27995
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000,1,25,60400,33344,30823,29577
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000,2,25,60365,33309,30823,29542
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000,3,25,60336,33280,30823,29513
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000+reseq,1,25,56766,29710,30823,25943
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000+reseq,2,25,56766,29710,30823,25943
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,upper-tmax-tmin9000+reseq,3,25,56759,29703,30823,25936
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,actual,1,3,4962,2579,3618,1344
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,actual,2,3,4962,2579,3618,1344
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,actual,3,3,4962,2579,3618,1344
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,actual+reseq,1,3,4835,2452,3618,1217
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,actual+reseq,2,3,4835,2452,3618,1217
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,actual+reseq,3,3,4835,2452,3618,1217
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,upper-tmax-tmin9000,1,3,8140,5757,3618,4522
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,upper-tmax-tmin9000,2,3,8140,5757,3618,4522
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,upper-tmax-tmin9000,3,3,8140,5757,3618,4522
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,upper-tmax-tmin9000+reseq,1,3,5711,3328,3618,2093
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,upper-tmax-tmin9000+reseq,2,3,5711,3328,3618,2093
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,upper-tmax-tmin9000+reseq,3,3,5711,3328,3618,2093
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,actual,1,2,5738,5207,914,4824
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,actual,2,2,5738,5207,914,4824
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,actual,3,2,5738,5207,914,4824
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,actual+reseq,1,2,2538,2007,914,1624
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,actual+reseq,2,2,2538,2007,914,1624
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,actual+reseq,3,2,2538,2007,914,1624
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,upper-tmax-tmin9000,1,2,9332,8801,914,8418
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,upper-tmax-tmin9000,2,2,9332,8801,914,8418
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,upper-tmax-tmin9000,3,2,9332,8801,914,8418
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,upper-tmax-tmin9000+reseq,1,2,2410,1879,914,1496
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,upper-tmax-tmin9000+reseq,2,2,2410,1879,914,1496
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,upper-tmax-tmin9000+reseq,3,2,2410,1879,914,1496
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,actual,1,1,2022,1634,789,1233
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,actual,2,1,2022,1634,789,1233
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,actual,3,1,2022,1634,789,1233
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,actual+reseq,2,1,1024,636,789,235
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,actual+reseq,3,1,1024,636,789,235
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,upper-tmax-tmin9000,1,1,3821,3433,789,3032
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,upper-tmax-tmin9000,2,1,3821,3433,789,3032
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,upper-tmax-tmin9000,3,1,3821,3433,789,3032
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,upper-tmax-tmin9000+reseq,1,1,1069,681,789,280
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,upper-tmax-tmin9000+reseq,2,1,1069,681,789,280
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,upper-tmax-tmin9000+reseq,3,1,1069,681,789,280
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,actual,1,2,8399,6375,1975,6424
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,actual,2,2,8399,6375,1975,6424
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,actual,3,2,8399,6375,1975,6424
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,actual+reseq,1,2,4359,2335,1975,2384
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,actual+reseq,2,2,4359,2335,1975,2384
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,actual+reseq,3,2,4359,2335,1975,2384
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,upper-tmax-tmin9000,1,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,upper-tmax-tmin9000,2,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,upper-tmax-tmin9000,3,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,upper-tmax-tmin9000+reseq,1,1,3333,1266,2746,587
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,upper-tmax-tmin9000+reseq,2,1,3333,1266,2746,587
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,upper-tmax-tmin9000+reseq,3,1,3333,1266,2746,587
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,actual,1,2,4244,1784,2601,1643
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,actual,2,2,4244,1784,2601,1643
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,actual,3,2,4244,1784,2601,1643
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,actual+reseq,1,2,3944,1484,2601,1343
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,actual+reseq,2,2,3944,1484,2601,1343
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,actual+reseq,3,2,3944,1484,2601,1343
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,upper-tmax-tmin9000,1,2,5961,3501,2601,3360
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,upper-tmax-tmin9000,2,2,5961,3501,2601,3360
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,upper-tmax-tmin9000,3,2,5961,3501,2601,3360
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,upper-tmax-tmin9000+reseq,1,2,4292,1832,2601,1691
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,upper-tmax-tmin9000+reseq,2,2,4292,1832,2601,1691
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,upper-tmax-tmin9000+reseq,3,2,4292,1832,2601,1691
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,actual,1,4,8254,4776,4541,3713
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,actual,2,4,8254,4776,4541,3713
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,actual,3,4,8254,4776,4541,3713
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,actual+reseq,1,4,7247,3769,4541,2706
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,actual+reseq,2,4,7247,3769,4541,2706
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,actual+reseq,3,4,7247,3769,4541,2706
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,upper-tmax-tmin9000,1,4,12024,8546,4541,7483
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,upper-tmax-tmin9000,2,4,12024,8546,4541,7483
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,upper-tmax-tmin9000,3,4,12024,8546,4541,7483
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,upper-tmax-tmin9000+reseq,1,4,10536,7058,4541,5995
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,upper-tmax-tmin9000+reseq,2,4,10536,7058,4541,5995
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,upper-tmax-tmin9000+reseq,3,4,10536,7058,4541,5995
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,actual,1,7,14557,9039,7314,7243
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,actual,2,7,14557,9039,7314,7243
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,actual,3,7,14557,9039,7314,7243
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,actual+reseq,1,7,13990,8472,7314,6676
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,actual+reseq,2,7,13990,8472,7314,6676
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,actual+reseq,3,7,13990,8472,7314,6676
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,upper-tmax-tmin9000,1,6,13730,8198,7477,6253
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,upper-tmax-tmin9000,2,6,13730,8198,7477,6253
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,upper-tmax-tmin9000,3,6,13730,8198,7477,6253
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,upper-tmax-tmin9000+reseq,1,6,12222,6690,7477,4745
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,upper-tmax-tmin9000+reseq,2,6,12222,6690,7477,4745
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,upper-tmax-tmin9000+reseq,3,6,12222,6690,7477,4745
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,actual,1,12,19725,10762,12392,7333
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,actual,2,12,19719,10756,12392,7327
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,actual,3,12,19662,10699,12392,7270
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,actual+reseq,1,12,19712,10749,12392,7320
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,actual+reseq,2,12,19760,10797,12392,7368
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,actual+reseq,3,12,19714,10751,12392,7322
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,upper-tmax-tmin9000,1,12,22400,13437,12392,10008
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,upper-tmax-tmin9000,2,12,22400,13437,12392,10008
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,upper-tmax-tmin9000,3,12,22400,13437,12392,10008
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,upper-tmax-tmin9000+reseq,1,12,20134,11171,12392,7742
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,upper-tmax-tmin9000+reseq,2,12,20134,11171,12392,7742
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,upper-tmax-tmin9000+reseq,3,12,20134,11171,12392,7742
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,actual,1,15,26615,15663,15438,11177
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,actual,2,15,26564,15612,15438,11126
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,actual,3,15,26615,15663,15438,11177
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,actual+reseq,1,15,25609,14657,15438,10171
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,actual+reseq,2,15,25597,14645,15438,10159
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,actual+reseq,3,15,25609,14657,15438,10171
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,upper-tmax-tmin9000,1,15,28670,17718,15438,13232
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,upper-tmax-tmin9000,2,15,28670,17718,15438,13232
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,upper-tmax-tmin9000,3,15,28670,17718,15438,13232
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,upper-tmax-tmin9000+reseq,1,15,25714,14762,15438,10276
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,upper-tmax-tmin9000+reseq,2,15,25714,14762,15438,10276
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,upper-tmax-tmin9000+reseq,3,15,25714,14762,15438,10276
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,actual,1,5,15734,7324,11132,4602
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,actual,2,5,15734,7324,11132,4602
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,actual,3,5,15734,7324,11132,4602
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,actual+reseq,1,5,15682,7272,11132,4550
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,actual+reseq,2,5,15682,7272,11132,4550
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,actual+reseq,3,5,15682,7272,11132,4550
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,upper-tmax-tmin9000,1,5,17231,8821,11132,6099
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,upper-tmax-tmin9000,2,5,17231,8821,11132,6099
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,upper-tmax-tmin9000,3,5,17231,8821,11132,6099
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,upper-tmax-tmin9000+reseq,1,5,16054,7644,11132,4922
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,upper-tmax-tmin9000+reseq,2,5,16054,7644,11132,4922
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,upper-tmax-tmin9000+reseq,3,5,16054,7644,11132,4922
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,actual,1,9,23083,13641,13401,9682
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,actual,2,9,22983,13541,13401,9582
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,actual,3,9,22983,13541,13401,9582
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,actual+reseq,1,9,22095,12653,13401,8694
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,actual+reseq,2,9,22095,12653,13401,8694
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,actual+reseq,3,9,22095,12653,13401,8694
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,upper-tmax-tmin9000,1,8,20950,11488,13517,7433
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,upper-tmax-tmin9000,2,8,20950,11488,13517,7433
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,upper-tmax-tmin9000,3,8,20950,11488,13517,7433
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,upper-tmax-tmin9000+reseq,1,8,19604,10142,13517,6087
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,upper-tmax-tmin9000+reseq,2,8,19644,10182,13517,6127
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,upper-tmax-tmin9000+reseq,3,8,19644,10182,13517,6127
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b085,1,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,arc-convex-l1,1,1,2025,1637,789,1236
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b085,1,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b085,2,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b085,3,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b085,1,2,4173,1713,2601,1572
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b085,2,2,4173,1713,2601,1572
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b085,3,2,4173,1713,2601,1572
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b085,1,4,8311,4833,4541,3770
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b085,2,4,8311,4833,4541,3770
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b085,3,4,8311,4833,4541,3770
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b085,1,6,12984,7452,7477,5507
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b085,2,6,12984,7452,7477,5507
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b085,3,6,12984,7452,7477,5507
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b085,1,12,21382,12419,12392,8990
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b085,2,12,21382,12419,12392,8990
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b085,3,12,21382,12419,12392,8990
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b085,1,14,28305,17342,15529,12776
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b085,2,15,26531,15579,15438,11093
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b085,3,14,28305,17342,15529,12776
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b085,1,5,14889,6479,11132,3757
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b085,2,5,14889,6479,11132,3757
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b085,3,5,14889,6479,11132,3757
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b085,1,8,20935,11473,13517,7418
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b085,2,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b085,3,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b085,1,3,4355,1972,3618,737
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b085,2,3,4355,1972,3618,737
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b085,3,3,4355,1972,3618,737
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b085,1,1,1504,965,1303,201
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b085,2,1,1504,965,1303,201
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b085,3,1,1504,965,1303,201
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b085,2,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b085,3,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b085,1,25,60356,33300,30823,29533
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b085,2,25,60409,33353,30823,29586
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b085,3,25,60338,33282,30823,29515
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b090,1,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b090,2,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b090,3,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b090,1,2,4256,1796,2601,1655
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b090,2,2,4256,1796,2601,1655
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b090,3,2,4256,1796,2601,1655
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b090,1,4,7740,4262,4541,3199
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b090,2,4,8041,4563,4541,3500
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b090,3,4,8041,4563,4541,3500
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b090,1,6,13040,7508,7477,5563
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b090,2,6,13040,7508,7477,5563
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b090,3,6,13040,7508,7477,5563
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b090,1,12,22736,13773,12392,10344
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b090,2,12,22736,13773,12392,10344
objective-audit-postpass-sweep-20260718.csv,battery-n800,800,feasible-floor-b090,3,12,22736,13773,12392,10344
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b090,1,15,29276,18324,15438,13838
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b090,2,15,29276,18324,15438,13838
objective-audit-postpass-sweep-20260718.csv,battery-n1000,1000,feasible-floor-b090,3,15,29276,18324,15438,13838
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b090,1,5,15330,6920,11132,4198
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b090,2,5,15330,6920,11132,4198
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n250,250,feasible-floor-b090,3,5,15330,6920,11132,4198
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b090,1,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b090,2,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,battery-sparse-n500,500,feasible-floor-b090,3,8,21664,12202,13517,8147
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b090,1,3,4520,2137,3618,902
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b090,2,3,4520,2137,3618,902
objective-audit-postpass-sweep-20260718.csv,area-26-n157,157,feasible-floor-b090,3,3,4520,2137,3618,902
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b090,1,1,1502,963,1303,199
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b090,2,1,1502,963,1303,199
objective-audit-postpass-sweep-20260718.csv,area-27-n72,72,feasible-floor-b090,3,1,1502,963,1303,199
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b090,1,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b090,2,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,area-29-n43,43,feasible-floor-b090,3,1,999,611,789,210
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b090,1,25,60141,33085,30823,29318
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b090,2,25,60162,33106,30823,29339
objective-audit-postpass-sweep-20260718.csv,reference-n1607,1607,feasible-floor-b090,3,25,60141,33085,30823,29318
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b095,1,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b095,2,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n50,50,feasible-floor-b095,3,1,3419,1352,2746,673
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b095,1,2,4256,1796,2601,1655
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b095,2,2,4256,1796,2601,1655
objective-audit-postpass-sweep-20260718.csv,battery-n100,100,feasible-floor-b095,3,2,4256,1796,2601,1655
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b095,1,4,8274,4796,4541,3733
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b095,2,4,8274,4796,4541,3733
objective-audit-postpass-sweep-20260718.csv,battery-n200,200,feasible-floor-b095,3,4,8274,4796,4541,3733
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b095,1,6,14358,8826,7477,6881
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b095,2,6,14358,8826,7477,6881
objective-audit-postpass-sweep-20260718.csv,battery-n400,400,feasible-floor-b095,3,6,14358,8826,7477,6881
